timeindex;ghi;t_air;e;tp;windspeed;ac-discharge
2022-01-05T06:00:00Z;3.47e-08;25.189575;-0.102200784;0.01286855;6.376332;0.0033
2022-01-05T07:00:00Z;3.47e-08;24.946869;-0.111530475;0.06005075;6.7009892;0.0033
2022-01-05T08:00:00Z;3.47e-08;24.784576;-0.122221336;0.14205231;7.3962617;0.0033
2022-01-05T09:00:00Z;3.47e-08;24.66806;-0.13116536;0.2260725;7.6512322;0.0033
2022-01-05T10:00:00Z;3.47e-08;24.694244;-0.13629812;0.14116941;6.94022;0.0033
2022-01-05T11:00:00Z;3.47e-08;24.646149;-0.14022282;0.087678894;6.985129;0.0033
2022-01-05T12:00:00Z;0.0307;24.59851;-0.14438006;0.06774627;7.216798;0.0033
2022-01-05T13:00:00Z;0.191;24.740631;-0.14841822;0.055761542;7.870076;0.0033
2022-01-05T14:00:00Z;0.374;25.423737;-0.17008351;0.06383564;8.305372;0.0033
2022-01-05T15:00:00Z;0.569;26.250122;-0.1858107;0.033431686;7.9877725;0.0033
2022-01-05T16:00:00Z;0.68;26.946503;-0.17665683;4.66e-07;7.4571185;0.0033
2022-01-05T17:00:00Z;0.805;27.477448;-0.16957873;4.66e-07;6.995755;0.0033
2022-01-05T18:00:00Z;0.82;27.725922;-0.16258572;4.66e-07;6.8040323;0.0033
2022-01-05T19:00:00Z;0.77;27.69986;-0.15400468;4.66e-07;6.899916;0.0033
2022-01-05T20:00:00Z;0.633;27.493256;-0.14515707;4.66e-07;7.1888843;0.0033
2022-01-05T21:00:00Z;0.435;27.270172;-0.14723852;4.66e-07;7.6348295;0.0033
2022-01-05T22:00:00Z;0.208;27.004059;-0.1547193;4.66e-07;7.182894;0.0033
2022-01-05T23:00:00Z;0.0261;26.7323;-0.15961383;4.66e-07;7.7473207;0.0033
2022-01-06T00:00:00Z;3.47e-08;26.47113;-0.17028768;4.66e-07;8.46449;0.0033
2022-01-06T01:00:00Z;3.47e-08;26.216675;-0.18248151;4.66e-07;8.588201;0.0033
2022-01-06T02:00:00Z;3.47e-08;25.917908;-0.17534104;4.66e-07;8.060233;0.0033
2022-01-06T03:00:00Z;3.47e-08;25.748932;-0.14115863;4.66e-07;7.0319653;0.0033
2022-01-06T04:00:00Z;3.47e-08;25.54773;-0.12331596;4.66e-07;6.508519;0.0033
2022-01-06T05:00:00Z;3.47e-08;25.309784;-0.10999916;4.66e-07;6.1446953;0.0033
2022-01-06T06:00:00Z;3.47e-08;25.101227;-0.10010231;0.002902001;6.0492125;0.0033
2022-01-06T07:00:00Z;3.47e-08;24.97284;-0.114383265;0.002397224;5.924228;0.0033
2022-01-06T08:00:00Z;3.47e-08;24.847778;-0.11332268;0.009083655;5.956372;0.0033
2022-01-06T09:00:00Z;3.47e-08;24.776733;-0.110878244;0.024348497;6.219823;0.0033
2022-01-06T10:00:00Z;3.47e-08;24.81018;-0.110260054;0.018545426;5.8675666;0.0033
2022-01-06T11:00:00Z;3.47e-08;24.738678;-0.111774355;0.027628615;5.997034;0.0033
2022-01-06T12:00:00Z;0.035;24.785034;-0.1086153;0.031034928;6.3553314;0.0033
2022-01-06T13:00:00Z;0.216;25.098114;-0.11178002;0.0404967;6.8276567;0.0033
2022-01-06T14:00:00Z;0.384;25.855164;-0.12906122;0.003280584;7.146066;0.0033
2022-01-06T15:00:00Z;0.617;26.602417;-0.14576392;4.66e-07;7.0581284;0.0033
2022-01-06T16:00:00Z;0.748;27.350464;-0.15238829;4.66e-07;6.8760943;0.0033
2022-01-06T17:00:00Z;0.835;27.932526;-0.15544525;4.66e-07;6.55491;0.0033
2022-01-06T18:00:00Z;0.843;28.170013;-0.15600674;4.66e-07;6.5992265;0.0033
2022-01-06T19:00:00Z;0.752;28.088013;-0.14564483;4.66e-07;6.719438;0.0033
2022-01-06T20:00:00Z;0.632;27.838043;-0.13813002;4.66e-07;7.1034594;0.0033
2022-01-06T21:00:00Z;0.44;27.714264;-0.13936643;4.66e-07;7.4548445;0.0033
2022-01-06T22:00:00Z;0.21;27.502136;-0.15193456;4.66e-07;7.480427;0.0033
2022-01-06T23:00:00Z;0.027;27.357025;-0.16892084;4.66e-07;7.863243;0.0033
2022-01-07T00:00:00Z;3.47e-08;27.015015;-0.1884026;4.66e-07;8.469428;0.0033
2022-01-07T01:00:00Z;3.47e-08;26.46283;-0.198169;4.66e-07;8.747967;0.0033
2022-01-07T02:00:00Z;3.47e-08;26.027252;-0.18798858;4.66e-07;8.328547;0.0033
2022-01-07T03:00:00Z;3.47e-08;25.755737;-0.16058367;4.66e-07;7.5623527;0.0033
2022-01-07T04:00:00Z;3.47e-08;25.578552;-0.1494958;4.66e-07;7.062198;0.0033
2022-01-07T05:00:00Z;3.47e-08;25.338043;-0.13611096;4.66e-07;6.754149;0.0033
2022-01-07T06:00:00Z;3.47e-08;25.062927;-0.12447295;4.66e-07;6.5183806;0.0033
2022-01-07T07:00:00Z;3.47e-08;24.863708;-0.13222027;0.000505243;6.187724;0.0033
2022-01-07T08:00:00Z;3.47e-08;24.68399;-0.118948855;0.001388136;6.0650263;0.0033
2022-01-07T09:00:00Z;3.47e-08;24.59436;-0.11651576;0.002397224;6.0639663;0.0033
2022-01-07T10:00:00Z;3.47e-08;24.565521;-0.11863125;0.004289672;5.724466;0.0033
2022-01-07T11:00:00Z;3.47e-08;24.572906;-0.11840439;0.013877638;5.695756;0.0033
2022-01-07T12:00:00Z;0.0299;24.6344;-0.116668895;0.016274396;5.702397;0.0033
2022-01-07T13:00:00Z;0.192;24.982513;-0.12021361;0.011858996;6.1401324;0.0033
2022-01-07T14:00:00Z;0.392;25.701263;-0.15338081;0.004794449;7.0373597;0.0033
2022-01-07T15:00:00Z;0.591;26.528687;-0.16968083;4.66e-07;6.8542466;0.0033
2022-01-07T16:00:00Z;0.734;27.263367;-0.16161023;4.66e-07;6.193471;0.0033
2022-01-07T17:00:00Z;0.829;27.768951;-0.14791912;4.66e-07;5.804237;0.0033
2022-01-07T18:00:00Z;0.846;27.97992;-0.14047804;4.66e-07;5.9914713;0.0033
2022-01-07T19:00:00Z;0.735;27.87854;-0.11971452;4.66e-07;6.356756;0.0033
2022-01-07T20:00:00Z;0.628;27.71936;-0.120366745;4.66e-07;6.8057976;0.0033
2022-01-07T21:00:00Z;0.391;27.674927;-0.1243028;4.66e-07;7.3852987;0.0033
2022-01-07T22:00:00Z;0.192;27.497192;-0.13463068;4.66e-07;7.274026;0.0033
2022-01-07T23:00:00Z;0.0243;27.335815;-0.14606452;4.66e-07;7.381328;0.0033
2022-01-08T00:00:00Z;3.47e-08;27.01477;-0.15538853;4.66e-07;7.3965535;0.0033
2022-01-08T01:00:00Z;3.47e-08;26.517517;-0.15342051;4.66e-07;7.2846437;0.0033
2022-01-08T02:00:00Z;3.47e-08;26.030731;-0.13929835;4.66e-07;7.0615954;0.0033
2022-01-08T03:00:00Z;3.47e-08;25.685242;-0.116839044;4.66e-07;6.693854;0.0033
2022-01-08T04:00:00Z;3.47e-08;25.411041;-0.10957947;4.66e-07;6.41445;0.0033
2022-01-08T05:00:00Z;3.47e-08;25.158905;-0.10361867;0.001009554;6.029044;0.0033
2022-01-08T06:00:00Z;3.47e-08;24.9711;-0.09837816;0.010471325;5.657288;0.0033
2022-01-08T07:00:00Z;3.47e-08;24.846283;-0.09925725;0.005677342;5.381899;0.0033
2022-01-08T08:00:00Z;3.47e-08;24.847107;-0.09185588;0.019050203;4.9973726;0.0033
2022-01-08T09:00:00Z;3.47e-08;24.941559;-0.087562524;0.02333941;4.940323;0.0033
2022-01-08T10:00:00Z;3.47e-08;24.927399;-0.0848175;0.020059291;5.017121;0.0033
2022-01-08T11:00:00Z;3.47e-08;24.862427;-0.085946135;0.030025374;5.2169333;0.0033
2022-01-08T12:00:00Z;0.0299;24.809265;-0.08917324;0.044407323;5.3799477;0.0033
2022-01-08T13:00:00Z;0.181;25.090271;-0.0959394;0.106854826;6.358987;0.0033
2022-01-08T14:00:00Z;0.364;25.781433;-0.11789962;0.09007612;6.7305593;0.0033
2022-01-08T15:00:00Z;0.549;26.44934;-0.1267756;0.029521063;6.610148;0.0033
2022-01-08T16:00:00Z;0.706;27.087585;-0.1302806;0.002902001;6.312677;0.0033
2022-01-08T17:00:00Z;0.719;27.326355;-0.13236207;0.000505243;5.7938304;0.0033
2022-01-08T18:00:00Z;0.818;27.42395;-0.12110971;4.66e-07;5.729616;0.0033
2022-01-08T19:00:00Z;0.69;27.11734;-0.10390224;4.66e-07;6.349077;0.0033
2022-01-08T20:00:00Z;0.577;26.969116;-0.105229385;4.66e-07;7.073963;0.0033
2022-01-08T21:00:00Z;0.381;26.905426;-0.11450236;4.66e-07;7.6619763;0.0033
2022-01-08T22:00:00Z;0.162;26.561676;-0.12602694;4.66e-07;7.6304016;0.0033
2022-01-08T23:00:00Z;0.025;26.371704;-0.13557784;4.66e-07;8.053978;0.0033
2022-01-09T00:00:00Z;3.47e-08;26.257965;-0.14325142;4.66e-07;8.572425;0.0033
2022-01-09T01:00:00Z;3.47e-08;26.06314;-0.13743809;4.66e-07;8.367683;0.0033
2022-01-09T02:00:00Z;3.47e-08;25.747192;-0.12310609;4.66e-07;7.8052473;0.0033
2022-01-09T03:00:00Z;3.47e-08;25.47403;-0.10185482;4.66e-07;6.817131;0.0033
2022-01-09T04:00:00Z;3.47e-08;25.27356;-0.088464305;4.66e-07;6.1569214;0.0033
2022-01-09T05:00:00Z;3.47e-08;25.030853;-0.08031429;0.020564068;5.7086463;0.0033
2022-01-09T06:00:00Z;3.47e-08;24.771667;-0.08195337;0.0581583;5.5027065;0.0033
2022-01-09T07:00:00Z;3.47e-08;24.631744;-0.084789135;0.001009554;5.042859;0.0033
2022-01-09T08:00:00Z;3.47e-08;24.456177;-0.077019125;0.001892913;4.785789;0.0033
2022-01-09T09:00:00Z;3.47e-08;24.371277;-0.073667236;0.004794449;4.80745;0.0033
2022-01-09T10:00:00Z;3.47e-08;24.46643;-0.073066056;0.01286855;4.7121325;0.0033
2022-01-09T11:00:00Z;3.47e-08;24.34024;-0.076026596;0.032927375;4.7721786;0.0033
2022-01-09T12:00:00Z;0.0312;24.275757;-0.083864674;0.0958792;5.163465;0.0033
2022-01-09T13:00:00Z;0.205;24.587341;-0.10083394;0.1245169;5.9761868;0.0033
2022-01-09T14:00:00Z;0.389;25.265472;-0.12311176;0.051472336;6.6892743;0.0033
2022-01-09T15:00:00Z;0.543;25.91571;-0.13788615;0.042389147;6.5266595;0.0033
2022-01-09T16:00:00Z;0.659;26.306305;-0.13807331;0.04629977;6.518334;0.0033
2022-01-09T17:00:00Z;0.763;26.653961;-0.13575931;0.030025374;6.7730837;0.0033
2022-01-09T18:00:00Z;0.696;26.892273;-0.13502201;0.01425622;7.0309634;0.0033
2022-01-09T19:00:00Z;0.564;26.963348;-0.14091475;0.001009554;7.5087028;0.0033
2022-01-09T20:00:00Z;0.484;27.090698;-0.14545198;0.000505243;7.8523474;0.0033
2022-01-09T21:00:00Z;0.316;27.201538;-0.15028982;4.66e-07;8.072314;0.0033
2022-01-09T22:00:00Z;0.196;26.906342;-0.14950147;4.66e-07;7.3451104;0.0033
2022-01-09T23:00:00Z;0.0261;26.716034;-0.1425198;4.66e-07;6.8774877;0.0033
2022-01-10T00:00:00Z;3.47e-08;26.3544;-0.1340862;4.66e-07;7.004812;0.0033
2022-01-10T01:00:00Z;3.47e-08;25.958405;-0.12974748;4.66e-07;7.3030615;0.0033
2022-01-10T02:00:00Z;3.47e-08;25.605652;-0.12425742;4.66e-07;7.0812006;0.0033
2022-01-10T03:00:00Z;3.47e-08;25.317047;-0.11627188;4.66e-07;6.852322;0.0033
2022-01-10T04:00:00Z;3.47e-08;25.123718;-0.10942066;0.001009554;6.5812583;0.0033
2022-01-10T05:00:00Z;3.47e-08;24.944916;-0.10172437;0.001009554;6.221457;0.0033
2022-01-10T06:00:00Z;3.47e-08;24.71399;-0.0987298;0.001009554;6.045338;0.0033
2022-01-10T07:00:00Z;3.47e-08;24.525726;-0.10786098;0.001009554;5.539843;0.0033
2022-01-10T08:00:00Z;3.47e-08;24.344635;-0.09559911;0.001009554;5.05914;0.0033
2022-01-10T09:00:00Z;3.47e-08;24.226501;-0.08517481;0.001009554;4.863003;0.0033
2022-01-10T10:00:00Z;3.47e-08;24.346344;-0.079594;0.001009554;4.3460927;0.0033
2022-01-10T11:00:00Z;3.47e-08;24.172516;-0.077932246;0.001009554;4.2120914;0.0033
2022-01-10T12:00:00Z;0.0346;24.121765;-0.07367291;4.66e-07;4.4094915;0.0033
2022-01-10T13:00:00Z;0.217;24.428833;-0.07202815;4.66e-07;4.681222;0.0033
2022-01-10T14:00:00Z;0.429;25.158081;-0.08328051;4.66e-07;4.950111;0.0033
2022-01-10T15:00:00Z;0.64;25.826324;-0.09406778;0.001388136;4.9162745;0.0033
2022-01-10T16:00:00Z;0.697;26.087006;-0.09305825;0.001009554;5.036364;0.0033
2022-01-10T17:00:00Z;0.809;26.361206;-0.09440241;0.000505243;5.2317533;0.0033
2022-01-10T18:00:00Z;0.766;26.386353;-0.096381776;0.001892913;5.685568;0.0033
2022-01-10T19:00:00Z;0.561;26.278046;-0.09389764;4.66e-07;6.092699;0.0033
2022-01-10T20:00:00Z;0.497;26.36142;-0.09282005;4.66e-07;6.5882616;0.0033
2022-01-10T21:00:00Z;0.342;26.47403;-0.09750474;4.66e-07;7.09709;0.0033
2022-01-10T22:00:00Z;0.144;26.227753;-0.10623892;4.66e-07;6.971916;0.0033
2022-01-10T23:00:00Z;0.025;26.154968;-0.10608579;4.66e-07;7.0742173;0.0033
2022-01-11T00:00:00Z;3.47e-08;26.082153;-0.10364703;4.66e-07;7.223064;0.0033
2022-01-11T01:00:00Z;3.47e-08;25.970856;-0.10386822;4.66e-07;7.3486667;0.0033
2022-01-11T02:00:00Z;3.47e-08;25.74524;-0.10332942;4.66e-07;7.273002;0.0033
2022-01-11T03:00:00Z;3.47e-08;25.429382;-0.09715878;4.66e-07;6.7602596;0.0033
2022-01-11T04:00:00Z;3.47e-08;25.217957;-0.08181157;4.66e-07;5.7690988;0.0033
2022-01-11T05:00:00Z;3.47e-08;25.004333;-0.074744835;0.004289672;5.08074;0.0033
2022-01-11T06:00:00Z;3.47e-08;24.79599;-0.06933417;0.015770085;4.61818;0.0033
2022-01-11T07:00:00Z;3.47e-08;24.64569;-0.066367954;0.001009554;4.145893;0.0033
2022-01-11T08:00:00Z;3.47e-08;24.539673;-0.061513115;0.006686896;3.9565027;0.0033
2022-01-11T09:00:00Z;3.47e-08;24.481781;-0.0618364;0.05626632;4.1602216;0.0033
2022-01-11T10:00:00Z;3.47e-08;24.42273;-0.06574408;0.045290682;4.1089997;0.0033
2022-01-11T11:00:00Z;3.47e-08;24.44522;-0.066419;0.034819357;4.1396604;0.0033
2022-01-11T12:00:00Z;0.0255;24.485931;-0.06678766;0.027123839;4.138654;0.0033
2022-01-11T13:00:00Z;0.163;24.72055;-0.06996939;0.035324134;4.4666862;0.0033
2022-01-11T14:00:00Z;0.371;25.395355;-0.08642255;0.045290682;5.3990774;0.0033
2022-01-11T15:00:00Z;0.515;26.088287;-0.10344285;0.031034928;5.7616024;0.0033
2022-01-11T16:00:00Z;0.584;26.424194;-0.104798354;0.011480413;5.7937884;0.0033
2022-01-11T17:00:00Z;0.645;26.6745;-0.10005126;0.001388136;5.7111907;0.0033
2022-01-11T18:00:00Z;0.627;26.831268;-0.10042559;0.000505243;5.6853185;0.0033
2022-01-11T19:00:00Z;0.639;26.954468;-0.0913738;4.66e-07;5.7972126;0.0033
2022-01-11T20:00:00Z;0.469;26.686737;-0.0872279;4.66e-07;6.122833;0.0033
2022-01-11T21:00:00Z;0.285;26.447723;-0.08744342;4.66e-07;6.3665032;0.0033
2022-01-11T22:00:00Z;0.128;26.267548;-0.088895336;4.66e-07;6.2085123;0.0033
2022-01-11T23:00:00Z;0.0189;26.139038;-0.091215;4.66e-07;6.502216;0.0033
2022-01-12T00:00:00Z;3.47e-08;26.03949;-0.09532687;4.66e-07;6.8004937;0.0033
2022-01-12T01:00:00Z;3.47e-08;25.901062;-0.09718147;4.66e-07;6.6253304;0.0033
2022-01-12T02:00:00Z;3.47e-08;25.652252;-0.090903066;4.66e-07;6.322604;0.0033
2022-01-12T03:00:00Z;3.47e-08;25.370575;-0.080994874;4.66e-07;5.9534974;0.0033
2022-01-12T04:00:00Z;3.47e-08;25.140778;-0.068551496;4.66e-07;5.4159727;0.0033
2022-01-12T05:00:00Z;3.47e-08;24.900055;-0.06437158;0.005677342;4.950739;0.0033
2022-01-12T06:00:00Z;3.47e-08;24.633453;-0.0610367;0.027123839;4.580257;0.0033
2022-01-12T07:00:00Z;3.47e-08;24.407837;-0.06595394;0.042389147;4.079365;0.0033
2022-01-12T08:00:00Z;3.47e-08;24.220856;-0.06414471;0.025231857;3.943584;0.0033
2022-01-12T09:00:00Z;3.47e-08;24.13861;-0.06418441;0.042010564;3.9733305;0.0033
2022-01-12T10:00:00Z;3.47e-08;24.138855;-0.06816584;0.051976647;3.7448835;0.0033
2022-01-12T11:00:00Z;3.47e-08;23.963745;-0.07457468;0.03141351;3.7784853;0.0033
2022-01-12T12:00:00Z;0.03;23.839508;-0.078317896;0.028133392;3.7950776;0.0033
2022-01-12T13:00:00Z;0.196;24.14151;-0.08397811;0.006182119;3.9044735;0.0033
2022-01-12T14:00:00Z;0.406;24.994751;-0.099489786;0.00529876;4.788291;0.0033
2022-01-12T15:00:00Z;0.577;25.802094;-0.11965213;0.01286855;4.9758134;0.0033
2022-01-12T16:00:00Z;0.764;26.420044;-0.11966347;0.00756979;4.552503;0.0033
