timeindex,wind-profile-UZ,pv-profile-UZ,wind-profile-KA,pv-profile-KA
2019-06-05T01:00:00Z,0.043,0,0.752,0
2019-06-05T02:00:00Z,0.066,0,0.878,0
2019-06-05T03:00:00Z,0.158,0,0.849,0
2019-06-05T04:00:00Z,0.126,0,0.833,0
2019-06-05T05:00:00Z,0.062,0.006,0.804,0.005
2019-06-05T06:00:00Z,0.056,0.061,0.655,0.063
2019-06-05T07:00:00Z,0.1,0.235,0.557,0.186
2019-06-05T08:00:00Z,0.128,0.415,0.606,0.378
2019-06-05T09:00:00Z,0.146,0.579,0.791,0.562
2019-06-05T10:00:00Z,0.194,0.694,0.852,0.711
2019-06-05T11:00:00Z,0.278,0.769,0.867,0.794
2019-06-05T12:00:00Z,0.321,0.794,0.859,0.776
2019-06-05T13:00:00Z,0.196,0.782,0.829,0.777
2019-06-05T14:00:00Z,0.166,0.713,0.792,0.699
2019-06-05T15:00:00Z,0.506,0.601,0.762,0.673
2019-06-05T16:00:00Z,0.925,0.434,0.755,0.573
2019-06-05T17:00:00Z,0.937,0.23,0.761,0.435
2019-06-05T18:00:00Z,0.592,0.074,0.729,0.262
2019-06-05T19:00:00Z,0.262,0.013,0.611,0.104
2019-06-05T20:00:00Z,0.411,0,0.43,0.033
2019-06-05T21:00:00Z,0.584,0,0.262,0
2019-06-05T22:00:00Z,0.643,0,0.089,0
2019-06-05T23:00:00Z,0.6,0,0.015,0
2019-06-06T00:00:00Z,0.469,0,0.016,0
2019-06-06T01:00:00Z,0.373,0,0.08,0
2019-06-06T02:00:00Z,0.407,0,0.194,0
2019-06-06T03:00:00Z,0.362,0,0.282,0
2019-06-06T04:00:00Z,0.4,0,0.323,0
2019-06-06T05:00:00Z,0.404,0.002,0.313,0.005
2019-06-06T06:00:00Z,0.386,0.06,0.212,0.062
2019-06-06T07:00:00Z,0.353,0.191,0.171,0.135
2019-06-06T08:00:00Z,0.339,0.372,0.157,0.192
2019-06-06T09:00:00Z,0.357,0.561,0.201,0.273
2019-06-06T10:00:00Z,0.399,0.688,0.302,0.402
2019-06-06T11:00:00Z,0.464,0.746,0.444,0.595
2019-06-06T12:00:00Z,0.495,0.773,0.571,0.624
2019-06-06T13:00:00Z,0.487,0.756,0.656,0.577
2019-06-06T14:00:00Z,0.479,0.705,0.721,0.515
2019-06-06T15:00:00Z,0.498,0.593,0.735,0.444
2019-06-06T16:00:00Z,0.439,0.442,0.702,0.353
2019-06-06T17:00:00Z,0.373,0.267,0.633,0.276
2019-06-06T18:00:00Z,0.338,0.101,0.516,0.146
2019-06-06T19:00:00Z,0.325,0.021,0.396,0.065
2019-06-06T20:00:00Z,0.349,0,0.321,0.013
2019-06-06T21:00:00Z,0.411,0,0.467,0
2019-06-06T22:00:00Z,0.446,0,0.609,0
2019-06-06T23:00:00Z,0.383,0,0.669,0
2019-06-07T00:00:00Z,0.291,0,0.715,0
2019-06-07T01:00:00Z,0.121,0,0.816,0
2019-06-07T02:00:00Z,0.019,0,0.872,0
2019-06-07T03:00:00Z,0,0,0.87,0
2019-06-07T04:00:00Z,0.01,0,0.836,0
2019-06-07T05:00:00Z,0.023,0.006,0.849,0.001
2019-06-07T06:00:00Z,0.031,0.057,0.786,0.04
2019-06-07T07:00:00Z,0.045,0.247,0.763,0.121
2019-06-07T08:00:00Z,0.092,0.453,0.871,0.333
2019-06-07T09:00:00Z,0.16,0.624,0.886,0.519
2019-06-07T10:00:00Z,0.218,0.747,0.895,0.526
2019-06-07T11:00:00Z,0.246,0.814,0.892,0.494
2019-06-07T12:00:00Z,0.247,0.841,0.887,0.461
2019-06-07T13:00:00Z,0.25,0.818,0.877,0.443
2019-06-07T14:00:00Z,0.344,0.728,0.873,0.468
2019-06-07T15:00:00Z,0.438,0.55,0.868,0.354
2019-06-07T16:00:00Z,0.467,0.376,0.856,0.31
2019-06-07T17:00:00Z,0.553,0.238,0.851,0.218
2019-06-07T18:00:00Z,0.679,0.101,0.85,0.165
2019-06-07T19:00:00Z,0.685,0.021,0.82,0.08
2019-06-07T20:00:00Z,0.479,0,0.762,0.024
2019-06-07T21:00:00Z,0.161,0,0.801,0
2019-06-07T22:00:00Z,0.039,0,0.814,0
2019-06-07T23:00:00Z,0.04,0,0.812,0
2019-06-08T00:00:00Z,0.103,0,0.735,0
2019-06-08T01:00:00Z,0.141,0,0.655,0
2019-06-08T02:00:00Z,0.183,0,0.658,0
2019-06-08T03:00:00Z,0.389,0,0.617,0
2019-06-08T04:00:00Z,0.594,0,0.57,0
2019-06-08T05:00:00Z,0.648,0.003,0.473,0
2019-06-08T06:00:00Z,0.656,0.071,0.353,0.021
2019-06-08T07:00:00Z,0.702,0.238,0.306,0.078
2019-06-08T08:00:00Z,0.752,0.434,0.283,0.217
2019-06-08T09:00:00Z,0.807,0.602,0.323,0.423
2019-06-08T10:00:00Z,0.839,0.722,0.4,0.509
2019-06-08T11:00:00Z,0.821,0.772,0.526,0.591
2019-06-08T12:00:00Z,0.82,0.795,0.674,0.611
2019-06-08T13:00:00Z,0.835,0.773,0.806,0.597
2019-06-08T14:00:00Z,0.85,0.724,0.876,0.535
2019-06-08T15:00:00Z,0.879,0.607,0.902,0.411
2019-06-08T16:00:00Z,0.863,0.442,0.896,0.37
2019-06-08T17:00:00Z,0.843,0.26,0.866,0.324
2019-06-08T18:00:00Z,0.804,0.101,0.828,0.229
2019-06-08T19:00:00Z,0.652,0.018,0.738,0.083
2019-06-08T20:00:00Z,0.46,0,0.674,0.022
2019-06-08T21:00:00Z,0.33,0,0.724,0
2019-06-08T22:00:00Z,0.28,0,0.748,0
2019-06-08T23:00:00Z,0.295,0,0.735,0
2019-06-09T00:00:00Z,0.359,0,0.682,0
2019-06-09T01:00:00Z,0.265,0,0.633,0
2019-06-09T02:00:00Z,0.463,0,0.593,0
2019-06-09T03:00:00Z,0.584,0,0.501,0
2019-06-09T04:00:00Z,0.692,0,0.444,0
2019-06-09T05:00:00Z,0.767,0.008,0.416,0.002
2019-06-09T06:00:00Z,0.819,0.07,0.46,0.033
2019-06-09T07:00:00Z,0.843,0.245,0.523,0.088
2019-06-09T08:00:00Z,0.845,0.429,0.683,0.107
2019-06-09T09:00:00Z,0.816,0.604,0.791,0.139
2019-06-09T10:00:00Z,0.797,0.678,0.835,0.23
2019-06-09T11:00:00Z,0.778,0.538,0.838,0.397
2019-06-09T12:00:00Z,0.774,0.468,0.821,0.421
2019-06-09T13:00:00Z,0.784,0.531,0.797,0.375
2019-06-09T14:00:00Z,0.778,0.649,0.757,0.322
2019-06-09T15:00:00Z,0.796,0.434,0.699,0.273
2019-06-09T16:00:00Z,0.801,0.269,0.63,0.277
2019-06-09T17:00:00Z,0.772,0.212,0.55,0.189
2019-06-09T18:00:00Z,0.724,0.076,0.463,0.099
2019-06-09T19:00:00Z,0.646,0.012,0.343,0.056
2019-06-09T20:00:00Z,0.541,0,0.276,0.016
2019-06-09T21:00:00Z,0.408,0,0.316,0
2019-06-09T22:00:00Z,0.28,0,0.326,0
2019-06-09T23:00:00Z,0.187,0,0.349,0
2019-06-10T00:00:00Z,0.146,0,0.359,0
2019-06-10T01:00:00Z,0.074,0,0.367,0
2019-06-10T02:00:00Z,0.114,0,0.368,0
2019-06-10T03:00:00Z,0.216,0,0.357,0
2019-06-10T04:00:00Z,0.326,0,0.35,0
2019-06-10T05:00:00Z,0.39,0.007,0.336,0.01
2019-06-10T06:00:00Z,0.428,0.06,0.206,0.072
2019-06-10T07:00:00Z,0.483,0.246,0.196,0.193
2019-06-10T08:00:00Z,0.551,0.455,0.313,0.372
2019-06-10T09:00:00Z,0.619,0.632,0.347,0.537
2019-06-10T10:00:00Z,0.679,0.759,0.315,0.651
2019-06-10T11:00:00Z,0.73,0.821,0.301,0.592
2019-06-10T12:00:00Z,0.767,0.849,0.326,0.442
2019-06-10T13:00:00Z,0.772,0.83,0.372,0.501
2019-06-10T14:00:00Z,0.738,0.766,0.436,0.49
2019-06-10T15:00:00Z,0.646,0.648,0.487,0.484
2019-06-10T16:00:00Z,0.566,0.481,0.502,0.46
2019-06-10T17:00:00Z,0.501,0.262,0.494,0.325
2019-06-10T18:00:00Z,0.472,0.104,0.414,0.181
2019-06-10T19:00:00Z,0.463,0.02,0.271,0.083
2019-06-10T20:00:00Z,0.469,0,0.146,0.021
2019-06-10T21:00:00Z,0.467,0,0.057,0
2019-06-10T22:00:00Z,0.432,0,0.025,0
2019-06-10T23:00:00Z,0.412,0,0.03,0
2019-06-11T00:00:00Z,0.376,0,0.075,0
2019-06-11T01:00:00Z,0.201,0,0.157,0
2019-06-11T02:00:00Z,0.182,0,0.28,0
2019-06-11T03:00:00Z,0.323,0,0.434,0
2019-06-11T04:00:00Z,0.317,0,0.55,0
2019-06-11T05:00:00Z,0.268,0.007,0.58,0.01
2019-06-11T06:00:00Z,0.215,0.061,0.431,0.069
2019-06-11T07:00:00Z,0.18,0.241,0.146,0.179
2019-06-11T08:00:00Z,0.16,0.446,0.086,0.331
2019-06-11T09:00:00Z,0.142,0.623,0.183,0.478
2019-06-11T10:00:00Z,0.127,0.75,0.15,0.593
2019-06-11T11:00:00Z,0.118,0.816,0.126,0.689
2019-06-11T12:00:00Z,0.116,0.846,0.114,0.748
2019-06-11T13:00:00Z,0.116,0.829,0.104,0.732
2019-06-11T14:00:00Z,0.14,0.754,0.094,0.669
2019-06-11T15:00:00Z,0.192,0.643,0.087,0.558
2019-06-11T16:00:00Z,0.233,0.487,0.089,0.433
2019-06-11T17:00:00Z,0.257,0.294,0.102,0.387
2019-06-11T18:00:00Z,0.253,0.099,0.105,0.232
2019-06-11T19:00:00Z,0.217,0.021,0.093,0.103
2019-06-11T20:00:00Z,0.164,0,0.104,0.027
2019-06-11T21:00:00Z,0.112,0,0.135,0
2019-06-11T22:00:00Z,0.071,0,0.157,0
2019-06-11T23:00:00Z,0.043,0,0.164,0
2019-06-12T00:00:00Z,0.029,0,0.153,0
2019-06-12T01:00:00Z,0.02,0,0.134,0
2019-06-12T02:00:00Z,0.006,0,0.132,0
2019-06-12T03:00:00Z,0.007,0,0.16,0
2019-06-12T04:00:00Z,0.016,0,0.21,0
2019-06-12T05:00:00Z,0.015,0.007,0.26,0.01
2019-06-12T06:00:00Z,0.013,0.053,0.192,0.071
2019-06-12T07:00:00Z,0.011,0.246,0.079,0.19
2019-06-12T08:00:00Z,0.012,0.45,0.102,0.354
2019-06-12T09:00:00Z,0.013,0.622,0.199,0.502
2019-06-12T10:00:00Z,0.014,0.746,0.286,0.618
2019-06-12T11:00:00Z,0.016,0.819,0.367,0.697
2019-06-12T12:00:00Z,0.018,0.846,0.463,0.645
2019-06-12T13:00:00Z,0.018,0.826,0.55,0.49
2019-06-12T14:00:00Z,0.019,0.754,0.567,0.333
2019-06-12T15:00:00Z,0.034,0.641,0.517,0.331
2019-06-12T16:00:00Z,0.082,0.483,0.446,0.34
2019-06-12T17:00:00Z,0.151,0.289,0.387,0.256
2019-06-12T18:00:00Z,0.222,0.098,0.333,0.152
2019-06-12T19:00:00Z,0.259,0.021,0.265,0.053
2019-06-12T20:00:00Z,0.242,0,0.316,0.022
2019-06-12T21:00:00Z,0.191,0,0.367,0
2019-06-12T22:00:00Z,0.126,0,0.434,0
2019-06-12T23:00:00Z,0.071,0,0.502,0
2019-06-13T00:00:00Z,0.037,0,0.574,0
2019-06-13T01:00:00Z,0.017,0,0.674,0
2019-06-13T02:00:00Z,0.003,0,0.752,0
2019-06-13T03:00:00Z,0,0,0.776,0
2019-06-13T04:00:00Z,0.011,0,0.775,0
2019-06-13T05:00:00Z,0.03,0.007,0.739,0.011
2019-06-13T06:00:00Z,0.044,0.053,0.512,0.062
2019-06-13T07:00:00Z,0.049,0.246,0.281,0.182
2019-06-13T08:00:00Z,0.043,0.449,0.226,0.363
2019-06-13T09:00:00Z,0.029,0.618,0.356,0.533
2019-06-13T10:00:00Z,0.013,0.74,0.465,0.669
2019-06-13T11:00:00Z,0.006,0.799,0.638,0.761
2019-06-13T12:00:00Z,0.004,0.826,0.802,0.81
2019-06-13T13:00:00Z,0.004,0.807,0.893,0.813
2019-06-13T14:00:00Z,0.004,0.739,0.938,0.78
2019-06-13T15:00:00Z,0.001,0.629,0.957,0.705
2019-06-13T16:00:00Z,0,0.454,0.951,0.589
2019-06-13T17:00:00Z,0,0.236,0.923,0.433
2019-06-13T18:00:00Z,0,0.093,0.888,0.258
2019-06-13T19:00:00Z,0,0.02,0.872,0.101
2019-06-13T20:00:00Z,0,0,0.848,0.035
2019-06-13T21:00:00Z,0.003,0,0.806,0
2019-06-13T22:00:00Z,0.014,0,0.692,0
2019-06-13T23:00:00Z,0.037,0,0.546,0
2019-06-14T00:00:00Z,0.068,0,0.495,0
2019-06-14T01:00:00Z,0.1,0,0.471,0
2019-06-14T02:00:00Z,0.067,0,0.409,0
2019-06-14T03:00:00Z,0.069,0,0.396,0
2019-06-14T04:00:00Z,0.102,0,0.397,0
2019-06-14T05:00:00Z,0.187,0.007,0.404,0.002
2019-06-14T06:00:00Z,0.333,0.053,0.441,0.029
2019-06-14T07:00:00Z,0.487,0.24,0.456,0.073
2019-06-14T08:00:00Z,0.576,0.437,0.443,0.135
2019-06-14T09:00:00Z,0.632,0.6,0.475,0.235
2019-06-14T10:00:00Z,0.664,0.719,0.567,0.382
2019-06-14T11:00:00Z,0.689,0.787,0.513,0.4
2019-06-14T12:00:00Z,0.676,0.813,0.36,0.203
2019-06-14T13:00:00Z,0.633,0.794,0.273,0.194
2019-06-14T14:00:00Z,0.63,0.72,0.44,0.166
2019-06-14T15:00:00Z,0.714,0.613,0.479,0.161
2019-06-14T16:00:00Z,0.817,0.461,0.539,0.145
2019-06-14T17:00:00Z,0.792,0.275,0.569,0.122
2019-06-14T18:00:00Z,0.825,0.1,0.539,0.077
2019-06-14T19:00:00Z,0.792,0.02,0.513,0.061
2019-06-14T20:00:00Z,0.757,0,0.4,0.027
2019-06-14T21:00:00Z,0.594,0,0.326,0
2019-06-14T22:00:00Z,0.554,0,0.33,0
2019-06-14T23:00:00Z,0.674,0,0.329,0
2019-06-15T00:00:00Z,0.653,0,0.336,0
2019-06-15T01:00:00Z,0.512,0,0.353,0
2019-06-15T02:00:00Z,0.352,0,0.365,0
2019-06-15T03:00:00Z,0.213,0,0.404,0
2019-06-15T04:00:00Z,0.153,0,0.452,0
2019-06-15T05:00:00Z,0.19,0.002,0.45,0.01
2019-06-15T06:00:00Z,0.238,0.039,0.285,0.08
2019-06-15T07:00:00Z,0.266,0.164,0.327,0.207
2019-06-15T08:00:00Z,0.265,0.377,0.477,0.386
2019-06-15T09:00:00Z,0.251,0.564,0.416,0.544
2019-06-15T10:00:00Z,0.225,0.689,0.357,0.615
2019-06-15T11:00:00Z,0.212,0.734,0.309,0.603
2019-06-15T12:00:00Z,0.249,0.758,0.274,0.618
2019-06-15T13:00:00Z,0.293,0.74,0.248,0.521
2019-06-15T14:00:00Z,0.354,0.721,0.213,0.35
2019-06-15T15:00:00Z,0.459,0.61,0.205,0.19
2019-06-15T16:00:00Z,0.435,0.451,0.19,0.174
2019-06-15T17:00:00Z,0.335,0.27,0.16,0.168
2019-06-15T18:00:00Z,0.241,0.106,0.127,0.107
2019-06-15T19:00:00Z,0.18,0.023,0.101,0.046
2019-06-15T20:00:00Z,0.157,0,0.102,0.007
2019-06-15T21:00:00Z,0.171,0,0.14,0
2019-06-15T22:00:00Z,0.165,0,0.202,0
2019-06-15T23:00:00Z,0.132,0,0.272,0
2019-06-16T00:00:00Z,0.068,0,0.326,0
2019-06-16T01:00:00Z,0.007,0,0.351,0
2019-06-16T02:00:00Z,0.011,0,0.361,0
2019-06-16T03:00:00Z,0.066,0,0.372,0
2019-06-16T04:00:00Z,0.159,0,0.37,0
2019-06-16T05:00:00Z,0.259,0.008,0.292,0.002
2019-06-16T06:00:00Z,0.334,0.056,0.188,0.052
2019-06-16T07:00:00Z,0.383,0.238,0.21,0.183
2019-06-16T08:00:00Z,0.402,0.439,0.231,0.363
2019-06-16T09:00:00Z,0.424,0.609,0.262,0.511
2019-06-16T10:00:00Z,0.46,0.733,0.296,0.616
2019-06-16T11:00:00Z,0.494,0.802,0.307,0.698
2019-06-16T12:00:00Z,0.529,0.828,0.279,0.713
2019-06-16T13:00:00Z,0.574,0.808,0.259,0.769
2019-06-16T14:00:00Z,0.623,0.728,0.249,0.73
2019-06-16T15:00:00Z,0.7,0.615,0.246,0.602
2019-06-16T16:00:00Z,0.716,0.459,0.226,0.483
2019-06-16T17:00:00Z,0.691,0.275,0.21,0.38
2019-06-16T18:00:00Z,0.64,0.102,0.219,0.249
2019-06-16T19:00:00Z,0.574,0.022,0.219,0.113
2019-06-16T20:00:00Z,0.52,0,0.204,0.037
2019-06-16T21:00:00Z,0.47,0,0.232,0
2019-06-16T22:00:00Z,0.43,0,0.318,0
2019-06-16T23:00:00Z,0.394,0,0.46,0
2019-06-17T00:00:00Z,0.351,0,0.609,0
2019-06-17T01:00:00Z,0.188,0,0.719,0
2019-06-17T02:00:00Z,0.083,0,0.76,0
2019-06-17T03:00:00Z,0.025,0,0.775,0
2019-06-17T04:00:00Z,0.044,0,0.8,0
2019-06-17T05:00:00Z,0.06,0.008,0.789,0.011
2019-06-17T06:00:00Z,0.051,0.055,0.617,0.075
2019-06-17T07:00:00Z,0.039,0.242,0.438,0.194
2019-06-17T08:00:00Z,0.032,0.439,0.74,0.363
2019-06-17T09:00:00Z,0.033,0.608,0.783,0.529
2019-06-17T10:00:00Z,0.046,0.735,0.714,0.671
2019-06-17T11:00:00Z,0.076,0.785,0.665,0.757
2019-06-17T12:00:00Z,0.147,0.794,0.645,0.81
2019-06-17T13:00:00Z,0.261,0.739,0.668,0.819
2019-06-17T14:00:00Z,0.383,0.685,0.773,0.748
2019-06-17T15:00:00Z,0.474,0.625,0.832,0.484
2019-06-17T16:00:00Z,0.508,0.481,0.735,0.268
2019-06-17T17:00:00Z,0.713,0.291,0.552,0.249
2019-06-17T18:00:00Z,0.822,0.1,0.554,0.175
2019-06-17T19:00:00Z,0.808,0.021,0.513,0.063
2019-06-17T20:00:00Z,0.769,0,0.343,0.012
2019-06-17T21:00:00Z,0.728,0,0.235,0
2019-06-17T22:00:00Z,0.702,0,0.211,0
2019-06-17T23:00:00Z,0.678,0,0.279,0
2019-06-18T00:00:00Z,0.62,0,0.413,0
2019-06-18T01:00:00Z,0.333,0,0.449,0
2019-06-18T02:00:00Z,0.297,0,0.424,0
2019-06-18T03:00:00Z,0.179,0,0.39,0
2019-06-18T04:00:00Z,0.104,0,0.391,0
2019-06-18T05:00:00Z,0.108,0.008,0.414,0.002
2019-06-18T06:00:00Z,0.151,0.056,0.495,0.039
2019-06-18T07:00:00Z,0.222,0.239,0.572,0.106
2019-06-18T08:00:00Z,0.312,0.432,0.627,0.214
2019-06-18T09:00:00Z,0.379,0.591,0.64,0.349
2019-06-18T10:00:00Z,0.428,0.666,0.627,0.484
2019-06-18T11:00:00Z,0.481,0.742,0.623,0.655
2019-06-18T12:00:00Z,0.55,0.804,0.61,0.8
2019-06-18T13:00:00Z,0.601,0.788,0.594,0.855
2019-06-18T14:00:00Z,0.645,0.671,0.587,0.803
2019-06-18T15:00:00Z,0.748,0.465,0.588,0.736
2019-06-18T16:00:00Z,0.738,0.316,0.61,0.574
2019-06-18T17:00:00Z,0.66,0.207,0.636,0.358
2019-06-18T18:00:00Z,0.539,0.102,0.564,0.191
2019-06-18T19:00:00Z,0.338,0.023,0.257,0.095
2019-06-18T20:00:00Z,0.115,0,0.042,0.035
2019-06-18T21:00:00Z,0.018,0,0.09,0
2019-06-18T22:00:00Z,0.009,0,0.293,0
2019-06-18T23:00:00Z,0.011,0,0.512,0
2019-06-19T00:00:00Z,0.014,0,0.605,0
2019-06-19T01:00:00Z,0.015,0,0.608,0
2019-06-19T02:00:00Z,0.016,0,0.55,0
2019-06-19T03:00:00Z,0.059,0,0.476,0
2019-06-19T04:00:00Z,0.069,0,0.467,0
2019-06-19T05:00:00Z,0.045,0.009,0.446,0.013
2019-06-19T06:00:00Z,0.025,0.073,0.261,0.069
2019-06-19T07:00:00Z,0.019,0.204,0.227,0.195
2019-06-19T08:00:00Z,0.022,0.25,0.263,0.383
2019-06-19T09:00:00Z,0.031,0.312,0.201,0.552
2019-06-19T10:00:00Z,0.042,0.414,0.149,0.647
2019-06-19T11:00:00Z,0.055,0.498,0.126,0.708
2019-06-19T12:00:00Z,0.076,0.661,0.126,0.729
2019-06-19T13:00:00Z,0.132,0.734,0.135,0.673
2019-06-19T14:00:00Z,0.36,0.688,0.154,0.493
2019-06-19T15:00:00Z,0.752,0.578,0.151,0.527
2019-06-19T16:00:00Z,0.906,0.428,0.138,0.448
2019-06-19T17:00:00Z,0.925,0.263,0.127,0.378
2019-06-19T18:00:00Z,0.913,0.109,0.123,0.24
2019-06-19T19:00:00Z,0.897,0.023,0.124,0.106
2019-06-19T20:00:00Z,0.891,0,0.16,0.029
2019-06-19T21:00:00Z,0.893,0,0.209,0
2019-06-19T22:00:00Z,0.89,0,0.243,0
2019-06-19T23:00:00Z,0.874,0,0.289,0
2019-06-20T00:00:00Z,0.831,0,0.337,0
2019-06-20T01:00:00Z,0.602,0,0.379,0
2019-06-20T02:00:00Z,0.333,0,0.412,0
2019-06-20T03:00:00Z,0.37,0,0.418,0
2019-06-20T04:00:00Z,0.26,0,0.409,0
2019-06-20T05:00:00Z,0.184,0.008,0.393,0.011
2019-06-20T06:00:00Z,0.146,0.053,0.243,0.069
2019-06-20T07:00:00Z,0.132,0.236,0.098,0.183
2019-06-20T08:00:00Z,0.133,0.433,0.094,0.322
2019-06-20T09:00:00Z,0.146,0.598,0.07,0.497
2019-06-20T10:00:00Z,0.171,0.719,0.066,0.645
2019-06-20T11:00:00Z,0.199,0.771,0.062,0.756
2019-06-20T12:00:00Z,0.227,0.8,0.052,0.799
2019-06-20T13:00:00Z,0.256,0.783,0.042,0.798
2019-06-20T14:00:00Z,0.33,0.721,0.039,0.776
2019-06-20T15:00:00Z,0.449,0.614,0.044,0.698
2019-06-20T16:00:00Z,0.552,0.464,0.059,0.591
2019-06-20T17:00:00Z,0.642,0.281,0.081,0.438
2019-06-20T18:00:00Z,0.724,0.1,0.112,0.265
2019-06-20T19:00:00Z,0.797,0.022,0.172,0.11
2019-06-20T20:00:00Z,0.85,0,0.367,0.037
2019-06-20T21:00:00Z,0.858,0,0.628,0
2019-06-20T22:00:00Z,0.829,0,0.749,0
2019-06-20T23:00:00Z,0.777,0,0.775,0
2019-06-21T00:00:00Z,0.684,0,0.77,0
2019-06-21T01:00:00Z,0.364,0,0.757,0
2019-06-21T02:00:00Z,0.087,0,0.731,0
2019-06-21T03:00:00Z,0.036,0,0.702,0
2019-06-21T04:00:00Z,0.069,0,0.667,0
2019-06-21T05:00:00Z,0.098,0.007,0.608,0.012
2019-06-21T06:00:00Z,0.116,0.047,0.357,0.065
2019-06-21T07:00:00Z,0.152,0.238,0.147,0.185
2019-06-21T08:00:00Z,0.217,0.439,0.112,0.364
2019-06-21T09:00:00Z,0.286,0.604,0.08,0.53
2019-06-21T10:00:00Z,0.35,0.724,0.04,0.679
2019-06-21T11:00:00Z,0.408,0.792,0.023,0.784
2019-06-21T12:00:00Z,0.463,0.818,0.013,0.842
2019-06-21T13:00:00Z,0.516,0.8,0.008,0.85
2019-06-21T14:00:00Z,0.614,0.733,0.009,0.815
2019-06-21T15:00:00Z,0.776,0.625,0.02,0.736
2019-06-21T16:00:00Z,0.867,0.472,0.041,0.614
2019-06-21T17:00:00Z,0.903,0.286,0.067,0.454
2019-06-21T18:00:00Z,0.91,0.099,0.099,0.272
2019-06-21T19:00:00Z,0.898,0.021,0.146,0.107
2019-06-21T20:00:00Z,0.868,0,0.228,0.035
2019-06-21T21:00:00Z,0.831,0,0.291,0
2019-06-21T22:00:00Z,0.789,0,0.283,0
2019-06-21T23:00:00Z,0.739,0,0.242,0
2019-06-22T00:00:00Z,0.675,0,0.202,0
2019-06-22T01:00:00Z,0.424,0,0.196,0
2019-06-22T02:00:00Z,0.316,0,0.222,0
2019-06-22T03:00:00Z,0.316,0,0.258,0
2019-06-22T04:00:00Z,0.263,0,0.283,0
2019-06-22T05:00:00Z,0.231,0.008,0.274,0.008
2019-06-22T06:00:00Z,0.263,0.057,0.149,0.071
2019-06-22T07:00:00Z,0.331,0.233,0.105,0.188
2019-06-22T08:00:00Z,0.41,0.428,0.124,0.368
2019-06-22T09:00:00Z,0.481,0.591,0.198,0.536
2019-06-22T10:00:00Z,0.55,0.683,0.283,0.661
2019-06-22T11:00:00Z,0.623,0.667,0.343,0.75
2019-06-22T12:00:00Z,0.676,0.586,0.432,0.77
2019-06-22T13:00:00Z,0.7,0.597,0.565,0.716
2019-06-22T14:00:00Z,0.689,0.652,0.693,0.553
2019-06-22T15:00:00Z,0.745,0.61,0.783,0.361
2019-06-22T16:00:00Z,0.773,0.468,0.812,0.286
2019-06-22T17:00:00Z,0.797,0.284,0.789,0.265
2019-06-22T18:00:00Z,0.828,0.103,0.752,0.2
2019-06-22T19:00:00Z,0.856,0.023,0.744,0.109
2019-06-22T20:00:00Z,0.879,0,0.72,0.038
2019-06-22T21:00:00Z,0.891,0,0.796,0
2019-06-22T22:00:00Z,0.893,0,0.858,0
2019-06-22T23:00:00Z,0.888,0,0.857,0
2019-06-23T00:00:00Z,0.867,0,0.806,0
2019-06-23T01:00:00Z,0.699,0,0.65,0
2019-06-23T02:00:00Z,0.487,0,0.51,0
2019-06-23T03:00:00Z,0.676,0,0.357,0
2019-06-23T04:00:00Z,0.752,0,0.215,0
2019-06-23T05:00:00Z,0.746,0.008,0.119,0.013
2019-06-23T06:00:00Z,0.752,0.048,0.051,0.073
2019-06-23T07:00:00Z,0.767,0.235,0.104,0.166
2019-06-23T08:00:00Z,0.784,0.433,0.275,0.254
2019-06-23T09:00:00Z,0.789,0.601,0.296,0.431
2019-06-23T10:00:00Z,0.785,0.723,0.291,0.716
2019-06-23T11:00:00Z,0.79,0.788,0.316,0.82
2019-06-23T12:00:00Z,0.817,0.819,0.367,0.864
2019-06-23T13:00:00Z,0.849,0.804,0.427,0.852
2019-06-23T14:00:00Z,0.834,0.737,0.471,0.775
2019-06-23T15:00:00Z,0.847,0.631,0.557,0.59
2019-06-23T16:00:00Z,0.876,0.48,0.667,0.351
2019-06-23T17:00:00Z,0.886,0.291,0.713,0.196
2019-06-23T18:00:00Z,0.888,0.099,0.623,0.104
2019-06-23T19:00:00Z,0.891,0.021,0.305,0.056
2019-06-23T20:00:00Z,0.891,0,0.033,0.014
2019-06-23T21:00:00Z,0.888,0,0.02,0
2019-06-23T22:00:00Z,0.886,0,0.088,0
2019-06-23T23:00:00Z,0.882,0,0.193,0
2019-06-24T00:00:00Z,0.837,0,0.329,0
2019-06-24T01:00:00Z,0.6,0,0.514,0
2019-06-24T02:00:00Z,0.404,0,0.713,0
2019-06-24T03:00:00Z,0.513,0,0.822,0
2019-06-24T04:00:00Z,0.538,0,0.84,0
2019-06-24T05:00:00Z,0.571,0.007,0.865,0.004
2019-06-24T06:00:00Z,0.607,0.048,0.884,0.043
2019-06-24T07:00:00Z,0.654,0.235,0.913,0.091
2019-06-24T08:00:00Z,0.696,0.433,0.865,0.134
2019-06-24T09:00:00Z,0.732,0.598,0.839,0.195
2019-06-24T10:00:00Z,0.768,0.718,0.832,0.277
2019-06-24T11:00:00Z,0.797,0.777,0.799,0.335
2019-06-24T12:00:00Z,0.825,0.807,0.733,0.466
2019-06-24T13:00:00Z,0.849,0.792,0.69,0.597
2019-06-24T14:00:00Z,0.849,0.726,0.676,0.526
2019-06-24T15:00:00Z,0.896,0.622,0.652,0.407
2019-06-24T16:00:00Z,0.907,0.475,0.612,0.398
