timeindex,elec-load-profile
2022-01-04T06:00:00Z,11.53773301
2022-01-04T07:00:00Z,35.98606844
2022-01-04T08:00:00Z,42.95224278
2022-01-04T09:00:00Z,37.43688703
2022-01-04T10:00:00Z,17.01477515
2022-01-04T11:00:00Z,17.00958203
2022-01-04T12:00:00Z,28.16166727
2022-01-04T13:00:00Z,31.93207772
2022-01-04T14:00:00Z,31.85446665
2022-01-04T15:00:00Z,30.95060458
2022-01-04T16:00:00Z,36.26259185
2022-01-04T17:00:00Z,31.61983996
2022-01-04T18:00:00Z,36.85101472
2022-01-04T19:00:00Z,36.84067885
2022-01-04T20:00:00Z,34.04702322
2022-01-04T21:00:00Z,21.21051479
2022-01-04T22:00:00Z,7.806883426
2022-01-04T23:00:00Z,6.491641301
2022-01-05T00:00:00Z,2.957257944
2022-01-05T01:00:00Z,3.334462018
2022-01-05T02:00:00Z,4.685356591
2022-01-05T03:00:00Z,4.700483154
2022-01-05T04:00:00Z,5.742748612
2022-01-05T05:00:00Z,9.297192598
2022-01-05T06:00:00Z,15.32866736
2022-01-05T07:00:00Z,33.28715267
2022-01-05T08:00:00Z,43.23018135
2022-01-05T09:00:00Z,41.28906907
2022-01-05T10:00:00Z,33.04948848
2022-01-05T11:00:00Z,29.29252799
2022-01-05T12:00:00Z,30.05121504
2022-01-05T13:00:00Z,30.4933106
2022-01-05T14:00:00Z,28.8638578
2022-01-05T15:00:00Z,18.51434911
2022-01-05T16:00:00Z,17.31441736
2022-01-05T17:00:00Z,24.17680315
2022-01-05T18:00:00Z,35.34037396
2022-01-05T19:00:00Z,35.76492236
2022-01-05T20:00:00Z,31.81855191
2022-01-05T21:00:00Z,20.74032162
2022-01-05T22:00:00Z,8.736336783
2022-01-05T23:00:00Z,3.857931202
2022-01-06T00:00:00Z,4.358254972
2022-01-06T01:00:00Z,4.613068487
2022-01-06T02:00:00Z,4.857529361
2022-01-06T03:00:00Z,5.469494821
2022-01-06T04:00:00Z,5.668193834
2022-01-06T05:00:00Z,15.77948807
2022-01-06T06:00:00Z,17.31019022
2022-01-06T07:00:00Z,32.87141226
2022-01-06T08:00:00Z,34.74223152
2022-01-06T09:00:00Z,35.03132634
2022-01-06T10:00:00Z,28.02483425
2022-01-06T11:00:00Z,25.0887212
2022-01-06T12:00:00Z,24.34353865
2022-01-06T13:00:00Z,24.00839743
2022-01-06T14:00:00Z,21.21101593
2022-01-06T15:00:00Z,33.76450312
2022-01-06T16:00:00Z,36.03705547
2022-01-06T17:00:00Z,36.74949969
2022-01-06T18:00:00Z,28.80072168
2022-01-06T19:00:00Z,25.55480724
2022-01-06T20:00:00Z,22.72407045
2022-01-06T21:00:00Z,19.69732019
2022-01-06T22:00:00Z,10.66958481
2022-01-06T23:00:00Z,4.95162603
2022-01-07T00:00:00Z,4.256483767
2022-01-07T01:00:00Z,4.78683967
2022-01-07T02:00:00Z,5.171925745
2022-01-07T03:00:00Z,5.478543658
2022-01-07T04:00:00Z,6.770319473
2022-01-07T05:00:00Z,7.390307967
2022-01-07T06:00:00Z,12.13401378
2022-01-07T07:00:00Z,20.56306735
2022-01-07T08:00:00Z,21.51934389
2022-01-07T09:00:00Z,28.02656302
2022-01-07T10:00:00Z,33.17072822
2022-01-07T11:00:00Z,32.8536523
2022-01-07T12:00:00Z,35.32438209
2022-01-07T13:00:00Z,34.74095859
2022-01-07T14:00:00Z,22.05163261
2022-01-07T15:00:00Z,34.25555906
2022-01-07T16:00:00Z,30.21916016
2022-01-07T17:00:00Z,26.13804315
2022-01-07T18:00:00Z,44.56788316
2022-01-07T19:00:00Z,44.04943371
2022-01-07T20:00:00Z,24.79385953
2022-01-07T21:00:00Z,15.36895721
2022-01-07T22:00:00Z,8.639578268
2022-01-07T23:00:00Z,5.340552858
