source,battery-storage-KA,battery-storage-KA,battery-storage-UZ,battery-storage-UZ,coal-KA,coal-UZ,coal-bus-KA,coal-bus-UZ,coal-pp-KA,coal-pp-UZ,elec-bus-KA,elec-bus-KA,elec-bus-KA,elec-bus-UZ,elec-bus-UZ,elec-bus-UZ,elec-conn-UZ-KA,elec-conn-UZ-KA,gas-KA,gas-UZ,gas-bus-KA,gas-bus-UZ,gas-pp-KA,gas-pp-UZ,h2-bus-KA,h2-bus-KA,h2-bus-UZ,h2-bus-UZ,h2-ely-KA,h2-ely-UZ,h2-fuel-cell-KA,h2-fuel-cell-UZ,h2-storage-KA,h2-storage-KA,h2-storage-UZ,h2-storage-UZ,hydro-KA,hydro-UZ,oil-KA,oil-UZ,oil-bus-KA,oil-bus-UZ,oil-pp-KA,oil-pp-UZ,pv-KA,pv-UZ,re-conv-KA,re-conv-UZ,re-elec-bus-KA,re-elec-bus-KA,re-elec-bus-KA,re-elec-bus-UZ,re-elec-bus-UZ,re-elec-bus-UZ,wind-KA,wind-UZ
2019-01-01 22:00:00,43.5,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13326.13835,-0.0,0.0,12289.9723,10239.234,0.0,10239.234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,2840.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18092.717,3086.904,22529.207,50.0,0.0,3086.904,100.0,0.0,22529.207,296.904,736.4896
2019-01-01 23:00:00,87.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12215.1,-0.0,0.0,9065.12,9087.612,0.0,9087.612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,2840.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14452.732,3127.488,18152.732,50.0,0.0,3127.488,100.0,0.0,18152.732,337.488,0.0
2019-01-02 00:00:00,130.5,0.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11786.5,-0.0,0.0,7183.679999999999,8648.332,0.0,8648.332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,2840.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12132.012,3138.168,15832.012,50.0,0.0,3138.168,100.0,0.0,15832.012,348.168,0.0
2019-01-02 01:00:00,174.0,0.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11465.05,-0.0,0.0,5665.7,8354.65,0.0,8354.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,2840.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7320.35,3110.4,14020.35,50.0,0.0,3110.4,100.0,0.0,14020.35,320.4,3000.0
2019-01-02 02:00:00,217.5,0.0,435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11465.05,-0.0,0.0,4511.18,8406.982,0.0,8406.982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,2840.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9218.162,3058.068,12918.162,50.0,0.0,3058.068,100.0,0.0,12918.162,268.068,0.0
2019-01-02 03:00:00,261.0,0.0,522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11465.05,-0.0,0.0,4254.62,8456.11,0.0,8456.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,2840.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6010.73,3008.94,12710.73,50.0,0.0,3008.94,100.0,0.0,12710.73,218.94,3000.0
2019-01-02 04:00:00,304.5,0.0,609.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12000.8,-0.0,0.0,4115.65,9032.444,0.0,9032.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,2840.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9448.094,2968.356,13148.094,50.0,0.0,2968.356,100.0,0.0,13148.094,178.356,0.0
2019-01-02 05:00:00,348.0,0.0,696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12643.699999999999,-0.0,0.0,4297.38,9705.248,0.0,9705.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,2840.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10302.628,2938.452,14002.628,50.0,0.0,2938.452,100.0,0.0,14002.628,148.452,0.0
2019-01-02 06:00:00,391.5,0.0,783.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13286.6,-0.0,0.0,5687.08,10369.508,0.0,10369.508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,2840.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12356.588,2917.092,16056.588,50.0,0.0,2917.092,100.0,0.0,16056.588,127.092,0.0
2019-01-02 07:00:00,435.0,0.0,870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14143.800000000001,-0.0,0.0,8776.49,11234.184,0.0,11234.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,2840.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16310.674,2909.616,20010.674,50.0,0.0,2909.616,100.0,0.0,20010.674,119.616,0.0
2019-01-02 08:00:00,478.5,0.0,957.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14775.556400000001,-0.0,0.0,12820.0894,11863.804,0.0,11863.804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,2840.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18092.717,2911.752,24683.894,50.0,0.0,2911.752,100.0,0.0,24683.894,121.752,2891.1768
2019-01-02 09:00:00,421.02874,50.0,842.05747,100.0,0.0,0.0,0.0,0.0,0.0,0.0,14375.136849999999,-0.0,0.0,15178.3034,9814.4137,0.0,9814.4137,0.0,3173.9942,0.0,3173.9942,0.0,1523.5172,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,2840.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,21.182,18092.717,3037.206,24992.717,0.0,0.0,3037.206,0.0,0.0,24992.717,126.024,3000.0
2019-01-02 10:00:00,363.55747,50.0,727.11494,100.0,0.0,0.0,0.0,0.0,0.0,0.0,14464.1785,-0.0,0.0,15835.8453,9156.8717,0.0,9156.8717,0.0,4353.3516,0.0,4353.3516,0.0,2089.6088,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,2840.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,200.606,18092.717,3217.698,24992.717,0.0,0.0,3217.698,0.0,0.0,24992.717,127.092,3000.0
2019-01-02 11:00:00,306.08621,50.0,612.17241,100.0,0.0,0.0,0.0,0.0,0.0,0.0,13874.74635,-0.0,0.0,16598.363,8394.354,0.0,8394.354,0.0,4479.9506,0.0,4479.9506,0.0,2150.3763,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,2840.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,366.324,18092.717,3330.016,24992.717,0.0,0.0,3330.016,0.0,0.0,24992.717,73.692,3000.0
2019-01-02 12:00:00,248.61494,50.0,497.22989,100.0,0.0,0.0,0.0,0.0,0.0,0.0,13867.353,-0.0,0.0,17841.7169,7151.0001,0.0,7151.0001,0.0,6883.1726,0.0,6883.1726,0.0,3303.9228,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,2840.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,487.186,18092.717,3412.43,24992.717,0.0,0.0,3412.43,0.0,0.0,24992.717,35.244,3000.0
2019-01-02 13:00:00,191.14368,50.0,382.28736,100.0,0.0,0.0,0.0,0.0,0.0,0.0,13793.205199999999,-0.0,0.0,17755.9831,7236.7339,0.0,7236.7339,0.0,6589.7651,0.0,6589.7651,0.0,3163.0873,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,2840.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,488.432,18092.717,3393.384,24992.717,0.0,0.0,3393.384,0.0,0.0,24992.717,14.952,3000.0
2019-01-02 14:00:00,133.67241,50.0,267.34483,100.0,0.0,0.0,0.0,0.0,0.0,0.0,13807.991899999999,-0.0,0.0,16433.416299999997,8559.3008,0.0,8559.3008,0.0,4074.7441,0.0,4074.7441,0.0,1955.8771,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,2840.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,397.474,18092.717,3292.814,24992.717,0.0,0.0,3292.814,0.0,0.0,24992.717,5.34,3000.0
2019-01-02 15:00:00,76.201149,50.0,152.4023,100.0,0.0,0.0,0.0,0.0,0.0,0.0,14338.06295,-0.0,0.0,15399.9071,9592.8099,0.0,9592.8099,0.0,3396.0063,0.0,3396.0063,0.0,1630.083,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,2840.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,223.034,18092.717,3115.17,24992.717,0.0,0.0,3115.17,0.0,0.0,24992.717,2.136,3000.0
2019-01-02 16:00:00,18.729885,50.0,37.45977,100.0,0.0,0.0,0.0,0.0,0.0,0.0,14934.88845,-0.0,0.0,15498.4689,9494.2481,0.0,9494.2481,0.0,5171.8048,0.0,5171.8048,0.0,2482.4663,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,2840.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,66.038,18092.717,2958.174,24992.717,0.0,0.0,2958.174,0.0,0.0,24992.717,2.136,3000.0
2019-01-02 17:00:00,0.0,16.295,0.0,32.59,0.0,0.0,0.0,0.0,0.0,0.0,15464.959499999999,-0.0,0.0,19329.2304,5596.0766,0.0,5596.0766,0.0,14605.108,0.0,14605.108,0.0,7010.4518,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,2840.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18092.717,2858.431,24925.307,0.0,0.0,2858.431,0.0,0.0,24925.307,2.136,3000.0
2019-01-02 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14997.89265,-0.0,0.0,22426.3372,4528.6887,0.0,4528.6887,0.0,15887.5,4296.4767,15887.5,4296.4767,7626.0,2062.3088,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,2840.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18092.717,2843.204,24892.717,0.0,0.0,2843.204,0.0,0.0,24892.717,3.204,3000.0
2019-01-02 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15097.97075,-0.0,0.0,22502.343100000002,4625.5628,0.0,4625.5628,0.0,15887.5,4656.6433,15887.5,4656.6433,7626.0,2235.1888,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,2840.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18092.717,2846.408,24892.717,0.0,0.0,2846.408,0.0,0.0,24892.717,6.408,3000.0
2019-01-02 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14445.641549999998,-0.0,0.0,18415.663,6477.054,0.0,6477.054,0.0,10660.082,0.0,10660.082,0.0,5116.8395,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,2840.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18092.717,2851.748,24892.717,0.0,0.0,2851.748,0.0,0.0,24892.717,11.748,3000.0
2019-01-02 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13796.95545,-0.0,0.0,14360.0908,10532.626,0.0,10532.626,0.0,841.74417,0.0,841.74417,0.0,404.0372,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,2840.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18092.717,2860.292,24892.717,0.0,0.0,2860.292,0.0,0.0,24892.717,20.292,3000.0
2019-01-02 22:00:00,43.5,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13326.13835,-0.0,0.0,13118.8749,10505.166,0.0,10505.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,2840.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18092.717,2820.972,23624.041,50.0,0.0,2820.972,100.0,0.0,23624.041,30.972,1831.3242
