timeindex;ghi;t_air;e;tp;windspeed
2022-01-02T05:00:00Z;0.0;12.334869;7.57E-05;0.0;2.130825
2022-01-02T06:00:00Z;0.0;10.704742;0.000140164;0.0;2.7092073
2022-01-02T07:00:00Z;0.0;9.360748;0.000424217;0.0;2.8009365
2022-01-02T08:00:00Z;0.00736;10.075836;-0.00047544;0.0;2.0744345
2022-01-02T09:00:00Z;0.13052444;14.003082;-0.009792391;0.0;2.8551397
2022-01-02T10:00:00Z;0.31285333;17.602692;-0.02804771;0.0;1.939352
2022-01-02T11:00:00Z;0.4643911;19.96817;-0.047732376;0.0;1.6774869
2022-01-02T12:00:00Z;0.5652622;21.64444;-0.064499445;0.0;1.4136854
2022-01-02T13:00:00Z;0.6043555;22.6315;-0.074807785;0.0;1.5582962
2022-01-02T14:00:00Z;0.57813336;24.475006;-0.076279506;0.0;2.015838
2022-01-02T15:00:00Z;0.48780444;24.66983;-0.068534166;0.0;2.4707568
2022-01-02T16:00:00Z;0.3438578;24.044342;-0.052937537;0.0;2.953908
2022-01-02T17:00:00Z;0.16608;21.807037;-0.03072503;0.0;2.3477864
2022-01-02T18:00:00Z;0.019413334;17.721588;-0.011240365;0.0;2.4780786
2022-01-02T19:00:00Z;0.0;16.365631;-0.007563969;0.0;2.460999
2022-01-02T20:00:00Z;0.0;14.809235;-0.004013768;0.0;2.8573987
2022-01-02T21:00:00Z;0.0;13.2274475;-0.000805594;0.0;2.657377
2022-01-02T22:00:00Z;0.0;14.014557;0.001072884;0.0;2.1950462
2022-01-02T23:00:00Z;0.0;14.614899;0.001640525;0.0;1.6002101
2022-01-03T00:00:00Z;0.0;14.707184;0.001589535;0.0;0.8258338
2022-01-03T01:00:00Z;0.0;14.436432;0.002284069;0.0;0.49731117
2022-01-03T02:00:00Z;0.0;11.274078;0.003407477;0.0;1.1133318
2022-01-03T03:00:00Z;0.0;9.6527405;0.003883382;0.0;1.7022642
2022-01-03T04:00:00Z;0.0;9.402985;0.003468478;0.0;1.5804142
2022-01-03T05:00:00Z;0.0;8.694244;0.002083136;0.0;1.5340477
2022-01-03T06:00:00Z;0.0;8.712311;0.001218868;0.0;1.4348985
2022-01-03T07:00:00Z;0.0;8.570465;0.000251224;0.0;1.5590686
2022-01-03T08:00:00Z;0.007022222;9.224762;0.000443775;0.0;1.4242365
2022-01-03T09:00:00Z;0.13219556;11.871979;-0.00949204;0.0;2.3669982
2022-01-03T10:00:00Z;0.31400888;15.235016;-0.028411625;0.0;1.85186
2022-01-03T11:00:00Z;0.4692622;18.447418;-0.042126283;0.0;1.8514171
2022-01-03T12:00:00Z;0.5672178;20.858063;-0.052488178;0.0;1.4465795
2022-01-03T13:00:00Z;0.6083555;22.542877;-0.061324798;0.0;1.3422756
2022-01-03T14:00:00Z;0.5810489;23.623932;-0.06289687;0.0;1.8950888
2022-01-03T15:00:00Z;0.49173334;23.958893;-0.05665887;0.0;2.307735
2022-01-03T16:00:00Z;0.34787555;23.770172;-0.044258777;0.0;2.3959174
2022-01-03T17:00:00Z;0.16963556;22.05606;-0.02581696;0.0;1.776261
2022-01-03T18:00:00Z;0.020551111;17.169098;-0.008574221;0.0;3.1029015
2022-01-03T19:00:00Z;0.0;16.25235;-0.004773028;0.0;2.9161055
2022-01-03T20:00:00Z;0.0;13.284088;-0.002961373;0.0;2.350241
2022-01-03T21:00:00Z;0.0;12.494049;-0.001175096;0.0;1.5262133
2022-01-03T22:00:00Z;0.0;11.491364;-0.000448199;0.0;1.4353071
2022-01-03T23:00:00Z;0.0;9.636139;-0.000339467;0.0;1.933884
2022-01-04T00:00:00Z;0.0;9.914459;-0.000739237;0.0;1.8410295
2022-01-04T01:00:00Z;0.0;9.528473;-0.001108507;0.0;1.7838417
2022-01-04T02:00:00Z;0.0;9.280182;-0.001511769;0.0;1.6769514
2022-01-04T03:00:00Z;0.0;8.782623;-0.002095243;0.0;1.6362728
2022-01-04T04:00:00Z;0.0;8.2152405;-0.002513873;0.0;1.6632932
2022-01-04T05:00:00Z;0.0;7.495514;-0.002556248;0.0;1.6209217
2022-01-04T06:00:00Z;0.0;7.08609;-0.002526213;0.0;1.7114338
2022-01-04T07:00:00Z;0.0;6.962555;-0.002212822;0.0;2.1501186
2022-01-04T08:00:00Z;0.00736;8.291901;-0.002784189;0.0;1.9184538
2022-01-04T09:00:00Z;0.13249777;12.513092;-0.008947216;0.0;3.1238966
2022-01-04T10:00:00Z;0.3187911;15.242584;-0.022454886;0.0;3.1523914
2022-01-04T11:00:00Z;0.45820444;17.11026;-0.03564614;0.0;3.8865483
2022-01-04T12:00:00Z;0.57237335;18.837555;-0.047677662;0.0;4.29609
2022-01-04T13:00:00Z;0.61728;20.002594;-0.05442882;0.0;4.575423
2022-01-04T14:00:00Z;0.58992;21.020905;-0.053777825;0.0;4.337906
2022-01-04T15:00:00Z;0.50627554;20.91446;-0.046657167;0.0;4.5642877
2022-01-04T16:00:00Z;0.35310223;19.045563;-0.03232318;0.0;6.1792836
2022-01-04T17:00:00Z;0.16291556;16.943268;-0.017254148;0.0;5.9473815
2022-01-04T18:00:00Z;0.020977777;15.257477;-0.00613532;0.0;3.652292
2022-01-04T19:00:00Z;0.0;13.493561;-0.001745066;0.0;1.7206783
2022-01-04T20:00:00Z;0.0;11.923737;0.001470326;0.0;2.135295
2022-01-04T21:00:00Z;0.0;12.739166;1.42E-05;0.0;0.34767145
2022-01-04T22:00:00Z;0.0;12.005035;-7.89E-05;0.046253204;0.7253542
2022-01-04T23:00:00Z;0.0;12.475494;-0.000170898;0.2002716;1.1653829
2022-01-05T00:00:00Z;0.0;12.038727;1.58E-05;0.008583069;1.6689872
2022-01-05T01:00:00Z;0.0;11.925934;0.002137385;0.008583069;2.2653592
2022-01-05T02:00:00Z;0.0;12.095367;0.000174623;0.06484985;3.9223113
2022-01-05T03:00:00Z;0.0;12.157623;-0.006848946;0.04053116;4.573682
2022-01-05T04:00:00Z;0.0;12.18985;-0.015668571;0.02336502;4.888977
2022-01-05T05:00:00Z;0.0;11.906647;-0.014070421;0.09346008;4.531573
2022-01-05T06:00:00Z;0.0;11.400543;-0.012855278;0.007629395;3.8550391
2022-01-05T07:00:00Z;0.0;10.831696;-0.013751211;0.0;3.9271653
2022-01-05T08:00:00Z;0.004942222;10.608795;-0.005129725;0.0;3.9716697
2022-01-05T09:00:00Z;0.10391111;12.164215;-0.019642524;0.000476837;4.324899
2022-01-05T10:00:00Z;0.23850667;13.803619;-0.041886933;0.001430512;4.321059
2022-01-05T11:00:00Z;0.3573689;14.94693;-0.04103873;0.0;4.3670397
2022-01-05T12:00:00Z;0.47687112;16.194244;-0.04004361;0.0;4.423953
2022-01-05T13:00:00Z;0.5595911;16.85196;-0.04312815;0.0;4.4892015
2022-01-05T14:00:00Z;0.57552;17.497955;-0.04553865;0.0;4.5721173
2022-01-05T15:00:00Z;0.4919111;17.672028;-0.040521614;0.0;4.6803117
2022-01-05T16:00:00Z;0.33454224;17.204254;-0.03181514;0.0;5.075174
2022-01-05T17:00:00Z;0.17180444;15.725494;-0.021430431;0.0;4.983203
2022-01-05T18:00:00Z;0.02208;14.011139;-0.011396129;0.0;4.1643147
2022-01-05T19:00:00Z;0.0;12.627594;-0.008567469;0.0;4.578189
2022-01-05T20:00:00Z;0.0;11.542145;-0.006811926;0.0;4.5622234
2022-01-05T21:00:00Z;0.0;10.469391;-0.004902249;0.0;4.491472
2022-01-05T22:00:00Z;0.0;9.156403;-0.003205845;0.0;4.2966185
2022-01-05T23:00:00Z;0.0;8.402252;-0.00204891;0.0;3.8675396
2022-01-06T00:00:00Z;0.0;7.926178;-0.000294764;0.0;2.8279736
2022-01-06T01:00:00Z;0.0;7.6073303;0.002889428;0.0;2.1802664
2022-01-06T02:00:00Z;0.0;6.822174;0.005020527;0.0;2.057507
2022-01-06T03:00:00Z;0.0;6.299713;0.005828915;0.0;2.0560932
2022-01-06T04:00:00Z;0.0;6.1766663;0.00513019;0.0;1.8387398
2022-01-06T05:00:00Z;0.0;5.4913635;0.003874535;0.0;1.9500979
2022-01-06T06:00:00Z;0.0;5.9391174;0.00357721;0.0;1.7876397
2022-01-06T07:00:00Z;0.0;6.238434;0.004913425;0.0;1.7726812
2022-01-06T08:00:00Z;0.006737778;6.7149963;0.004067551;0.0;2.005929
2022-01-06T09:00:00Z;0.10849778;8.954498;-0.010711374;0.0;2.4952903
2022-01-06T10:00:00Z;0.26584888;12.708649;-0.029197196;0.0;1.9069449
2022-01-06T11:00:00Z;0.40636444;14.687897;-0.036938347;0.0;1.126856
2022-01-06T12:00:00Z;0.39146667;15.285065;-0.03160373;0.0;0.44884393
2022-01-06T13:00:00Z;0.36700446;16.010162;-0.02994435;0.0;0.4810472
2022-01-06T14:00:00Z;0.27724445;16.25943;-0.024543377;0.001430512;1.1576675
2022-01-06T15:00:00Z;0.16673778;16.598541;-0.019370811;0.027656555;1.841111
2022-01-06T16:00:00Z;0.10215111;16.17276;-0.019081635;0.0333786;2.6796777
2022-01-06T17:00:00Z;0.07559111;15.059479;-0.014448073;0.01335144;3.5282872
2022-01-06T18:00:00Z;0.013226666;13.812653;-0.008009374;0.01001358;4.1675835
2022-01-06T19:00:00Z;0.0;12.785309;-0.005453825;0.0;4.486014
2022-01-06T20:00:00Z;0.0;12.029449;-0.004166504;0.0;4.091347
2022-01-06T21:00:00Z;0.0;10.450592;-0.002574641;0.0;3.8254757
2022-01-06T22:00:00Z;0.0;9.601715;-0.002028653;0.0;3.5535343
2022-01-06T23:00:00Z;0.0;9.152008;-0.001669396;0.0;3.5175776
2022-01-07T00:00:00Z;0.0;8.983795;3.96E-05;0.0;3.270124
2022-01-07T01:00:00Z;0.0;8.57608;0.005442649;0.0;2.9177132
2022-01-07T02:00:00Z;0.0;7.771393;0.007603318;0.0;2.8803473
2022-01-07T03:00:00Z;0.0;7.052643;0.008901116;0.0;2.8347626
2022-01-07T04:00:00Z;0.0;6.680084;0.010068063;0.0;2.6860406
2022-01-07T05:00:00Z;0.0;6.3106995;0.009829644;0.0;2.610404
2022-01-07T06:00:00Z;0.0;6.00235;0.008743489;0.0;2.4544876
2022-01-07T07:00:00Z;0.0;5.943756;0.002666609;0.0;2.4923277
2022-01-07T08:00:00Z;0.005013333;6.6078186;0.002792105;0.0;2.6859777
2022-01-07T09:00:00Z;0.09027556;8.652985;-0.008990988;0.0;3.1750374
2022-01-07T10:00:00Z;0.25029333;10.712067;-0.026242109;0.0;2.8052459
2022-01-07T11:00:00Z;0.39562668;12.188141;-0.034245197;0.0;3.1475372
2022-01-07T12:00:00Z;0.5488711;13.984039;-0.04093931;0.0;3.4039757
2022-01-07T13:00:00Z;0.60325336;16.277496;-0.047613636;0.0;3.5964532
2022-01-07T14:00:00Z;0.58016;17.70523;-0.04984788;0.0;3.8560371
2022-01-07T15:00:00Z;0.49370667;18.106842;-0.045671593;0.0;4.1690392
2022-01-07T16:00:00Z;0.35324445;18.095367;-0.036591895;0.0;4.631785
2022-01-07T17:00:00Z;0.17699556;17.270905;-0.024567125;0.0;4.090804
2022-01-07T18:00:00Z;0.02456889;15.059967;-0.012418255;0.0;3.3530912
2022-01-07T19:00:00Z;0.0;13.745758;-0.007953262;0.0;4.0044775
2022-01-07T20:00:00Z;0.0;12.3697815;-0.005539274;0.0;4.0563655
2022-01-07T21:00:00Z;0.0;10.692535;-0.003366033;0.0;3.2273374
2022-01-07T22:00:00Z;0.0;9.46402;-0.001889886;0.0;3.1155744
2022-01-07T23:00:00Z;0.0;9.193268;-0.001074281;0.0;2.7350922
2022-01-08T00:00:00Z;0.0;8.946442;0.000806991;0.0;2.7899287
2022-01-08T01:00:00Z;0.0;8.747955;-0.000474975;0.0;2.3158746
2022-01-08T02:00:00Z;0.0;7.546295;0.002113637;0.0;2.0022097
2022-01-08T03:00:00Z;0.0;7.648102;0.001267297;0.0;1.9717221
2022-01-08T04:00:00Z;0.0;7.4129944;0.001671258;0.0;2.0143962
2022-01-08T05:00:00Z;0.0;6.971344;0.002329703;0.0;2.0064237
2022-01-08T06:00:00Z;0.0;6.7972717;0.001754845;0.0;2.40199
2022-01-08T07:00:00Z;0.0;7.426422;0.002396992;0.0;2.3321607
2022-01-08T08:00:00Z;0.006808889;7.5384827;0.001576496;0.0;2.198968
2022-01-08T09:00:00Z;0.12782222;9.927887;-0.009419397;0.0;2.415509
2022-01-08T10:00:00Z;0.31132443;13.683258;-0.027567614;0.0;1.7076532
2022-01-08T11:00:00Z;0.46702222;15.743317;-0.037608203;0.0;1.7611718
2022-01-08T12:00:00Z;0.5715733;17.815094;-0.045155406;0.0;1.9737011
2022-01-08T13:00:00Z;0.61450665;19.119537;-0.052455112;0.0;2.2297077
2022-01-08T14:00:00Z;0.5912711;20.257965;-0.054331727;0.0;2.4533024
2022-01-08T15:00:00Z;0.50378665;20.756012;-0.049257185;0.0;2.4566834
2022-01-08T16:00:00Z;0.36092444;20.903961;-0.038309954;0.0;2.5593336
2022-01-08T17:00:00Z;0.18250667;19.761871;-0.022719149;0.0;1.9487512
2022-01-08T18:00:00Z;0.026382223;15.839996;-0.007026829;0.0;2.5600998
2022-01-08T19:00:00Z;0.0;14.365387;-0.005377689;0.0;2.5070555
2022-01-08T20:00:00Z;0.0;12.982819;-0.004498055;0.0;2.743803
2022-01-08T21:00:00Z;0.0;10.774567;-0.002685702;0.0;3.2382607
2022-01-08T22:00:00Z;0.0;11.059723;-0.000795582;0.0;2.1387708
2022-01-08T23:00:00Z;0.0;12.317047;-0.000246568;0.0;1.6424394
2022-01-09T00:00:00Z;0.0;12.36734;-2.17E-05;0.0;1.5895689
2022-01-09T01:00:00Z;0.0;11.9322815;4.14E-05;0.0;1.4940901
2022-01-09T02:00:00Z;0.0;11.893707;0.000125961;0.0;1.3257272
2022-01-09T03:00:00Z;0.0;8.741608;0.00018836;0.0;1.7883551
2022-01-09T04:00:00Z;0.0;7.941559;0.000167405;0.0;2.2966537
2022-01-09T05:00:00Z;0.0;7.2535706;3.96E-06;0.0;2.5097942
2022-01-09T06:00:00Z;0.0;6.7462463;-0.0003553;0.0;2.417142
2022-01-09T07:00:00Z;0.0;6.5536194;0.000178115;0.0;2.292454
2022-01-09T08:00:00Z;0.007182222;7.7394104;-0.000874046;0.0;2.2032337
2022-01-09T09:00:00Z;0.13374222;11.513824;-0.006728806;0.0;3.227291
2022-01-09T10:00:00Z;0.3208889;14.999664;-0.017725164;0.0;2.4348996
2022-01-09T11:00:00Z;0.48076443;17.6586;-0.028104987;0.0;2.1785166
2022-01-09T12:00:00Z;0.58881775;19.639069;-0.03713253;0.0;1.5113623
2022-01-09T13:00:00Z;0.6337244;20.679108;-0.04367367;0.0;1.7773249
2022-01-09T14:00:00Z;0.61068445;21.73819;-0.044793356;0.0;2.8299215
2022-01-09T15:00:00Z;0.5220622;22.099274;-0.04022266;0.0;3.6615117
2022-01-09T16:00:00Z;0.37674667;21.903961;-0.03182865;0.0;3.991376
2022-01-09T17:00:00Z;0.19331555;20.329742;-0.020694453;0.0;2.8187373
2022-01-09T18:00:00Z;0.029084444;16.255524;-0.009286916;0.0;2.465741
2022-01-09T19:00:00Z;0.0;15.094147;-0.005312963;0.0;2.6234188
2022-01-09T20:00:00Z;0.0;13.1493225;-0.004188158;0.0;2.6420612
2022-01-09T21:00:00Z;0.0;10.961334;-0.003126916;0.0;2.5371988
2022-01-09T22:00:00Z;0.0;9.449371;-0.002458692;0.0;2.6320107
2022-01-09T23:00:00Z;0.0;8.118317;-0.001792796;0.0;3.2772126
2022-01-10T00:00:00Z;0.0;7.674713;-0.001435634;0.0;2.9260707
2022-01-10T01:00:00Z;0.0;7.4544983;-0.001478009;0.0;3.300678
2022-01-10T02:00:00Z;0.0;6.650543;-0.001201406;0.0;2.771029
2022-01-10T03:00:00Z;0.0;6.0377502;-0.000938308;0.0;2.5022569
2022-01-10T04:00:00Z;0.0;6.281891;-0.001151115;0.0;3.3513105
2022-01-10T05:00:00Z;0.0;5.788727;-0.001349719;0.0;3.2353444
2022-01-10T06:00:00Z;0.0;5.327301;-0.001187669;0.0;3.1664095
2022-01-10T07:00:00Z;0.0;5.0121155;-0.000990927;0.0;3.1132803
2022-01-10T08:00:00Z;0.007537778;6.0672913;-0.001333887;0.0;2.5502875
2022-01-10T09:00:00Z;0.13905779;9.14444;-0.004140893;0.0;3.1953614
2022-01-10T10:00:00Z;0.33034668;11.492828;-0.010273187;0.0;2.1814792
2022-01-10T11:00:00Z;0.48017776;13.717438;-0.01722714;0.0;1.3140377
2022-01-10T12:00:00Z;0.5870578;16.358063;-0.023931963;0.0;1.2774867
2022-01-10T13:00:00Z;0.6068089;17.653473;-0.027918257;0.0;2.5169504
2022-01-10T14:00:00Z;0.5554667;18.677643;-0.028028386;0.0;3.1385536
2022-01-10T15:00:00Z;0.43454224;18.920074;-0.02388563;0.0;3.3106601
2022-01-10T16:00:00Z;0.27815112;18.292145;-0.017924001;0.0;3.6232822
2022-01-10T17:00:00Z;0.13340445;17.10147;-0.011728844;0.0;3.1987083
2022-01-10T18:00:00Z;0.020764444;14.472321;-0.005991897;0.0;2.9057055
2022-01-10T19:00:00Z;0.0;13.07486;-0.002848916;0.0;3.2065253
2022-01-10T20:00:00Z;0.0;11.246246;-0.001477776;0.0;2.8576875
2022-01-10T21:00:00Z;0.0;10.278717;0.000751112;0.0;2.9030643
2022-01-10T22:00:00Z;0.0;10.217926;0.009065028;0.0;2.6173828
2022-01-10T23:00:00Z;0.0;9.51236;0.009013573;0.0;1.8826298
2022-01-11T00:00:00Z;0.0;9.050934;0.008110656;0.0;1.7310742
2022-01-11T01:00:00Z;0.0;8.894684;0.007415656;0.0;1.6043468
2022-01-11T02:00:00Z;0.0;9.032379;0.009414041;0.0;1.5647876
2022-01-11T03:00:00Z;0.0;9.200836;0.00804523;0.0;1.5850766
2022-01-11T04:00:00Z;0.0;9.163239;0.006196788;0.0;1.5870423
2022-01-11T05:00:00Z;0.0;9.4808655;0.004381873;0.0;1.4375641
2022-01-11T06:00:00Z;0.0;9.780426;0.002369052;0.0;1.1896046
2022-01-11T07:00:00Z;0.0;9.508942;0.001077075;0.0;1.0136771
2022-01-11T08:00:00Z;0.004622222;9.453766;0.002142508;0.0;0.8047051
2022-01-11T09:00:00Z;0.06912;9.712311;-0.004942063;0.0;0.41034868
2022-01-11T10:00:00Z;0.17052444;11.36026;-0.019192696;0.0;0.58038896
2022-01-11T11:00:00Z;0.39943112;13.603424;-0.037036136;0.0;0.6467221
2022-01-11T12:00:00Z;0.48565332;15.107086;-0.027838163;0.0;1.1988784
2022-01-11T13:00:00Z;0.5629511;16.421783;-0.0246719;0.0;2.1992373
2022-01-11T14:00:00Z;0.48691556;17.317291;-0.021510525;0.0;2.619241
2022-01-11T15:00:00Z;0.4232;17.609772;-0.019432278;0.0;2.679267
2022-01-11T16:00:00Z;0.30206223;17.451569;-0.014617574;0.0;2.8025641
2022-01-11T17:00:00Z;0.12903111;16.891266;-0.008171424;0.0;2.7496598
2022-01-11T18:00:00Z;0.024053333;15.065582;-0.003480353;0.0;2.0649726
2022-01-11T19:00:00Z;0.0;14.016998;-0.001606997;0.0;2.26426
2022-01-11T20:00:00Z;0.0;12.579254;-0.000355765;0.0;2.2152376
2022-01-11T21:00:00Z;0.0;11.037506;0.008312985;0.0;2.0770304
2022-01-11T22:00:00Z;0.0;9.70694;0.013920944;0.0;2.048356
2022-01-11T23:00:00Z;0.0;8.615631;0.008327188;0.0;2.4606824
2022-01-12T00:00:00Z;0.0;9.771881;0.003793743;0.0;1.9448975
2022-01-12T01:00:00Z;0.0;9.977203;0.003373949;0.0;1.5937258
2022-01-12T02:00:00Z;0.0;9.103424;0.003390014;0.0;1.7559134
2022-01-12T03:00:00Z;0.0;8.466217;0.003522029;0.0;1.9353174
2022-01-12T04:00:00Z;0.0;8.498199;0.010603573;0.000476837;1.3702679
2022-01-12T05:00:00Z;0.0;7.638336;0.014065998;0.001430512;1.5026507
2022-01-12T06:00:00Z;0.0;7.3229065;0.012781238;0.001907349;1.8657045
2022-01-12T07:00:00Z;0.0;7.3746643;0.008524396;0.00667572;2.1408253
2022-01-12T08:00:00Z;0.00448;7.7833557;0.010779593;0.002861023;2.374694
2022-01-12T09:00:00Z;0.083111115;8.742096;-0.012688804;0.000476837;2.4954164
2022-01-12T10:00:00Z;0.20931555;11.240387;-0.03874814;0.0;1.9867502
2022-01-12T11:00:00Z;0.39477335;14.748932;-0.042359114;0.0;1.6519912
2022-01-12T12:00:00Z;0.5792711;17.802399;-0.028843759;0.0;1.0620476
2022-01-12T13:00:00Z;0.62163556;19.424713;-0.0243166;0.0;1.0257984
2022-01-12T14:00:00Z;0.59342224;20.770172;-0.024300534;0.0;2.0633295
2022-01-12T15:00:00Z;0.50748444;21.175201;-0.021601329;0.0;2.8517644
2022-01-12T16:00:00Z;0.37333334;21.037262;-0.016635982;0.0;3.393238
2022-01-12T17:00:00Z;0.19488;19.845367;-0.010313233;0.0;3.0438702
2022-01-12T18:00:00Z;0.031626667;17.14981;-0.004132511;0.0;2.2324057
2022-01-12T19:00:00Z;0.0;15.586578;-0.001510605;0.0;2.264601
2022-01-12T20:00:00Z;0.0;12.5416565;-0.000650529;0.0;2.8603983
2022-01-12T21:00:00Z;0.0;13.467194;4.98E-05;0.0;1.7257155
2022-01-12T22:00:00Z;0.0;12.548737;0.000153435;0.0;1.3844439
2022-01-12T23:00:00Z;0.0;10.041168;0.0006021;0.0;0.80591935
2022-01-13T00:00:00Z;0.0;9.048248;0.001022825;0.0;1.3604072
2022-01-13T01:00:00Z;0.0;8.516266;0.001485925;0.0;1.7459434
2022-01-13T02:00:00Z;0.0;8.048981;0.001303852;0.0;1.6999673
2022-01-13T03:00:00Z;0.0;7.857086;0.000844011;0.0;1.5741057
2022-01-13T04:00:00Z;0.0;7.950348;0.000529457;0.0;1.4979677
2022-01-13T05:00:00Z;0.0;7.467926;0.000344589;0.0;1.486095
2022-01-13T06:00:00Z;0.0;7.1454163;0.000124564;0.0;1.5944331
2022-01-13T07:00:00Z;0.0;6.8041077;0.000262167;0.0;1.6835088
2022-01-13T08:00:00Z;0.007164444;7.068512;-0.000278931;0.0;1.9390323
2022-01-13T09:00:00Z;0.13031111;11.340729;-0.003470574;0.0;2.7631283
2022-01-13T10:00:00Z;0.31312;16.645905;-0.009200769;0.0;2.251562
2022-01-13T11:00:00Z;0.47022223;19.472809;-0.01329463;0.0;2.096056
2022-01-13T12:00:00Z;0.57738666;21.093658;-0.016816659;0.0;1.088997
2022-01-13T13:00:00Z;0.62496;22.042389;-0.020182924;0.0;0.82364684
2022-01-13T14:00:00Z;0.60535114;22.436188;-0.020512845;0.0;1.9761683
2022-01-13T15:00:00Z;0.52026666;22.941803;-0.018103747;0.0;2.6912186
2022-01-13T16:00:00Z;0.38030222;22.604645;-0.014096266;0.0;3.2752488
2022-01-13T17:00:00Z;0.19850667;21.602203;-0.009033363;0.0;3.5851686
2022-01-13T18:00:00Z;0.033351112;18.343414;-0.004055211;0.0;3.3172655
2022-01-13T19:00:00Z;0.0;16.08902;-0.002205838;0.0;3.345205
2022-01-13T20:00:00Z;0.0;14.362457;-0.001469161;0.0;2.741706
2022-01-13T21:00:00Z;0.0;12.172272;-0.000896864;0.0;2.5954661
2022-01-13T22:00:00Z;0.0;11.25528;-0.000341795;0.0;2.9119916
2022-01-13T23:00:00Z;0.0;12.349274;-0.00012177;0.0;2.5892448
2022-01-14T00:00:00Z;0.0;12.237457;-5.94E-05;0.0;1.9850755
2022-01-14T01:00:00Z;0.0;10.881012;-6.15E-05;0.0;1.4870739
2022-01-14T02:00:00Z;0.0;9.690582;-7.54E-05;0.0;1.0422392
2022-01-14T03:00:00Z;0.0;9.297516;-5.82E-05;0.0;1.5471262
2022-01-14T04:00:00Z;0.0;9.227203;-4.28E-05;0.0;2.07137
2022-01-14T05:00:00Z;0.0;8.598297;-4.66E-07;0.0;2.389657
2022-01-14T06:00:00Z;0.0;8.619049;-4.89E-06;0.0;2.590636
2022-01-14T07:00:00Z;0.0;8.549469;0.000136439;0.0;2.7538207
2022-01-14T08:00:00Z;0.007306667;9.138336;-5.59E-06;0.0;1.9714566
2022-01-14T09:00:00Z;0.13201778;12.359283;-0.00161794;0.0;2.760177
2022-01-14T10:00:00Z;0.31143112;16.641266;-0.004833797;0.0;2.2800207
2022-01-14T11:00:00Z;0.47306668;19.38321;-0.008655712;0.0;2.1326737
2022-01-14T12:00:00Z;0.5763911;20.967682;-0.012160279;0.0;1.9535136
2022-01-14T13:00:00Z;0.6113778;21.56192;-0.014405232;0.0;1.7895567
2022-01-14T14:00:00Z;0.60481775;21.957672;-0.015300699;0.0;1.8443651
2022-01-14T15:00:00Z;0.5195378;22.060455;-0.013507204;0.0;2.1926572
2022-01-14T16:00:00Z;0.37662222;21.98648;-0.010440825;0.0;2.7558873
2022-01-14T17:00:00Z;0.19768889;21.324615;-0.006840332;0.0;3.4208138
2022-01-14T18:00:00Z;0.03511111;18.875153;-0.003325753;0.0;3.5338466
2022-01-14T19:00:00Z;0.0;17.017975;-0.001736684;0.0;3.9579456
2022-01-14T20:00:00Z;0.0;15.7565;-0.001316192;0.0;3.3061163
2022-01-14T21:00:00Z;0.0;13.05191;-0.000968808;0.0;2.2791672
