timeindex;pev;vwc_rzd;ghi;t_air;e;tp;windspeed;ac-discharge;river-flow
2022-01-02T03:00:00Z;-4.13e-06;0.20957917;3.47e-08;25.85852;-0.039170265;0.000308178;0.95442224;0.0033;360
2022-01-02T04:00:00Z;-3.66e-06;0.20980728;3.47e-08;25.485748;-0.038882937;0.000622316;1.0939549;0.0033;360
2022-01-02T05:00:00Z;-2.19e-06;0.20985918;3.47e-08;25.227417;-0.030230628;0.000383207;0.88177925;0.0033;360
2022-01-02T06:00:00Z;-2.52e-06;0.20982891;3.47e-08;25.300415;-0.03040953;0.000721887;0.9551422;0.0033;360
2022-01-02T07:00:00Z;-4.21e-06;0.20978837;3.47e-08;25.069763;-0.045111943;0.000520292;1.0234774;0.0033;360
2022-01-02T08:00:00Z;-3.58e-06;0.20999396;3.47e-08;24.493835;-0.045984764;0.000774828;1.7171077;0.0033;360
2022-01-02T09:00:00Z;-3.62e-06;0.2101371;3.47e-08;24.555847;-0.052945644;0.001194848;2.0666957;0.0033;360
2022-01-02T10:00:00Z;-3.15e-06;0.21059015;3.47e-08;24.979645;-0.058177147;0.001733721;1.784786;0.0033;360
2022-01-02T11:00:00Z;-2.31e-06;0.21102332;3.47e-08;25.184998;-0.06111547;0.002358491;2.3296711;0.0033;360
2022-01-02T12:00:00Z;-4.38e-06;0.2114532;0.005455799;24.720612;-0.071654364;0.003068809;3.0406222;0.0033;360
2022-01-02T13:00:00Z;-1.56e-05;0.2115667;0.045313057;24.809235;-0.08532674;0.003084586;3.3305275;0.0033;360
2022-01-02T14:00:00Z;-3.47e-05;0.21157748;0.108531906;25.426208;-0.11722535;0.002206331;3.4983945;0.0033;360
2022-01-02T15:00:00Z;-4.79e-05;0.21156982;0.1490444;25.542938;-0.12837686;0.00114927;3.7879453;0.0033;360
2022-01-02T16:00:00Z;-6.46e-05;0.21153541;0.18269087;25.772888;-0.13924645;0.000438602;3.5668952;0.0033;360
2022-01-02T17:00:00Z;-0.00010724;0.21153043;0.28106616;26.516052;-0.17204498;0.000156017;3.376142;0.0033;360
2022-01-02T18:00:00Z;-0.000102837;0.21148083;0.26098087;26.610321;-0.15804733;0.000134981;2.6234436;0.0033;360
2022-01-02T19:00:00Z;-0.000106542;0.21144128;0.27499783;26.488647;-0.14396836;0.000398633;1.6431744;0.0033;360
2022-01-02T20:00:00Z;-6.89e-05;0.21138632;0.198403;26.145233;-0.09854916;0.000267859;0.81116354;0.0033;360
2022-01-02T21:00:00Z;-5.79e-05;0.21132867;0.17348868;25.967712;-0.092629164;0.000732054;1.6845268;0.0033;360
2022-01-02T22:00:00Z;-1.98e-05;0.21167426;0.046637814;26.006805;-0.07584498;0.000763258;2.2978077;0.0033;360
2022-01-02T23:00:00Z;-6.92e-06;0.21171556;0.015982813;26.097351;-0.07441377;0.000792358;3.0373988;0.0033;360
2022-01-03T00:00:00Z;-3.59e-06;0.21172273;5.70139e-05;26.144684;-0.08275165;0.000787099;3.1358821;0.0033;360
2022-01-03T01:00:00Z;-3.57e-06;0.21199706;3.47e-08;26.145386;-0.085039414;0.001250243;3.2934887;0.0033;360
2022-01-03T02:00:00Z;-3.45e-06;0.21243446;3.47e-08;25.735016;-0.08709949;0.001828734;3.4310162;0.0033;360
2022-01-03T03:00:00Z;-2.64e-06;0.21294692;3.47e-08;25.266083;-0.08621041;0.002341663;3.5620224;0.0033;360
2022-01-03T04:00:00Z;-2.39e-06;0.21346493;3.47e-08;25.164703;-0.086085714;0.002496278;3.6583505;0.0033;360
2022-01-03T05:00:00Z;-2.13e-06;0.2138847;3.47e-08;24.905151;-0.088368066;0.002710495;3.7926998;0.0033;360
2022-01-03T06:00:00Z;-1.76e-06;0.21416429;3.47e-08;24.870544;-0.082914285;0.002540453;3.4950876;0.0033;360
2022-01-03T07:00:00Z;-4.52e-06;0.21486282;3.47e-08;24.859589;-0.0791411;0.002022616;3.7136118;0.0033;360
2022-01-03T08:00:00Z;-3.82e-06;0.21562807;3.47e-08;24.662292;-0.08160234;0.000685775;3.8212285;0.0033;360
2022-01-03T09:00:00Z;-3.53e-06;0.21653405;3.47e-08;24.381744;-0.079021834;0.00031554;3.9726918;0.0033;360
2022-01-03T10:00:00Z;-2.62e-06;0.21416229;3.47e-08;25.207672;-0.06914975;0.000289947;2.5548258;0.0033;360
2022-01-03T11:00:00Z;-2.49e-06;0.21416825;3.47e-08;25.381042;-0.06796249;0.000243668;1.5921831;0.0033;360
2022-01-03T12:00:00Z;-3.33e-06;0.21412781;0.01027059;25.391235;-0.06298037;0.000369183;1.1832964;0.0033;360
2022-01-03T13:00:00Z;-2.2e-05;0.21411341;0.09915878;25.099548;-0.07709187;0.000868789;1.3399991;0.0033;360
2022-01-03T14:00:00Z;-4.06e-05;0.2140936;0.17204993;25.340729;-0.09356161;0.000961347;1.6166297;0.0033;360
2022-01-03T15:00:00Z;-5.94e-05;0.21406315;0.25445668;25.746002;-0.10952718;0.000672803;1.7437135;0.0033;360
2022-01-03T16:00:00Z;-0.000109956;0.21402591;0.3940567;26.3815;-0.15464821;0.000429486;1.8355359;0.0033;360
2022-01-03T17:00:00Z;-9.55e-05;0.2139823;0.34673514;26.864685;-0.1420438;0.000384258;1.8176843;0.0033;360
2022-01-03T18:00:00Z;-0.000155242;0.21388888;0.51818677;26.924927;-0.19460277;0.00014024;1.7903463;0.0033;360
2022-01-03T19:00:00Z;-7.9e-05;0.21390343;0.27424286;27.566833;-0.12586139;0.000405645;2.0754454;0.0033;360
2022-01-03T20:00:00Z;-0.000107564;0.21395451;0.35914246;27.409088;-0.14475986;0.000181611;1.9126272;0.0033;360
2022-01-03T21:00:00Z;-0.000107604;0.21400782;0.3376184;27.398376;-0.142857;4.62793e-05;2.126488;0.0033;360
2022-01-03T22:00:00Z;-5.52e-05;0.21373475;0.16761975;26.524567;-0.092059925;4.8032e-05;2.4149818;0.0033;360
2022-01-03T23:00:00Z;-1.93e-05;0.21372986;0.060911217;26.34909;-0.057976563;0.000169341;1.9059708;0.0033;360
2022-01-04T00:00:00Z;-2.75e-06;0.21372324;0.000199444;26.066772;-0.042699497;0.00025699;1.366084;0.0033;360
2022-01-04T01:00:00Z;-6.52e-07;0.21369368;3.47e-08;26.092957;-0.03722946;0.000165484;1.3776078;0.0033;360
2022-01-04T02:00:00Z;-9.3e-07;0.21369445;3.47e-08;25.780182;-0.034952536;0.000310983;0.77306014;0.0033;360
2022-01-04T03:00:00Z;-1.89e-06;0.21382678;3.47e-08;25.456512;-0.03559224;0.00033272;0.7401234;0.0033;360
2022-01-04T04:00:00Z;-1.82e-06;0.2141594;3.47e-08;25.162506;-0.033450853;0.000617057;0.88631785;0.0033;360
2022-01-04T05:00:00Z;-2.49e-06;0.21427533;3.47e-08;24.770966;-0.033369534;0.000475064;0.6847933;0.0033;360
2022-01-04T06:00:00Z;-2.17e-06;0.21435586;3.47e-08;24.914215;-0.033521324;0.000557104;0.41520256;0.0033;360
2022-01-04T07:00:00Z;-4.12e-06;0.21464492;3.47e-08;25.144257;-0.038752828;0.000263652;0.20579283;0.0033;360
2022-01-04T08:00:00Z;-3.82e-06;0.2149684;3.47e-08;24.883728;-0.04021656;0.000301517;0.56334645;0.0033;360
2022-01-04T09:00:00Z;-3.46e-06;0.21504793;3.47e-08;24.964264;-0.039343737;0.00023946;1.2285172;0.0033;360
2022-01-04T10:00:00Z;-3.63e-06;0.21462628;3.47e-08;25.168396;-0.04433129;0.000266457;1.6892005;0.0033;360
2022-01-04T11:00:00Z;-3.52e-06;0.21459836;3.47e-08;25.028229;-0.048820075;0.000217021;2.450918;0.0033;360
2022-01-04T12:00:00Z;-4.2e-06;0.21456362;0.005655243;24.863007;-0.05035971;0.000214567;2.6561139;0.0033;360
2022-01-04T13:00:00Z;-1.42e-05;0.21454959;0.05152382;24.871796;-0.061641317;0.000605487;2.137427;0.0033;360
2022-01-04T14:00:00Z;-4.22e-05;0.21451035;0.14771965;25.267029;-0.09120879;0.000638794;1.8179921;0.0033;360
2022-01-04T15:00:00Z;-8.14e-05;0.21445575;0.29174982;25.463257;-0.12569334;0.000410904;1.9289881;0.0033;360
2022-01-04T16:00:00Z;-0.000130182;0.21437113;0.38637872;25.848328;-0.1580907;0.00022789;2.1003134;0.0033;360
2022-01-04T17:00:00Z;-0.000155367;0.2143586;0.4231448;26.746002;-0.17502667;0.000112893;1.9460177;0.0033;360
2022-01-04T18:00:00Z;-0.000133744;0.21424949;0.3633732;26.730103;-0.15508732;3.96175e-05;1.8312532;0.0033;360
2022-01-04T19:00:00Z;-0.000112371;0.21416464;0.30311725;27.157623;-0.14515561;0.000114296;2.164633;0.0033;360
2022-01-04T20:00:00Z;-6.92e-05;0.21405609;0.19793292;26.906128;-0.11413524;6.59125e-05;2.6577237;0.0033;360
2022-01-04T21:00:00Z;-5.56e-05;0.21397446;0.16250583;26.463806;-0.104561314;3.47095e-05;2.707833;0.0033;360
2022-01-04T22:00:00Z;-3.33e-05;0.21412444;0.08185121;25.909393;-0.08519663;2.76975e-05;2.562004;0.0033;360
2022-01-04T23:00:00Z;-2.03e-05;0.21406582;0.048617847;25.924744;-0.07601846;3.50177e-07;2.2161775;0.0033;360
2022-01-05T00:00:00Z;-3.59e-06;0.21401812;0.000313403;25.62268;-0.06438447;1.40257e-06;2.1887856;0.0033;360
2022-01-05T01:00:00Z;-1.55e-06;0.21397026;3.47e-08;25.582184;-0.06265509;3.5055e-06;2.466881;0.0033;360
2022-01-05T02:00:00Z;-1.15e-06;0.21392345;3.47e-08;25.245789;-0.06208045;1.54264e-05;2.694737;0.0033;360
2022-01-05T03:00:00Z;-9.93e-07;0.21387157;3.47e-08;25.03067;-0.06281774;8.4145e-06;2.5820804;0.0033;360
2022-01-05T04:00:00Z;-1.52e-06;0.2138279;3.47e-08;24.910614;-0.06463385;1.29724e-05;2.2568684;0.0033;360
2022-01-05T05:00:00Z;-3.16e-06;0.21378958;3.47e-08;24.906647;-0.068786524;1.61277e-05;1.8002449;0.0033;360
2022-01-05T06:00:00Z;-2.99e-06;0.21374044;3.47e-08;24.953308;-0.072250694;0.000103778;1.6724381;0.0033;360
2022-01-05T07:00:00Z;-4.34e-06;0.21368912;3.47e-08;24.851227;-0.06048118;0.000374442;1.9570343;0.0033;360
2022-01-05T08:00:00Z;-1.82e-06;0.21364224;3.47e-08;24.419342;-0.05710374;0.000213165;1.8383586;0.0033;360
2022-01-05T09:00:00Z;-2.48e-06;0.21359733;3.47e-08;24.48645;-0.058952384;0.000120256;1.6247045;0.0033;360
2022-01-05T10:00:00Z;-1.13e-06;0.21418883;3.47e-08;24.481354;-0.053959418;0.00022789;1.1029488;0.0033;360
2022-01-05T11:00:00Z;-1.96e-06;0.21448377;3.47e-08;24.530884;-0.05254448;0.000410553;0.53795046;0.0033;360
2022-01-05T12:00:00Z;-3.64e-06;0.21487275;0.011054063;24.565338;-0.052501097;0.000588308;0.6719047;0.0033;360
2022-01-05T13:00:00Z;-2.09e-05;0.21488187;0.08677997;24.519928;-0.0753137;0.000434394;1.6285218;0.0033;360
2022-01-05T14:00:00Z;-5.53e-05;0.21483713;0.22287573;25.193268;-0.118168645;7.95862e-05;2.1389856;0.0033;360
2022-01-05T15:00:00Z;-7e-05;0.21478467;0.30308875;25.513855;-0.12739561;8.30926e-05;2.6795304;0.0033;360
2022-01-05T16:00:00Z;-0.000110405;0.21467978;0.42471173;26.053864;-0.15662697;0.00010483;2.8164918;0.0033;360
2022-01-05T17:00:00Z;-0.000124887;0.21459211;0.44738962;26.862213;-0.15935385;7.99373e-05;2.8718557;0.0033;360
2022-01-05T18:00:00Z;-0.000215244;0.2144975;0.6413197;27.140045;-0.22510813;0.000190376;2.7930772;0.0033;360
2022-01-05T19:00:00Z;-0.000100462;0.21449408;0.3382167;27.04361;-0.14076981;3.47095e-05;2.4198017;0.0033;360
2022-01-05T20:00:00Z;-9.34e-05;0.21444798;0.30251895;26.751099;-0.12328088;7.99373e-05;2.0085325;0.0033;360
2022-01-05T21:00:00Z;-8.09e-05;0.21526697;0.258431;26.809265;-0.10601964;0.000115698;1.4573759;0.0033;360
2022-01-05T22:00:00Z;-3.49e-05;0.21446542;0.12875969;26.736542;-0.06483443;0.000691034;0.91832846;0.0033;360
2022-01-05T23:00:00Z;-1.47e-05;0.21522346;0.052563717;26.585876;-0.045111943;0.001240426;1.3213923;0.0033;360
2022-01-06T00:00:00Z;-1.48e-06;0.21581072;0.000299167;26.105865;-0.033467107;0.001303183;1.1627064;0.0033;360
2022-01-06T01:00:00Z;-3.93e-06;0.21599229;3.47e-08;25.966736;-0.04619619;0.000893681;1.2402892;0.0033;360
2022-01-06T02:00:00Z;-3.79e-06;0.21598336;3.47e-08;25.603455;-0.04823458;0.000390219;1.1897216;0.0033;360
2022-01-06T03:00:00Z;-3.53e-06;0.2159546;3.47e-08;25.254822;-0.046385933;0.000226839;0.9137336;0.0033;360
2022-01-06T04:00:00Z;-2.92e-06;0.21611902;3.47e-08;25.244995;-0.046787113;0.000389517;0.9700148;0.0033;360
2022-01-06T05:00:00Z;-3.12e-06;0.2160939;3.47e-08;24.99527;-0.053406447;0.000278027;1.3422174;0.0033;360
2022-01-06T06:00:00Z;-2.67e-06;0.21606345;3.47e-08;24.642273;-0.05459912;0.000154966;1.7472785;0.0033;360
2022-01-06T07:00:00Z;-3.74e-06;0.21600935;3.47e-08;24.720886;-0.05194814;0.000139539;1.791258;0.0033;360
2022-01-06T08:00:00Z;-3.51e-06;0.21600978;3.47e-08;25.017761;-0.052289672;0.001297574;2.0617862;0.0033;360
2022-01-06T09:00:00Z;-3.45e-06;0.21596962;3.47e-08;24.796326;-0.055802636;0.001146465;2.4637783;0.0033;360
2022-01-06T10:00:00Z;-2.74e-06;0.2168611;3.47e-08;24.409851;-0.06203707;0.000751337;2.1300104;0.0033;360
2022-01-06T11:00:00Z;-2.46e-06;0.21683225;3.47e-08;24.459412;-0.062449094;0.000826366;2.377587;0.0033;360
2022-01-06T12:00:00Z;-3.21e-06;0.21679658;0.004544132;24.443237;-0.06527898;0.000465247;2.6986635;0.0033;360
2022-01-06T13:00:00Z;-1.47e-05;0.21677674;0.050982536;24.53952;-0.081564404;0.000239811;3.047191;0.0033;360
2022-01-06T14:00:00Z;-3.99e-05;0.21677184;0.13994191;24.950836;-0.11373948;0.000213165;3.3255622;0.0033;360
2022-01-06T15:00:00Z;-7.33e-05;0.21677013;0.22414352;25.231384;-0.15261523;0.000172496;3.3538697;0.0033;360
2022-01-06T16:00:00Z;-0.000119978;0.21673544;0.3321911;25.608276;-0.19163735;0.000184066;3.156713;0.0033;360
2022-01-06T17:00:00Z;-0.000144175;0.21662633;0.3619202;26.01654;-0.2048869;0.00019844;3.3709724;0.0033;360
2022-01-06T18:00:00Z;-0.000167554;0.21658124;0.4210508;25.92395;-0.21120264;0.000303269;3.2875893;0.0033;360
2022-01-06T19:00:00Z;-0.000140607;0.21654068;0.4085295;25.92984;-0.20420381;0.002768344;3.0754251;0.0033;360
2022-01-06T20:00:00Z;-0.000124728;0.21652175;0.34874368;25.418121;-0.18014975;0.002852488;2.9631777;0.0033;360
2022-01-06T21:00:00Z;-4.2e-05;0.21650839;0.12499903;25.675201;-0.09910213;0.003406087;2.4346495;0.0033;360
2022-01-06T22:00:00Z;-3.34e-05;0.21817422;0.09411607;25.3107;-0.095995754;0.001696207;2.6151285;0.0033;360
2022-01-06T23:00:00Z;-1.23e-05;0.21829896;0.028390104;25.148102;-0.07438667;0.001136297;2.1405044;0.0033;360
2022-01-07T00:00:00Z;-3.71e-06;0.21847683;0.000156701;25.112732;-0.07300425;0.001047946;2.2190597;0.0033;360
2022-01-07T01:00:00Z;-3.9e-06;0.21859999;3.47e-08;25.146454;-0.08190594;0.001006926;2.801502;0.0033;360
2022-01-07T02:00:00Z;-3.86e-06;0.21868299;3.47e-08;24.98236;-0.084844254;0.000761154;2.97492;0.0033;360
2022-01-07T03:00:00Z;-3.51e-06;0.21879132;3.47e-08;25.039032;-0.09060703;0.000533965;3.2386372;0.0033;360
2022-01-07T04:00:00Z;-2.95e-06;0.21880111;3.47e-08;24.77771;-0.09388147;0.001184329;3.7677357;0.0033;360
2022-01-07T05:00:00Z;-2.44e-06;0.21877319;3.47e-08;24.568481;-0.09045524;0.001402052;4.007737;0.0033;360
2022-01-07T06:00:00Z;-2.3e-06;0.21874744;3.47e-08;24.398895;-0.09008117;0.001557719;4.492599;0.0033;360
2022-01-07T07:00:00Z;-2.08e-06;0.21870717;3.47e-08;24.437866;-0.08250769;0.000200193;4.618378;0.0033;360
2022-01-07T08:00:00Z;-2.51e-06;0.21868521;3.47e-08;24.266083;-0.08807532;0.00051959;4.688433;0.0033;360
2022-01-07T09:00:00Z;-1.68e-06;0.21870662;3.47e-08;24.217407;-0.09377846;0.001130687;4.962641;0.0033;360
2022-01-07T10:00:00Z;-2.55e-06;0.21871431;3.47e-08;24.200378;-0.10441495;0.002668773;3.953059;0.0033;360
2022-01-07T11:00:00Z;-2.58e-06;0.21883844;3.47e-08;24.1315;-0.11193963;0.004179512;3.702869;0.0033;360
2022-01-07T12:00:00Z;-3.1e-06;0.2191345;0.001353299;24.083649;-0.11687297;0.004533619;3.5961797;0.0033;360
2022-01-07T13:00:00Z;-6.99e-06;0.21948856;0.018504131;24.269684;-0.11738256;0.004199847;3.49063;0.0033;360
2022-01-07T14:00:00Z;-1.42e-05;0.21988022;0.044999653;24.615387;-0.12542771;0.003238149;3.6832204;0.0033;360
2022-01-07T15:00:00Z;-2.92e-05;0.22015171;0.09103917;24.454468;-0.1361238;0.002158298;4.1512656;0.0033;360
2022-01-07T16:00:00Z;-3.51e-05;0.2202093;0.11448628;24.661774;-0.13449201;0.001146465;3.6327078;0.0033;360
2022-01-07T17:00:00Z;-6.65e-05;0.22026762;0.24665047;25.095154;-0.1607959;0.0007878;3.2927384;0.0033;360
2022-01-07T18:00:00Z;-0.000110053;0.22035679;0.36529626;25.49356;-0.19221744;0.001028663;2.7343397;0.0033;360
2022-01-07T19:00:00Z;-0.000127142;0.22057201;0.39968344;25.997742;-0.17130226;0.001277939;2.098782;0.0033;360
2022-01-07T20:00:00Z;-8.05e-05;0.22143224;0.27468445;25.713501;-0.12817627;0.000598475;1.8279612;0.0033;360
2022-01-07T21:00:00Z;-3.58e-05;0.22171713;0.13947185;25.673004;-0.08010608;0.000652468;1.4164525;0.0033;360
2022-01-07T22:00:00Z;-2.79e-05;0.22118634;0.10257754;25.200378;-0.06187985;0.000482076;0.87642735;0.0033;360
2022-01-07T23:00:00Z;-1.01e-05;0.22156103;0.03168066;25.074158;-0.04461319;0.000678413;1.1661915;0.0033;360
2022-01-08T00:00:00Z;-1.16e-06;0.22159792;0.000299167;24.92694;-0.034269456;0.000120256;1.2646126;0.0033;360
2022-01-08T01:00:00Z;-1.83e-06;0.22172804;3.47e-08;24.898407;-0.037787847;0.000549742;1.0360849;0.0033;360
2022-01-08T02:00:00Z;-3.17e-06;0.22178401;3.47e-08;24.993622;-0.050278395;0.000452626;1.6626508;0.0033;360
2022-01-08T03:00:00Z;-2.25e-06;0.22185501;3.47e-08;24.976227;-0.0548214;0.000485582;1.7595061;0.0033;360
2022-01-08T04:00:00Z;-2.34e-06;0.22200954;3.47e-08;24.977448;-0.056773044;0.000349198;1.5738779;0.0033;360
2022-01-08T05:00:00Z;-1.37e-06;0.22211134;3.47e-08;24.809235;-0.05447444;0.000307126;1.4567726;0.0033;360
2022-01-08T06:00:00Z;-1.41e-06;0.22213978;3.47e-08;24.709381;-0.05192103;0.000149706;1.698115;0.0033;360
2022-01-08T07:00:00Z;-1.59e-06;0.22211063;3.47e-08;24.68811;-0.051368058;6.38096e-05;1.8253107;0.0033;360
2022-01-08T08:00:00Z;-1.35e-06;0.2220579;3.47e-08;24.28064;-0.055645417;6.45109e-05;2.0443554;0.0033;360
2022-01-08T09:00:00Z;-3.24e-08;0.22204635;3.47e-08;24.52362;-0.05519546;3.57609e-05;2.1412919;0.0033;360
2022-01-08T10:00:00Z;-1.4e-07;0.2219094;3.47e-08;24.325897;-0.057223007;0.000153914;1.8946235;0.0033;360
2022-01-08T11:00:00Z;7.118215e-07;0.22186638;3.47e-08;24.536255;-0.06008;0.000107635;2.0416064;0.0033;360
2022-01-08T12:00:00Z;-2.45e-06;0.22181886;0.013375972;24.526062;-0.07078696;2.66451e-05;2.7275207;0.0033;360
2022-01-08T13:00:00Z;-2.94e-05;0.22177105;0.10710743;25.297272;-0.105829895;1.36737e-05;2.7917001;0.0033;360
2022-01-08T14:00:00Z;-7.66e-05;0.22169489;0.26878705;26.056763;-0.15115693;6.66175e-06;2.6438231;0.0033;360
2022-01-08T15:00:00Z;-0.000151811;0.22158614;0.48461154;26.539246;-0.20568922;2.48924e-05;2.2452023;0.0033;360
2022-01-08T16:00:00Z;-0.000185689;0.22143196;0.5414772;26.968414;-0.2161685;6.38096e-05;1.8309867;0.0033;360
2022-01-08T17:00:00Z;-0.000250894;0.22125375;0.700379;27.859497;-0.25210592;9.29087e-05;1.0947629;0.0033;360
2022-01-08T18:00:00Z;-0.000257786;0.22107005;0.7276865;27.865387;-0.24037977;4.13712e-05;0.8269984;0.0033;360
2022-01-08T19:00:00Z;-0.000235418;0.22082657;0.6150236;28.431824;-0.23300688;3.05017e-05;1.8446887;0.0033;360
2022-01-08T20:00:00Z;-0.000171094;0.22063324;0.45577985;27.963318;-0.19323663;1.33226e-05;2.4596457;0.0033;360
2022-01-08T21:00:00Z;-0.000170122;0.22048077;0.44771725;27.466003;-0.20188352;0.000239811;2.867766;0.0033;360
2022-01-08T22:00:00Z;-8.71e-05;0.22068812;0.22764778;27.280396;-0.13067545;2.94503e-05;2.6480362;0.0033;360
2022-01-08T23:00:00Z;-3.04e-05;0.2207028;0.061922604;27.176392;-0.06947502;6.2407e-05;2.0120165;0.0033;360
2022-01-09T00:00:00Z;-5.03e-06;0.22089761;0.00048434;26.943542;-0.041474283;8.34428e-05;2.252946;0.0033;360
2022-01-09T01:00:00Z;-2.28e-06;0.22127551;3.47e-08;26.842468;-0.03831371;9.78177e-05;2.1551664;0.0033;360
2022-01-09T02:00:00Z;-1.46e-07;0.22123045;3.47e-08;26.544067;-0.03042037;2.45404e-06;1.997277;0.0033;360
2022-01-09T03:00:00Z;-2.11e-08;0.22117838;3.47e-08;26.26117;-0.026159264;0.000100272;2.2718415;0.0033;360
2022-01-09T04:00:00Z;6.414484e-08;0.22117297;3.47e-08;25.425934;-0.031304035;0.000769569;2.4178603;0.0033;360
2022-01-09T05:00:00Z;2.5730697e-07;0.22112198;3.47e-08;24.534851;-0.034448355;0.000727497;1.9833264;0.0033;360
2022-01-09T06:00:00Z;-6.86e-07;0.22140498;3.47e-08;24.570526;-0.03739752;0.000854064;1.1425892;0.0033;360
2022-01-09T07:00:00Z;-3.7e-06;0.22179307;3.47e-08;24.413025;-0.04559985;0.001051101;1.4397653;0.0033;360
2022-01-09T08:00:00Z;-2.7e-06;0.22187757;3.47e-08;24.555847;-0.053563666;0.001656939;1.9358387;0.0033;360
2022-01-09T09:00:00Z;-2.17e-06;0.22182976;3.47e-08;24.834198;-0.06514345;0.001641863;1.6621742;0.0033;360
2022-01-09T10:00:00Z;-2.46e-06;0.22445351;3.47e-08;24.681366;-0.07557392;0.001136297;2.1046288;0.0033;360
2022-01-09T11:00:00Z;-1.4e-06;0.22451352;3.47e-08;24.613739;-0.07042374;0.000314839;2.0393078;0.0033;360
2022-01-09T12:00:00Z;-3.91e-06;0.22462566;0.012564028;24.725006;-0.06341949;9.18573e-05;2.0834813;0.0033;360
2022-01-09T13:00:00Z;-2.38e-05;0.22460982;0.10083969;24.847107;-0.083461836;5.2941e-05;2.353819;0.0033;360
2022-01-09T14:00:00Z;-8.37e-05;0.22457372;0.29065295;25.552673;-0.14343706;3.22554e-05;2.6911914;0.0033;360
2022-01-09T15:00:00Z;-0.000106371;0.22446477;0.35606555;25.694977;-0.15406814;3.22554e-05;2.3850596;0.0033;360
