timeindex,ghi,t_air,e,tp,windspeed,t_dp,cum_temp,f_temp,f_heat,pv_power,rad_net,g,et_p,tp_ground,runoff,deep_drain,et_a,irrigation,swc,f_drought,delta_i50b,f_solar,biomass_gen,electricity_gen,water_harvest,ghi_kW,cum_temp_base_year,cum_temp_extension,cum_temp_cache
2022-01-01T23:00:00Z,1e-10,13.85394,1e-10,1e-10,1.67576,8.077,546.0065866667,0.11587125,1.0,1e-10,1e-10,1e-10,0.0257029368,1e-10,0.4938888889,1e-10,0.0257029368,0.5195918256,1500.0,1.0,0.625,0.248104568,1e-10,1e-10,1e-10,1e-10,1e-10,5.18205,540.8245366667
2022-01-02T00:00:00Z,1e-10,13.82736,1e-10,1e-10,1.88747,6.56158,546.0827266667,0.11421,1.0,1e-10,1e-10,1e-10,0.0327553593,1e-10,0.4938888889,1e-10,0.0327553593,0.5266442481,1500.0,1.0,0.625,0.2482441648,1e-10,1e-10,1e-10,1e-10,1e-10,5.25819,540.8245366667
2022-01-02T01:00:00Z,1e-10,13.44836,1e-10,1e-10,2.26778,4.62094,546.143075,0.0905225,1.0,1e-10,1e-10,1e-10,0.0407170596,1e-10,0.4938888889,1e-10,0.0407170596,0.5346059484,1500.0,1.0,0.625,0.2483548448,1e-10,1e-10,1e-10,1e-10,1e-10,5.3185383333,540.8245366667
2022-01-02T02:00:00Z,1e-10,12.336,1e-10,1e-10,2.55827,3.47882,546.157075,0.021,1.0,1e-10,1e-10,1e-10,0.0411134236,1e-10,0.4938888889,1e-10,0.0411134236,0.5350023124,1500.0,1.0,0.625,0.2483805256,1e-10,1e-10,1e-10,1e-10,1e-10,5.3325383333,540.8245366667
2022-01-02T03:00:00Z,1e-10,11.67227,1e-10,1e-10,2.82378,2.74231,546.157075,1e-10,1.0,1e-10,1e-10,1e-10,0.0417457465,1e-10,0.4938888889,1e-10,0.0417457465,0.5356346353,1500.0,1.0,0.625,0.2483805256,1e-10,1e-10,1e-10,1e-10,1e-10,5.3325383333,540.8245366667
2022-01-02T04:00:00Z,1e-10,11.04459,1e-10,1e-10,3.03054,2.78946,546.157075,1e-10,1.0,1e-10,1e-10,1e-10,0.0392428096,1e-10,0.4938888889,1e-10,0.0392428096,0.5331316984,1500.0,1.0,0.625,0.2483805256,1e-10,1e-10,1e-10,1e-10,1e-10,5.3325383333,540.8245366667
2022-01-02T05:00:00Z,1e-10,10.70734,1e-10,1e-10,3.16297,2.47861,546.157075,1e-10,1.0,1e-10,1e-10,1e-10,0.0391159993,1e-10,0.4938888889,1e-10,0.0391159993,0.5330048881,1500.0,1.0,0.625,0.2483805256,1e-10,1e-10,1e-10,1e-10,1e-10,5.3325383333,540.8245366667
2022-01-02T06:00:00Z,1e-10,10.1423,1e-10,1e-10,3.20476,1.72983,546.157075,1e-10,1.0,1e-10,1e-10,1e-10,0.0390274051,1e-10,0.4938888889,1e-10,0.0390274051,0.5329162939,1500.0,1.0,0.625,0.2483805256,1e-10,1e-10,1e-10,1e-10,1e-10,5.3325383333,540.8245366667
2022-01-02T07:00:00Z,1e-10,9.92465,1e-10,1e-10,3.21771,1.55173,546.157075,1e-10,1.0,1e-10,1e-10,1e-10,0.0385844472,1e-10,0.4938888889,1e-10,0.0385844472,0.532473336,1500.0,1.0,0.625,0.2483805256,1e-10,1e-10,1e-10,1e-10,1e-10,5.3325383333,540.8245366667
2022-01-02T08:00:00Z,6.95708,10.1752,1e-10,1e-10,3.19175,1.19022,546.157075,1e-10,1.0,4.0524669794,2.0907220155,0.2090722015,0.0418819964,1e-10,0.4938888889,1e-10,0.0418819964,0.5357708852,1500.0,1.0,0.625,0.2483805256,1e-10,0.001372729,1e-10,0.00695708,1e-10,5.3325383333,540.8245366667
2022-01-02T09:00:00Z,130.96698,12.66882,1e-10,1e-10,2.72993,1.64865,546.1849425,0.04180125,1.0,74.5516500834,39.3578266146,3.9357826615,0.0697575874,1e-10,0.4938888889,1e-10,0.0697575874,0.5636464762,1500.0,1.0,0.625,0.2484316494,0.0021019954,0.0252535583,1e-10,0.13096698,1e-10,5.3604058333,540.8245366667
2022-01-02T10:00:00Z,317.74875,17.0246,1e-10,1e-10,1.90837,1.1723,546.3943008333,0.3140375,1.0,174.134725949,95.4889561438,9.5488956144,0.1312311008,1e-10,0.4938888889,1e-10,0.1312311008,0.6251199896,1500.0,1.0,0.625,0.2488159404,0.0383722547,0.0589862391,1e-10,0.31774875,1e-10,5.5697641667,540.8245366667
2022-01-02T11:00:00Z,479.88028,19.49799,1e-10,1e-10,0.91427,1e-10,546.7067170833,0.468624375,1.0,255.4565144909,144.2122652291,14.4212265229,0.1950306123,1e-10,0.4938888889,1e-10,0.1950306123,0.6889195011,1500.0,1.0,0.625,0.2493901138,0.0866783762,0.0865331079,1e-10,0.47988028,1e-10,5.8821804167,540.8245366667
2022-01-02T12:00:00Z,589.94446,21.1507,1e-10,1e-10,0.45046,0.24588,547.08799625,0.57191875,1.0,307.7950687024,177.2884414754,17.7288441475,0.2462725036,1e-10,0.4938888889,1e-10,0.2462725036,0.7401613924,1500.0,1.0,0.625,0.2500920019,0.13041244,0.1042622223,1e-10,0.58994446,1e-10,6.2634595833,540.8245366667
2022-01-02T13:00:00Z,637.69525,22.5054,1e-10,1e-10,1.77642,1e-10,547.52572125,0.6565875,1.0,328.9299280881,191.6383739051,19.1638373905,0.2468860007,1e-10,0.4938888889,1e-10,0.2468860007,0.7407748895,1500.0,1.0,0.625,0.2508993635,0.1623600244,0.1114214254,1e-10,0.63769525,1e-10,6.7011845833,540.8245366667
2022-01-02T14:00:00Z,615.6065,22.92682,1e-10,1e-10,3.02092,1e-10,547.9810054167,0.68292625,1.0,317.8807814987,185.0003251952,18.5000325195,0.2358406074,1e-10,0.4938888889,1e-10,0.2358406074,0.7297294962,1500.0,1.0,0.625,0.2517408829,0.1635703224,0.1076786475,1e-10,0.6156065,1e-10,7.15646875,540.8245366667
2022-01-02T15:00:00Z,529.67084,22.5864,1e-10,1e-10,3.91794,0.38382,548.4221054167,0.66165,1.0,276.8418715505,159.1751835733,15.9175183573,0.2126989506,1e-10,0.4938888889,1e-10,0.2126989506,0.7065878394,1500.0,1.0,0.625,0.2525579045,0.1367946468,0.0937771644,1e-10,0.52967084,1e-10,7.59756875,540.8245366667
2022-01-02T16:00:00Z,384.50507,21.35193,1e-10,1e-10,4.52674,4.25684,548.8117691667,0.584495625,1.0,205.5865734637,115.5503767247,11.5550376725,0.1649613961,1e-10,0.4938888889,1e-10,0.1649613961,0.6588502849,1500.0,1.0,0.625,0.2532810595,0.0879751074,0.0696402094,1e-10,0.38450507,1e-10,7.9872325,540.8245366667
2022-01-02T17:00:00Z,203.70007,19.90103,1e-10,1e-10,4.10436,6.24026,549.14097875,0.493814375,1.0,111.9245352307,61.2153692209,6.1215369221,0.1168765518,1e-10,0.4938888889,1e-10,0.1168765518,0.6107654406,1500.0,1.0,0.625,0.2538930471,0.0394711218,0.0379132155,1e-10,0.20370007,1e-10,8.3164420833,540.8245366667
2022-01-02T18:00:00Z,36.41396,18.51599,1e-10,1e-10,2.50022,8.43674,549.4124783333,0.407249375,1.0,20.509080237,10.9430203249,1.0943020325,0.0619335781,1e-10,0.4938888889,1e-10,0.0619335781,0.5558224669,1500.0,1.0,0.625,0.2543984603,0.0058306446,0.0069472272,1e-10,0.03641396,1e-10,8.5879416667,540.8245366667
2022-01-02T19:00:00Z,1e-10,17.23657,1e-10,1e-10,1.15956,8.41013,549.63066875,0.327285625,1.0,1e-10,1e-10,1e-10,0.0319995833,1e-10,0.4938888889,1e-10,0.0319995833,0.5258884721,1500.0,1.0,0.625,0.2548050974,1e-10,1e-10,1e-10,1e-10,1e-10,8.8061320833,540.8245366667
2022-01-02T20:00:00Z,1e-10,16.42477,1e-10,1e-10,1.43466,7.90366,549.8150341667,0.276548125,1.0,1e-10,1e-10,1e-10,0.0346628211,1e-10,0.4938888889,1e-10,0.0346628211,0.5285517099,1500.0,1.0,0.625,0.2551490163,1e-10,1e-10,1e-10,1e-10,1e-10,8.9904975,540.8245366667
2022-01-02T21:00:00Z,1e-10,15.64902,1e-10,1e-10,1.85946,7.30597,549.9670766667,0.22806375,1.0,1e-10,1e-10,1e-10,0.0382159054,1e-10,0.4938888889,1e-10,0.0382159054,0.5321047942,1500.0,1.0,0.625,0.2554328603,1e-10,1e-10,1e-10,1e-10,1e-10,9.14254,540.8245366667
2022-01-02T22:00:00Z,1e-10,14.57654,1e-10,1e-10,1.85539,6.99118,550.0744325,0.16103375,1.0,1e-10,1e-10,1e-10,0.0343762317,1e-10,0.4938888889,1e-10,0.0343762317,0.5282651205,1500.0,1.0,0.625,0.2556334002,1e-10,1e-10,1e-10,1e-10,1e-10,9.2498958333,540.8245366667
2022-01-02T23:00:00Z,1e-10,13.9071,1e-10,1e-10,1.95106,6.25424,550.153895,0.11919375,1.0,1e-10,1e-10,1e-10,0.0347242017,1e-10,0.4938888889,1e-10,0.0347242017,0.5286130905,1500.0,1.0,0.625,0.2557818996,1e-10,1e-10,1e-10,1e-10,1e-10,9.3293583333,540.8245366667
2022-01-03T00:00:00Z,1e-10,13.04404,1e-10,1e-10,2.06551,4.70041,550.1973966667,0.0652525,1.0,1e-10,1e-10,1e-10,0.0370564589,1e-10,0.4938888889,1e-10,0.0370564589,0.5309453477,1500.0,1.0,0.625,0.2558632186,1e-10,1e-10,1e-10,1e-10,1e-10,9.37286,540.8245366667
2022-01-03T01:00:00Z,1e-10,13.02252,1e-10,1e-10,2.20959,3.41769,550.2400016667,0.0639075,1.0,1e-10,1e-10,1e-10,0.0423213676,1e-10,0.4938888889,1e-10,0.0423213676,0.5362102564,1500.0,1.0,0.625,0.2559428771,1e-10,1e-10,1e-10,1e-10,1e-10,9.415465,540.8245366667
2022-01-03T02:00:00Z,1e-10,12.71185,1e-10,1e-10,2.38335,2.40961,550.2696620833,0.044490625,1.0,1e-10,1e-10,1e-10,0.0453807371,1e-10,0.4938888889,1e-10,0.0453807371,0.5392696259,1500.0,1.0,0.625,0.2559983425,1e-10,1e-10,1e-10,1e-10,1e-10,9.4451254167,540.8245366667
2022-01-03T03:00:00Z,1e-10,11.99875,1e-10,1e-10,2.58481,1.76566,550.2696620833,1e-10,1.0,1e-10,1e-10,1e-10,0.0453407179,1e-10,0.4938888889,1e-10,0.0453407179,0.5392296067,1500.0,1.0,0.625,0.2559983425,1e-10,1e-10,1e-10,1e-10,1e-10,9.4451254167,540.8245366667
2022-01-03T04:00:00Z,1e-10,11.26288,1e-10,1e-10,2.76086,2.24545,550.2696620833,1e-10,1.0,1e-10,1e-10,1e-10,0.0411029992,1e-10,0.4938888889,1e-10,0.0411029992,0.534991888,1500.0,1.0,0.625,0.2559983425,1e-10,1e-10,1e-10,1e-10,1e-10,9.4451254167,540.8245366667
2022-01-03T05:00:00Z,1e-10,10.80603,1e-10,1e-10,2.88571,2.86804,550.2696620833,1e-10,1.0,1e-10,1e-10,1e-10,0.0371607394,1e-10,0.4938888889,1e-10,0.0371607394,0.5310496282,1500.0,1.0,0.625,0.2559983425,1e-10,1e-10,1e-10,1e-10,1e-10,9.4451254167,540.8245366667
2022-01-03T06:00:00Z,1e-10,10.41184,1e-10,1e-10,2.95501,2.8689,550.2696620833,1e-10,1.0,1e-10,1e-10,1e-10,0.0354149072,1e-10,0.4938888889,1e-10,0.0354149072,0.529303796,1500.0,1.0,0.625,0.2559983425,1e-10,1e-10,1e-10,1e-10,1e-10,9.4451254167,540.8245366667
2022-01-03T07:00:00Z,1e-10,9.80884,1e-10,1e-10,3.0654,2.22012,550.2696620833,1e-10,1.0,1e-10,1e-10,1e-10,0.0351084523,1e-10,0.4938888889,1e-10,0.0351084523,0.5289973411,1500.0,1.0,0.625,0.2559983425,1e-10,1e-10,1e-10,1e-10,1e-10,9.4451254167,540.8245366667
2022-01-03T08:00:00Z,6.7199,10.01892,1e-10,1e-10,3.14796,2.62921,550.2696620833,1e-10,1.0,3.916600085,2.0194453523,0.2019445352,0.0357676624,1e-10,0.4938888889,1e-10,0.0357676624,0.5296565512,1500.0,1.0,0.625,0.2559983425,1e-10,0.0013267056,1e-10,0.0067199,1e-10,9.4451254167,540.8245366667
2022-01-03T09:00:00Z,128.83243,12.37778,1e-10,1e-10,2.73264,3.70804,550.2854029167,0.02361125,1.0,73.4325017129,38.7163576825,3.8716357683,0.0607483932,1e-10,0.4938888889,1e-10,0.0607483932,0.554637282,1500.0,1.0,0.625,0.2560277811,0.0012036633,0.024874459,1e-10,0.12883243,1e-10,9.46086625,540.8245366667
2022-01-03T10:00:00Z,314.31763,17.3049,1e-10,1e-10,1.74904,3.62552,550.5064404167,0.33155625,1.0,172.1411586402,94.4578456605,9.445784566,0.1265098222,1e-10,0.4938888889,1e-10,0.1265098222,0.620398711,1500.0,1.0,0.625,0.2564413927,0.041303594,0.0583109399,1e-10,0.31431763,1e-10,9.68190375,540.8245366667
2022-01-03T11:00:00Z,472.81253,20.04279,1e-10,1e-10,0.64822,2.1817,550.8415566667,0.502674375,1.0,251.3753487653,142.0882849781,14.2088284978,0.1958113527,1e-10,0.4938888889,1e-10,0.1958113527,0.6897002415,1500.0,1.0,0.625,0.2570692742,0.0944277521,0.0851506576,1e-10,0.47281253,1e-10,10.01702,540.8245366667
2022-01-03T12:00:00Z,582.2758,21.8385,1e-10,1e-10,0.64356,2.99683,551.2514941667,0.61490625,1.0,303.2509541944,174.9838774498,17.498387745,0.2390923187,1e-10,0.4938888889,1e-10,0.2390923187,0.7329812075,1500.0,1.0,0.625,0.2578386562,0.142678795,0.1027229531,1e-10,0.5822758,1e-10,10.4269575,540.8245366667
2022-01-03T13:00:00Z,623.27515,22.66992,1e-10,1e-10,2.04366,2.06427,551.6960741667,0.66687,1.0,321.8630255929,187.3048862156,18.7304886216,0.2377562981,1e-10,0.4938888889,1e-10,0.2377562981,0.7316451869,1500.0,1.0,0.625,0.2586746876,0.1661684931,0.1090275893,1e-10,0.62327515,1e-10,10.8715375,540.8245366667
2022-01-03T14:00:00Z,605.0286,22.93503,1e-10,1e-10,3.31377,2.08524,552.1517004167,0.683439375,1.0,312.824577781,181.8214845886,18.1821484589,0.2271301301,1e-10,0.4938888889,1e-10,0.2271301301,0.7210190189,1500.0,1.0,0.625,0.2595332494,0.1658603818,0.1059659136,1e-10,0.6050286,1e-10,11.32716375,540.8245366667
2022-01-03T15:00:00Z,506.66504,22.0416,1e-10,1e-10,4.17942,2.9165,552.5701004167,0.6276,1.0,266.1500819192,152.2615455896,15.226154559,0.1956113502,1e-10,0.4938888889,1e-10,0.1956113502,0.689500239,1500.0,1.0,0.625,0.2603232284,0.1279353469,0.0901554373,1e-10,0.50666504,1e-10,11.74556375,540.8245366667
2022-01-03T16:00:00Z,372.58316,21.18552,1e-10,1e-10,4.51649,3.9556,552.9528304167,0.574095,1.0,199.6301231014,111.9676380322,11.1967638032,0.162711367,1e-10,0.4938888889,1e-10,0.162711367,0.6566002558,1500.0,1.0,0.625,0.2610471685,0.0862978009,0.0676225268,1e-10,0.37258316,1e-10,12.12829375,540.8245366667
2022-01-03T17:00:00Z,198.26091,19.92761,1e-10,1e-10,3.49588,5.93509,553.2831475,0.495475625,1.0,108.9951165052,59.580808233,5.9580808233,0.1158002588,1e-10,0.4938888889,1e-10,0.1158002588,0.6096891476,1500.0,1.0,0.625,0.2616729731,0.0397275711,0.0369209069,1e-10,0.19826091,1e-10,12.4586108333,540.8245366667
2022-01-03T18:00:00Z,36.55629,18.16037,1e-10,1e-10,1.79201,8.824,553.5398295833,0.385023125,1.0,20.6159615333,10.9857929342,1.0985792934,0.0520621641,1e-10,0.4938888889,1e-10,0.0520621641,0.5459510529,1500.0,1.0,0.625,0.2621599135,0.0057028109,0.0069834321,1e-10,0.03655629,1e-10,12.7152929167,540.8245366667
2022-01-03T19:00:00Z,1e-10,17.46246,1e-10,1e-10,0.91814,8.36252,553.7674320833,0.34140375,1.0,1e-10,1e-10,1e-10,0.0282946836,1e-10,0.4938888889,1e-10,0.0282946836,0.5221835724,1500.0,1.0,0.625,0.262592157,1e-10,1e-10,1e-10,1e-10,1e-10,12.9428954167,540.8245366667
2022-01-03T20:00:00Z,1e-10,16.23306,1e-10,1e-10,1.70971,7.83121,553.9438095833,0.26456625,1.0,1e-10,1e-10,1e-10,0.0374509941,1e-10,0.4938888889,1e-10,0.0374509941,0.5313398829,1500.0,1.0,0.625,0.2629274211,1e-10,1e-10,1e-10,1e-10,1e-10,13.1192729167,540.8245366667
2022-01-03T21:00:00Z,1e-10,15.1998,1e-10,1e-10,2.01358,7.02045,554.0771345833,0.1999875,1.0,1e-10,1e-10,1e-10,0.038554224,1e-10,0.4938888889,1e-10,0.038554224,0.5324431128,1500.0,1.0,0.625,0.2631810249,1e-10,1e-10,1e-10,1e-10,1e-10,13.2525979167,540.8245366667
2022-01-03T22:00:00Z,1e-10,14.32535,1e-10,1e-10,2.04911,6.14551,554.1740241667,0.145334375,1.0,1e-10,1e-10,1e-10,0.0378542396,1e-10,0.4938888889,1e-10,0.0378542396,0.5317431284,1500.0,1.0,0.625,0.2633654177,1e-10,1e-10,1e-10,1e-10,1e-10,13.3494875,540.8245366667
2022-01-03T23:00:00Z,1e-10,14.45505,1e-10,1e-10,2.17991,5.11298,554.2763179167,0.153440625,1.0,1e-10,1e-10,1e-10,0.043184605,1e-10,0.4938888889,1e-10,0.043184605,0.5370734938,1500.0,1.0,0.625,0.2635601818,1e-10,1e-10,1e-10,1e-10,1e-10,13.45178125,540.8245366667
2022-01-04T00:00:00Z,1e-10,13.80206,1e-10,1e-10,2.37328,4.03067,554.35140375,0.11262875,1.0,1e-10,1e-10,1e-10,0.0452490414,1e-10,0.4938888889,1e-10,0.0452490414,0.5391379302,1500.0,1.0,0.625,0.2637031993,1e-10,1e-10,1e-10,1e-10,1e-10,13.5268670833,540.8245366667
2022-01-04T01:00:00Z,1e-10,13.0434,1e-10,1e-10,2.68089,4.12497,554.39487875,0.0652125,1.0,1e-10,1e-10,1e-10,0.0430951803,1e-10,0.4938888889,1e-10,0.0430951803,0.5369840691,1500.0,1.0,0.625,0.2637860289,1e-10,1e-10,1e-10,1e-10,1e-10,13.5703420833,540.8245366667
2022-01-04T02:00:00Z,1e-10,12.06204,1e-10,1e-10,2.84563,4.02893,554.39746375,0.0038775,1.0,1e-10,1e-10,1e-10,0.0391681046,1e-10,0.4938888889,1e-10,0.0391681046,0.5330569934,1500.0,1.0,0.625,0.2637909544,1e-10,1e-10,1e-10,1e-10,1e-10,13.5729270833,540.8245366667
2022-01-04T03:00:00Z,1e-10,11.32364,1e-10,1e-10,2.90389,3.69757,554.39746375,1e-10,1.0,1e-10,1e-10,1e-10,0.0368126676,1e-10,0.4938888889,1e-10,0.0368126676,0.5307015564,1500.0,1.0,0.625,0.2637909544,1e-10,1e-10,1e-10,1e-10,1e-10,13.5729270833,540.8245366667
2022-01-04T04:00:00Z,1e-10,10.68457,1e-10,1e-10,3.03635,3.5657,554.39746375,1e-10,1.0,1e-10,1e-10,1e-10,0.0344706488,1e-10,0.4938888889,1e-10,0.0344706488,0.5283595376,1500.0,1.0,0.625,0.2637909544,1e-10,1e-10,1e-10,1e-10,1e-10,13.5729270833,540.8245366667
