timeindex,time,pev,vwc_rzd,ghi,pv_profile,t_air,e,tp,windspeed,wind_turbine,ac-discharge,river-flow,cf_aware,river-water-source
2022-01-03T18:00:00Z,2022-01-03T18:00:00Z,-0.000155242,0.21388888,0.52,0.653,26.924927,-0.19460277,0.00014024,1.7903463,0.046,0.0033,0.591556718,0.1,1.00
2022-01-03T19:00:00Z,2022-01-03T19:00:00Z,-0.000079,0.21390343,0.27,0.565,27.566833,-0.12586139,0.000405645,2.0754454,0.075,0.0033,0.764828328,0.1,1.00
2022-01-03T20:00:00Z,2022-01-03T20:00:00Z,-0.000107564,0.21395451,0.36,0.426,27.409088,-0.14475986,0.000181611,1.9126272,0.099,0.0033,0.61856608,0.1,1.00
2022-01-03T21:00:00Z,2022-01-03T21:00:00Z,-0.000107604,0.21400782,0.34,0.246,27.398376,-0.142857,4.63E-05,2.126488,0.103,0.0033,0.530227296,0.1,1.00
2022-01-03T22:00:00Z,2022-01-03T22:00:00Z,-0.0000552,0.21373475,0.17,0.054,26.524567,-0.092059925,0.000048032,2.4149818,0.094,0.0033,0.531358045,0.1,1.00
2022-01-03T23:00:00Z,2022-01-03T23:00:00Z,-0.0000193,0.21372986,0.06,0,26.34909,-0.057976563,0.000169341,1.9059708,0.079,0.0033,0.61055552,0.1,1.00
2022-01-04T00:00:00Z,2022-01-04T00:00:00Z,-0.00000275,0.21372324,0,0,26.066772,-0.042699497,0.00025699,1.366084,0.062,0.0033,0.667777815,0.1,1.00
2022-01-04T01:00:00Z,2022-01-04T01:00:00Z,-0.000000652,0.21369368,0,0,26.092957,-0.03722946,0.000165484,1.3776078,0.049,0.0033,0.608037449,0.1,1.00
2022-01-04T02:00:00Z,2022-01-04T02:00:00Z,-0.00000093,0.21369445,0,0,25.780182,-0.034952536,0.000310983,0.77306014,0.035,0.0033,0.703027543,0.1,1.00
2022-01-04T03:00:00Z,2022-01-04T03:00:00Z,-0.00000189,0.21382678,0,0,25.456512,-0.03559224,0.00033272,0.7401234,0.022,0.0033,0.717218704,0.1,1.00
2022-01-04T04:00:00Z,2022-01-04T04:00:00Z,-0.00000182,0.2141594,0,0,25.162506,-0.033450853,0.000617057,0.88631785,0.013,0.0033,0.90285021,0.1,1.00
2022-01-04T05:00:00Z,2022-01-04T05:00:00Z,-0.00000249,0.21427533,0,0,24.770966,-0.033369534,0.000475064,0.6847933,0.012,0.0033,0.810149033,0.1,1.00
2022-01-04T06:00:00Z,2022-01-04T06:00:00Z,-0.00000217,0.21435586,0,0,24.914215,-0.033521324,0.000557104,0.41520256,0.017,0.0033,0.863709452,0.1,1.00
2022-01-04T07:00:00Z,2022-01-04T07:00:00Z,-0.00000412,0.21464492,0,0,25.144257,-0.038752828,0.000263652,0.20579283,0.03,0.0033,0.672127151,0.1,1.00
2022-01-04T08:00:00Z,2022-01-04T08:00:00Z,-0.00000382,0.2149684,0,0,24.883728,-0.04021656,0.000301517,0.56334645,0.049,0.0033,0.696847595,0.1,1.00
2022-01-04T09:00:00Z,2022-01-04T09:00:00Z,-0.00000346,0.21504793,0,0,24.964264,-0.039343737,0.00023946,1.2285172,0.061,0.0033,0.656333226,0.1,1.00
2022-01-04T10:00:00Z,2022-01-04T10:00:00Z,-0.00000363,0.21462628,0,0,25.168396,-0.04433129,0.000266457,1.6892005,0.059,0.0033,0.673958416,0.1,1.00
2022-01-04T11:00:00Z,2022-01-04T11:00:00Z,-0.00000352,0.21459836,0,0.01,25.028229,-0.048820075,0.000217021,2.450918,0.044,0.0033,0.641683759,0.1,1.00
2022-01-04T12:00:00Z,2022-01-04T12:00:00Z,-0.0000042,0.21456362,0.01,0.16,24.863007,-0.05035971,0.000214567,2.6561139,0.033,0.0033,0.640081647,0.1,1.00
2022-01-04T13:00:00Z,2022-01-04T13:00:00Z,-0.0000142,0.21454959,0.05,0.349,24.871796,-0.061641317,0.000605487,2.137427,0.023,0.0033,0.89529665,0.1,1.00
2022-01-04T14:00:00Z,2022-01-04T14:00:00Z,-0.0000422,0.21451035,0.15,0.486,25.267029,-0.09120879,0.000638794,1.8179921,0.008,0.0033,0.917041371,0.1,1.00
2022-01-04T15:00:00Z,2022-01-04T15:00:00Z,-0.0000814,0.21445575,0.29,0.621,25.463257,-0.12569334,0.000410904,1.9289881,0.001,0.0033,0.768261705,0.1,1.00
2022-01-04T16:00:00Z,2022-01-04T16:00:00Z,-0.000130182,0.21437113,0.39,0.683,25.848328,-0.1580907,0.00022789,2.1003134,0,0.0033,0.648779666,0.1,1.00
2022-01-04T17:00:00Z,2022-01-04T17:00:00Z,-0.000155367,0.2143586,0.42,0.689,26.746002,-0.17502667,0.000112893,1.9460177,0.001,0.0033,0.573703027,0.1,1.00
2022-01-04T18:00:00Z,2022-01-04T18:00:00Z,-0.000133744,0.21424949,0.36,0.651,26.730103,-0.15508732,3.96E-05,1.8312532,0.014,0.0033,0.525853152,0.1,1.00
2022-01-04T19:00:00Z,2022-01-04T19:00:00Z,-0.000112371,0.21416464,0.3,0.57,27.157623,-0.14515561,0.000114296,2.164633,0.041,0.0033,0.574618986,0.1,1.00
2022-01-04T20:00:00Z,2022-01-04T20:00:00Z,-0.0000692,0.21405609,0.2,0.429,26.906128,-0.11413524,6.59E-05,2.6577237,0.057,0.0033,0.543023301,0.1,1.00
2022-01-04T21:00:00Z,2022-01-04T21:00:00Z,-0.0000556,0.21397446,0.16,0.252,26.463806,-0.104561314,3.47E-05,2.707833,0.066,0.0033,0.522654151,0.1,1.00
2022-01-04T22:00:00Z,2022-01-04T22:00:00Z,-0.0000333,0.21412444,0.08,0.058,25.909393,-0.08519663,2.77E-05,2.562004,0.07,0.0033,0.518084149,0.1,1.00
2022-01-04T23:00:00Z,2022-01-04T23:00:00Z,-0.0000203,0.21406582,0.05,0,25.924744,-0.07601846,3.50E-07,2.2161775,0.068,0.0033,0.5002285,0.1,1.00
2022-01-05T00:00:00Z,2022-01-05T00:00:00Z,-0.00000359,0.21401812,0,0,25.62268,-0.06438447,1.40E-06,2.1887856,0.058,0.0033,0.500914,0.1,1.00
2022-01-05T01:00:00Z,2022-01-05T01:00:00Z,-0.00000155,0.21397026,0,0,25.582184,-0.06265509,3.51E-06,2.466881,0.043,0.0033,0.502291529,0.1,1.00
2022-01-05T02:00:00Z,2022-01-05T02:00:00Z,-0.00000115,0.21392345,0,0,25.245789,-0.06208045,1.54E-05,2.694737,0.029,0.0033,0.510054003,0.1,1.00
2022-01-05T03:00:00Z,2022-01-05T03:00:00Z,-0.000000993,0.21387157,0,0,25.03067,-0.06281774,8.41E-06,2.5820804,0.018,0.0033,0.50549053,0.1,1.00
2022-01-05T04:00:00Z,2022-01-05T04:00:00Z,-0.00000152,0.2138279,0,0,24.910614,-0.06463385,1.30E-05,2.2568684,0.012,0.0033,0.508487146,0.1,1.00
2022-01-05T05:00:00Z,2022-01-05T05:00:00Z,-0.00000316,0.21378958,0,0,24.906647,-0.068786524,1.61E-05,1.8002449,0.01,0.0033,0.510511004,0.1,1.00
2022-01-05T06:00:00Z,2022-01-05T06:00:00Z,-0.00000299,0.21374044,0,0,24.953308,-0.072250694,0.000103778,1.6724381,0.011,0.0033,0.567752232,0.1,1.00
2022-01-05T07:00:00Z,2022-01-05T07:00:00Z,-0.00000434,0.21368912,0,0,24.851227,-0.06048118,0.000374442,1.9570343,0.023,0.0033,0.744457219,0.1,1.00
2022-01-05T08:00:00Z,2022-01-05T08:00:00Z,-0.00000182,0.21364224,0,0,24.419342,-0.05710374,0.000213165,1.8383586,0.053,0.0033,0.639166341,0.1,1.00
2022-01-05T09:00:00Z,2022-01-05T09:00:00Z,-0.00000248,0.21359733,0,0,24.48645,-0.058952384,0.000120256,1.6247045,0.093,0.0033,0.578510016,0.1,1.00
2022-01-05T10:00:00Z,2022-01-05T10:00:00Z,-0.00000113,0.21418883,0,0,24.481354,-0.053959418,0.00022789,1.1029488,0.096,0.0033,0.648779666,0.1,1.00
2022-01-05T11:00:00Z,2022-01-05T11:00:00Z,-0.00000196,0.21448377,0,0.009,24.530884,-0.05254448,0.000410553,0.53795046,0.081,0.0033,0.768032552,0.1,1.00
2022-01-05T12:00:00Z,2022-01-05T12:00:00Z,-0.00000364,0.21487275,0.01,0.138,24.565338,-0.052501097,0.000588308,0.6719047,0.055,0.0033,0.884081213,0.1,1.00
2022-01-05T13:00:00Z,2022-01-05T13:00:00Z,-0.0000209,0.21488187,0.09,0.303,24.519928,-0.0753137,0.000434394,1.6285218,0.044,0.0033,0.783597324,0.1,1.00
2022-01-05T14:00:00Z,2022-01-05T14:00:00Z,-0.0000553,0.21483713,0.22,0.448,25.193268,-0.118168645,7.96E-05,2.1389856,0.04,0.0033,0.551967447,0.1,1.00
2022-01-05T15:00:00Z,2022-01-05T15:00:00Z,-0.00007,0.21478467,0.3,0.546,25.513855,-0.12739561,8.31E-05,2.6795304,0.034,0.0033,0.554252447,0.1,1.00
2022-01-05T16:00:00Z,2022-01-05T16:00:00Z,-0.000110405,0.21467978,0.42,0.603,26.053864,-0.15662697,0.00010483,2.8164918,0.034,0.0033,0.568439038,0.1,1.00
2022-01-05T17:00:00Z,2022-01-05T17:00:00Z,-0.000124887,0.21459211,0.45,0.612,26.862213,-0.15935385,7.99E-05,2.8718557,0.042,0.0033,0.552163304,0.1,1.00
2022-01-05T18:00:00Z,2022-01-05T18:00:00Z,-0.000215244,0.2144975,0.64,0.577,27.140045,-0.22510813,0.000190376,2.7930772,0.053,0.0033,0.624288375,0.1,1.00
2022-01-05T19:00:00Z,2022-01-05T19:00:00Z,-0.000100462,0.21449408,0.34,0.466,27.04361,-0.14076981,3.47E-05,2.4198017,0.071,0.0033,0.522654151,0.1,1.00
2022-01-05T20:00:00Z,2022-01-05T20:00:00Z,-0.0000934,0.21444798,0.3,0.344,26.751099,-0.12328088,7.99E-05,2.0085325,0.09,0.0033,0.552163304,0.1,1.00
2022-01-05T21:00:00Z,2022-01-05T21:00:00Z,-0.0000809,0.21526697,0.26,0.204,26.809265,-0.10601964,0.000115698,1.4573759,0.098,0.0033,0.575534292,0.1,1.00
2022-01-05T22:00:00Z,2022-01-05T22:00:00Z,-0.0000349,0.21446542,0.13,0.046,26.736542,-0.06483443,0.000691034,0.91832846,0.102,0.0033,0.95114664,0.1,1.00
2022-01-05T23:00:00Z,2022-01-05T23:00:00Z,-0.0000147,0.21522346,0.05,0,26.585876,-0.045111943,0.001240426,1.3213923,0.107,0.0033,1.309821255,0.1,1.00
2022-01-06T00:00:00Z,2022-01-06T00:00:00Z,-0.00000148,0.21581072,0,0,26.105865,-0.033467107,0.001303183,1.1627064,0.1,0.0033,1.350792625,0.1,1.00
2022-01-06T01:00:00Z,2022-01-06T01:00:00Z,-0.00000393,0.21599229,0,0,25.966736,-0.04619619,0.000893681,1.2402892,0.086,0.0033,1.083446227,0.1,1.00
2022-01-06T02:00:00Z,2022-01-06T02:00:00Z,-0.00000379,0.21598336,0,0,25.603455,-0.04823458,0.000390219,1.1897216,0.069,0.0033,0.75475735,0.1,1.00
2022-01-06T03:00:00Z,2022-01-06T03:00:00Z,-0.00000353,0.2159546,0,0,25.254822,-0.046385933,0.000226839,0.9137336,0.065,0.0033,0.648093513,0.1,1.00
2022-01-06T04:00:00Z,2022-01-06T04:00:00Z,-0.00000292,0.21611902,0,0,25.244995,-0.046787113,0.000389517,0.9700148,0.09,0.0033,0.754299044,0.1,1.00
2022-01-06T05:00:00Z,2022-01-06T05:00:00Z,-0.00000312,0.2160939,0,0,24.99527,-0.053406447,0.000278027,1.3422174,0.125,0.0033,0.681511976,0.1,1.00
2022-01-06T06:00:00Z,2022-01-06T06:00:00Z,-0.00000267,0.21606345,0,0,24.642273,-0.05459912,0.000154966,1.7472785,0.165,0.0033,0.601170695,0.1,1.00
2022-01-06T07:00:00Z,2022-01-06T07:00:00Z,-0.00000374,0.21600935,0,0,24.720886,-0.05194814,0.000139539,1.791258,0.197,0.0033,0.591099064,0.1,1.00
2022-01-06T08:00:00Z,2022-01-06T08:00:00Z,-0.00000351,0.21600978,0,0,25.017761,-0.052289672,0.001297574,2.0617862,0.236,0.0033,1.347130748,0.1,1.00
2022-01-06T09:00:00Z,2022-01-06T09:00:00Z,-0.00000345,0.21596962,0,0,24.796326,-0.055802636,0.001146465,2.4637783,0.242,0.0033,1.248478124,0.1,1.00
2022-01-06T10:00:00Z,2022-01-06T10:00:00Z,-0.00000274,0.2168611,0,0,24.409851,-0.06203707,0.000751337,2.1300104,0.226,0.0033,0.990515897,0.1,1.00
2022-01-06T11:00:00Z,2022-01-06T11:00:00Z,-0.00000246,0.21683225,0,0.013,24.459412,-0.062449094,0.000826366,2.377587,0.2,0.0033,1.039499133,0.1,1.00
2022-01-06T12:00:00Z,2022-01-06T12:00:00Z,-0.00000321,0.21679658,0,0.178,24.443237,-0.06527898,0.000465247,2.6986635,0.179,0.0033,0.803739933,0.1,1.00
2022-01-06T13:00:00Z,2022-01-06T13:00:00Z,-0.0000147,0.21677674,0.05,0.367,24.53952,-0.081564404,0.000239811,3.047191,0.201,0.0033,0.656562379,0.1,1.00
2022-01-06T14:00:00Z,2022-01-06T14:00:00Z,-0.0000399,0.21677184,0.14,0.526,24.950836,-0.11373948,0.000213165,3.3255622,0.229,0.0033,0.639166341,0.1,1.00
2022-01-06T15:00:00Z,2022-01-06T15:00:00Z,-0.0000733,0.21677013,0.22,0.629,25.231384,-0.15261523,0.000172496,3.3538697,0.236,0.0033,0.612615285,0.1,1.00
2022-01-06T16:00:00Z,2022-01-06T16:00:00Z,-0.000119978,0.21673544,0.33,0.683,25.608276,-0.19163735,0.000184066,3.156713,0.219,0.0033,0.620168845,0.1,1.00
2022-01-06T17:00:00Z,2022-01-06T17:00:00Z,-0.000144175,0.21662633,0.36,0.69,26.01654,-0.2048869,0.00019844,3.3709724,0.181,0.0033,0.629553016,0.1,1.00
2022-01-06T18:00:00Z,2022-01-06T18:00:00Z,-0.000167554,0.21658124,0.42,0.637,25.92395,-0.21120264,0.000303269,3.2875893,0.135,0.0033,0.697991402,0.1,1.00
2022-01-06T19:00:00Z,2022-01-06T19:00:00Z,-0.000140607,0.21654068,0.41,0.543,25.92984,-0.20420381,0.002768344,3.0754251,0.078,0.0033,2.307333782,0.1,1.00
2022-01-06T20:00:00Z,2022-01-06T20:00:00Z,-0.000124728,0.21652175,0.35,0.394,25.418121,-0.18014975,0.002852488,2.9631777,0.033,0.0033,2.362267812,0.1,1.00
2022-01-06T21:00:00Z,2022-01-06T21:00:00Z,-0.000042,0.21650839,0.12,0.198,25.675201,-0.09910213,0.003406087,2.4346495,0.018,0.0033,2.723688999,0.1,1.00
2022-01-06T22:00:00Z,2022-01-06T22:00:00Z,-0.0000334,0.21817422,0.09,0.037,25.3107,-0.095995754,0.001696207,2.6151285,0.026,0.0033,1.60738124,0.1,1.00
2022-01-06T23:00:00Z,2022-01-06T23:00:00Z,-0.0000123,0.21829896,0.03,0,25.148102,-0.07438667,0.001136297,2.1405044,0.041,0.0033,1.24183987,0.1,1.00
