source,ac-elec-bus,ac-elec-bus,battery-storage,battery-storage,biogas,biogas-bus,biomass-cogeneration,dc-elec-bus,dc-elec-bus,dc-elec-bus,diesel,diesel-bus,diesel-generator,drinking-water-bus,drinking-water-storage,drinking-water-storage,grid,hydro-power,inverter,pv-panel,wind-turbine
2022-01-01 13:00:00,233.56631,47.00138333333334,27.917187,0.0,1121.1985,1121.1985,280.29962,7.5860643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5860643,0.26807143
2022-01-01 14:00:00,255.49269,25.00175,33.54027,0.0,1121.1985,1121.1985,280.29962,6.24787,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,6.24787,0.19482084
2022-01-01 15:00:00,247.48196,33.00161666666666,35.150915,0.0,1121.1985,1121.1985,280.29962,1.7896051,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.7896051,0.18395459
2022-01-01 16:00:00,45.610248,234.83435,35.150915,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.14497816
2022-01-01 17:00:00,230.11335,50.33521666666666,35.150915,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14895063
2022-01-01 18:00:00,195.64416,84.81773333333332,35.150915,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.16227583
2022-01-01 19:00:00,195.38797,85.1006,35.150915,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.18894571
2022-01-01 20:00:00,243.51335,37.00173333333333,35.150915,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.21546021
2022-01-01 21:00:00,254.15583,26.3181,35.150915,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17431383
2022-01-01 22:00:00,236.62154,43.985716666666654,35.150915,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.30764201
2022-01-01 23:00:00,0.0,799.7181,-7.1054274e-15,31.635823,1121.1985,1121.1985,280.29962,0.0,0.0,31.635823,0.0,0.0,0.0,0.0,-0.0,0.0,487.82256,1.5,29.737674,0.0,0.35824957
2022-01-02 00:00:00,259.04448,21.5834,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.32826068
2022-01-02 01:00:00,245.47972,35.11685,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29694589
2022-01-02 02:00:00,248.3824,32.316716666666665,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.39949504
2022-01-02 03:00:00,246.56924,34.18333333333334,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.4529514
2022-01-02 04:00:00,247.61001,33.1335,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.44388856
2022-01-02 05:00:00,248.71045,31.9671,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37792951
2022-01-02 06:00:00,253.00374,27.65108333333333,-0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.35520058
2022-01-02 07:00:00,0.41835734,0.00105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.41940734
2022-01-02 08:00:00,251.1294,29.66751666666667,1.3124377,0.0,1121.1985,1121.1985,280.29962,1.4582641,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.4582641,0.49729845
2022-01-02 09:00:00,222.81704,58.0002,7.3921193,0.0,1121.1985,1121.1985,280.29962,6.7552018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7552018,0.51762182
2022-01-02 10:00:00,210.96121,70.0,19.634996,0.0,1121.1985,1121.1985,280.29962,13.603196,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,13.603196,0.66159485
2022-01-02 11:00:00,210.65243,70.00013333333334,35.693843,0.0,1121.1985,1121.1985,280.29962,17.843164,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,17.843164,0.35294858
2022-01-02 12:00:00,213.64938,66.83465,48.489991,0.0,1121.1985,1121.1985,280.29962,14.217942,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,14.217942,0.1844135
2022-01-02 13:00:00,223.0123,58.00203333333334,59.222319,0.0,1121.1985,1121.1985,280.29962,11.924809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.924809,0.714715
2022-01-02 14:00:00,222.35179,59.00201666666666,66.524252,0.0,1121.1985,1121.1985,280.29962,8.113259,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,8.113259,1.0541883
2022-01-02 15:00:00,277.03778,4.3359000000000005,67.386928,0.0,1121.1985,1121.1985,280.29962,0.95852812,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.95852812,1.0740607
2022-01-02 16:00:00,101.89354,179.66766666666666,67.386928,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.2615862
2022-01-02 17:00:00,0.0,503.3339,1.4210855e-14,60.648235,1121.1985,1121.1985,280.29962,0.0,0.0,60.648235,0.0,0.0,0.0,0.0,0.0,0.0,163.43092,1.5,57.009341,0.0,1.094016
2022-01-02 18:00:00,194.612,86.91684999999998,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.229227
2022-01-02 19:00:00,192.18858,89.36669999999998,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.2556595
2022-01-02 20:00:00,201.45196,79.88343333333333,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0357765
2022-01-02 21:00:00,244.38571,36.91793333333334,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0040187
2022-01-02 22:00:00,0.0,344.75266666666664,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,62.234666,1.5,0.0,0.0,0.71838146
2022-01-02 23:00:00,192.47278,88.33578333333331,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.50894439
2022-01-03 00:00:00,250.65323,30.10035,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.45396052
2022-01-03 01:00:00,241.84328,38.96683333333333,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51049414
2022-01-03 02:00:00,253.16398,27.883866666666663,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.74822656
2022-01-03 03:00:00,250.39449,30.80048333333333,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.89535246
2022-01-03 04:00:00,247.28277,34.41685,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.4
2022-01-03 05:00:00,247.51509,34.184533333333334,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4
2022-01-03 06:00:00,248.09749,33.602133333333335,-0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.4
2022-01-03 07:00:00,234.41826,47.167983333333325,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.2866212
2022-01-03 08:00:00,212.96524,68.3335,0.93103375,0.0,1121.1985,1121.1985,280.29962,1.0344819,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0344819,0.99912135
2022-01-03 09:00:00,220.25646,60.83425,9.8648752,0.0,1121.1985,1121.1985,280.29962,9.9264905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9264905,0.79108687
2022-01-03 10:00:00,219.12136,62.0008,25.049988,0.0,1121.1985,1121.1985,280.29962,16.872348,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,16.872348,0.82254066
2022-01-03 11:00:00,247.27817,33.8342,51.078921,0.0,1121.1985,1121.1985,280.29962,28.921037,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,28.921037,0.81274685
2022-01-03 12:00:00,0.0,437.00055,0.0,45.971029,1121.1985,1121.1985,280.29962,0.0,0.0,71.889004,0.0,0.0,0.0,0.0,-0.0,0.0,86.769621,1.5,67.575664,25.917975,0.85564526
2022-01-03 13:00:00,254.39973,26.66865,22.745216,0.0,1121.1985,1121.1985,280.29962,25.272462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.272462,0.76876249
2022-01-03 14:00:00,271.08055,10.001999999999995,34.075958,0.0,1121.1985,1121.1985,280.29962,12.589714,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,12.589714,0.78293202
2022-01-03 15:00:00,236.63605,44.33498333333334,37.964405,0.0,1121.1985,1121.1985,280.29962,4.3204965,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,4.3204965,0.67141738
2022-01-03 16:00:00,182.98178,98.00215,37.964405,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.68430593
2022-01-03 17:00:00,36.07424,244.8352,37.964405,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60982042
2022-01-03 18:00:00,202.34989,78.6337,37.964405,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.68397206
2022-01-03 19:00:00,183.89245,96.86676666666663,37.964405,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.45959437
2022-01-03 20:00:00,185.30259,95.55025,37.964405,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.55321722
2022-01-03 21:00:00,202.62934,78.26773333333334,37.964405,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59745301
2022-01-03 22:00:00,192.94933,87.88533333333332,37.964405,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.53504531
2022-01-03 23:00:00,0.0,402.6025666666666,0.0,34.167965,1121.1985,1121.1985,280.29962,0.0,0.0,34.167965,0.0,0.0,0.0,0.0,-0.0,0.0,88.233454,1.5,32.117887,0.0,0.45160629
2022-01-04 00:00:00,250.17349,30.567566666666668,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.44144067
2022-01-04 01:00:00,249.61067,31.150616666666664,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46167142
2022-01-04 02:00:00,245.91865,34.766683333333326,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.38571639
2022-01-04 03:00:00,244.57438,36.050066666666666,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.32482407
2022-01-04 04:00:00,247.09783,33.48355,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.28175644
2022-01-04 05:00:00,243.05024,37.45061666666666,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20123448
2022-01-04 06:00:00,244.91385,35.5849,-0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.19913001
2022-01-04 07:00:00,270.77873,9.6845,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.1636111
2022-01-04 08:00:00,256.81655,23.66718333333333,0.95216185,0.0,1121.1985,1121.1985,280.29962,1.0579576,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0579576,0.18411162
2022-01-04 09:00:00,239.44725,41.00131666666665,6.6718886,0.0,1121.1985,1121.1985,280.29962,6.355252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.355252,0.14894897
2022-01-04 10:00:00,228.40916,52.00113333333333,19.496668,0.0,1121.1985,1121.1985,280.29962,14.249755,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,14.249755,0.11067847
2022-01-04 11:00:00,229.91072,50.50078333333333,32.674702,0.0,1121.1985,1121.1985,280.29962,14.642259,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,14.642259,0.11188333
2022-01-04 12:00:00,210.39387,70.00065,46.500663,0.0,1121.1985,1121.1985,280.29962,15.36218,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,15.36218,0.094896247
2022-01-04 13:00:00,143.72264,136.6676,56.439778,0.0,1121.1985,1121.1985,280.29962,11.043461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.043461,0.090623733
2022-01-04 14:00:00,210.47153,70.001,61.836725,0.0,1121.1985,1121.1985,280.29962,5.996607,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,5.996607,0.17291246
2022-01-04 15:00:00,0.0,503.3339,61.836725,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,2.6411749,0.0,0.0,0.0,0.0,-0.0,0.0,218.86352,1.5,2.4827045,2.6411749,0.1880524
2022-01-04 16:00:00,99.619651,181.00145,61.836725,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.32148139
2022-01-04 17:00:00,0.0,553.4506333333334,2.1316282e-14,55.653052,1121.1985,1121.1985,280.29962,0.0,0.0,55.653052,0.0,0.0,0.0,0.0,0.0,0.0,218.87879,1.5,52.313869,0.0,0.45835844
2022-01-04 18:00:00,194.37302,86.33393333333333,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.40733758
2022-01-04 19:00:00,193.00415,87.61693333333332,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.32146611
2022-01-04 20:00:00,192.11772,88.43356666666665,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.25166446
2022-01-04 21:00:00,216.43879,64.08515,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22431874
2022-01-04 22:00:00,261.35613,19.1361,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.19261308
2022-01-04 23:00:00,253.71364,26.71806666666667,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.13208653
2022-01-05 00:00:00,240.22586,40.133633333333336,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.059872042
2022-01-05 01:00:00,241.818,38.616716666666655,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1351016
2022-01-05 02:00:00,244.20437,36.283383333333326,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.18812894
2022-01-05 03:00:00,251.90481,28.58373333333333,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.1889286
2022-01-05 04:00:00,243.36747,37.10015,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.1679971
2022-01-05 05:00:00,235.48934,45.033583333333326,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22330807
2022-01-05 06:00:00,252.4732,28.116733333333336,-0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.29031091
2022-01-05 07:00:00,270.91807,9.783866666666668,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.40231758
2022-01-05 08:00:00,247.82596,33.000733333333336,1.6156318,0.0,1121.1985,1121.1985,280.29962,1.7951465,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.7951465,0.52707349
2022-01-05 09:00:00,217.25731,63.66688333333334,14.18193,0.0,1121.1985,1121.1985,280.29962,13.962554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.962554,0.6245747
2022-01-05 10:00:00,210.86887,70.0,43.951586,0.0,1121.1985,1121.1985,280.29962,33.077395,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,33.077395,0.56924797
2022-01-05 11:00:00,215.56168,65.3338,85.259895,0.0,1121.1985,1121.1985,280.29962,45.898121,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,45.898121,0.5958571
2022-01-05 12:00:00,237.17408,44.16838333333334,125.82126,0.0,1121.1985,1121.1985,280.29962,45.068178,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,45.068178,1.0428462
2022-01-05 13:00:00,0.0,750.33395,0.0,113.23913,1121.1985,1121.1985,280.29962,0.0,0.0,141.51296,0.0,0.0,0.0,0.0,0.0,0.0,334.44222,1.5,133.02219,28.273835,1.0699264
2022-01-05 14:00:00,211.49402,70.001,12.699206,0.0,1121.1985,1121.1985,280.29962,14.110229,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,14.110229,1.1954006
2022-01-05 15:00:00,211.34978,70.001,15.934912,0.0,1121.1985,1121.1985,280.29962,3.5952284,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,3.5952284,1.0511611
2022-01-05 16:00:00,228.23947,53.001283333333326,15.934912,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.94112894
2022-01-05 17:00:00,0.0,494.81743333333327,0.0,14.341421,1121.1985,1121.1985,280.29962,0.0,0.0,14.341421,0.0,0.0,0.0,0.0,0.0,0.0,198.62836,1.5,13.480935,0.0,0.90851854
2022-01-05 18:00:00,195.0321,86.23425,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.96672574
2022-01-05 19:00:00,194.99877,86.4172,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.1163465
2022-01-05 20:00:00,191.13982,90.20003333333332,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0402287
2022-01-05 21:00:00,207.95787,73.18363333333332,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84188577
2022-01-05 22:00:00,227.14529,53.63536666666666,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.48103739
2022-01-05 23:00:00,274.35645,6.418200000000001,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.47503359
2022-01-06 00:00:00,250.23929,30.5668,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.50646854
2022-01-06 01:00:00,243.02749,37.91675,0.0,0.0,1121.1985,1121.1985,280.29962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64461953
