source,apv-system,apv-system,apv-system,back-up-water,biomass-bus,electricity-bus,rain,rain-bus,solar-energy-bus,sun,water-bus-in,water-bus-out
2022-01-04 06:00:00,1e-07,1e-07,1e-07,35.11,1e-07,1e-07,1e-07,1e-07,1e-07,1.0000000000000001e-07,35.11,1e-07
2022-01-04 07:00:00,1e-07,1e-07,1e-07,36.48,1e-07,1e-07,1e-07,1e-07,1e-07,1.0000000000000001e-07,36.48,1e-07
2022-01-04 08:00:00,1e-07,0.43,1e-07,37.12,1e-07,0.43,1e-07,1e-07,6372.05,6372.05,37.12,1e-07
2022-01-04 09:00:00,1e-07,8.14,1e-07,74.63,1e-07,8.14,1e-07,1e-07,123930.87,123930.87,74.63,1e-07
2022-01-04 10:00:00,1e-07,19.23,1e-07,167.9,1e-07,19.23,1e-07,1e-07,304593.54,304593.54000000004,167.9,1e-07
2022-01-04 11:00:00,1e-07,28.47,1e-07,207.99,1e-07,28.47,1e-07,1e-07,465333.68,465333.68,207.99,1e-07
2022-01-04 12:00:00,1e-07,34.36,1e-07,207.99,1e-07,34.36,1e-07,1e-07,572535.95,572535.95,207.99,1e-07
2022-01-04 13:00:00,1e-07,35.49,1e-07,207.99,1e-07,35.49,1e-07,1e-07,595083.2,595083.2000000001,207.99,1e-07
2022-01-04 14:00:00,1e-07,34.38,1e-07,207.99,1e-07,34.38,1e-07,1e-07,575729.86,575729.86,207.99,1e-07
2022-01-04 15:00:00,1e-07,30.0,1e-07,207.99,1e-07,30.0,1e-07,1e-07,496087.13,496087.13,207.99,1e-07
2022-01-04 16:00:00,1e-07,20.66,1e-07,178.69,1e-07,20.66,1e-07,1e-07,333338.93,333338.93,178.69,1e-07
2022-01-04 17:00:00,1e-07,11.25,1e-07,126.34,1e-07,11.25,1e-07,1e-07,177531.98,177531.98,126.34,1e-07
2022-01-04 18:00:00,1e-07,2.15,1e-07,56.63,1e-07,2.15,1e-07,1e-07,33204.23,33204.23,56.63,1e-07
2022-01-04 19:00:00,1e-07,1e-07,1e-07,25.14,1e-07,1e-07,1e-07,1e-07,1e-07,1.0000000000000001e-07,25.14,1e-07
2022-01-04 20:00:00,1e-07,1e-07,1e-07,26.09,1e-07,1e-07,1e-07,1e-07,1e-07,1.0000000000000001e-07,26.09,1e-07
2022-01-04 21:00:00,1e-07,1e-07,1e-07,25.37,1e-07,1e-07,1e-07,1e-07,1e-07,1.0000000000000001e-07,25.37,1e-07
2022-01-04 22:00:00,1e-07,1e-07,1e-07,27.35,1e-07,1e-07,1e-07,1e-07,1e-07,1.0000000000000001e-07,27.35,1e-07
2022-01-04 23:00:00,1e-07,1e-07,1e-07,29.16,1e-07,1e-07,1e-07,1e-07,1e-07,1.0000000000000001e-07,29.16,1e-07
2022-01-05 00:00:00,1e-07,1e-07,1e-07,33.67,1e-07,1e-07,1e-07,1e-07,1e-07,1.0000000000000001e-07,33.67,1e-07
2022-01-05 01:00:00,1e-07,1e-07,1e-07,39.41,1e-07,1e-07,1e-07,1e-07,1e-07,1.0000000000000001e-07,39.41,1e-07
2022-01-05 02:00:00,1e-07,1e-07,1e-07,43.68,1e-07,1e-07,1e-07,1e-07,1e-07,1.0000000000000001e-07,43.68,1e-07
2022-01-05 03:00:00,1e-07,1e-07,1e-07,44.03,1e-07,1e-07,1e-07,1e-07,1e-07,1.0000000000000001e-07,44.03,1e-07
2022-01-05 04:00:00,1e-07,1e-07,1e-07,45.67,1e-07,1e-07,1e-07,1e-07,1e-07,1.0000000000000001e-07,45.67,1e-07
2022-01-05 05:00:00,1e-07,1e-07,1e-07,43.24,1e-07,1e-07,1e-07,1e-07,1e-07,1.0000000000000001e-07,43.24,1e-07
2022-01-05 06:00:00,1e-07,1e-07,1e-07,40.5,1e-07,1e-07,1e-07,1e-07,1e-07,1.0000000000000001e-07,40.5,1e-07
2022-01-05 07:00:00,1e-07,1e-07,1e-07,40.34,1e-07,1e-07,1e-07,1e-07,1e-07,1.0000000000000001e-07,40.34,1e-07
2022-01-05 08:00:00,1e-07,0.45,1e-07,40.26,1e-07,0.45,1e-07,1e-07,6672.47,6672.469999999999,40.26,1e-07
2022-01-05 09:00:00,1e-07,8.64,1e-07,78.6,1e-07,8.64,1e-07,1e-07,131235.8,131235.80000000002,78.6,1e-07
2022-01-05 10:00:00,1e-07,20.27,1e-07,177.77,1e-07,20.27,1e-07,1e-07,320800.35,320800.35,177.77,1e-07
2022-01-05 11:00:00,1e-07,29.73,1e-07,207.99,1e-07,29.73,1e-07,1e-07,485303.65,485303.65,207.99,1e-07
2022-01-05 12:00:00,1e-07,35.94,1e-07,207.99,1e-07,35.94,1e-07,1e-07,598466.86,598466.86,207.99,1e-07
2022-01-05 13:00:00,1e-07,38.54,1e-07,207.99,1e-07,38.54,1e-07,1e-07,647482.67,647482.67,207.99,1e-07
2022-01-05 14:00:00,1e-07,37.42,1e-07,207.99,1e-07,37.42,1e-07,1e-07,627512.63,627512.6299999999,207.99,1e-07
2022-01-05 15:00:00,1e-07,32.58,1e-07,207.99,1e-07,32.58,1e-07,1e-07,539964.1,539964.1,207.99,1e-07
2022-01-05 16:00:00,1e-07,24.42,1e-07,191.52,1e-07,24.42,1e-07,1e-07,396300.48,396300.48,191.52,1e-07
2022-01-05 17:00:00,1e-07,13.51,1e-07,128.69,1e-07,13.51,1e-07,1e-07,213582.29,213582.29,128.69,1e-07
2022-01-05 18:00:00,1e-07,2.69,1e-07,53.91,1e-07,2.69,1e-07,1e-07,41457.85,41457.85,53.91,1e-07
2022-01-05 19:00:00,1e-07,1e-07,1e-07,17.7,1e-07,1e-07,1e-07,1e-07,1e-07,1.0000000000000001e-07,17.7,1e-07
2022-01-05 20:00:00,1e-07,1e-07,1e-07,21.42,1e-07,1e-07,1e-07,1e-07,1e-07,1.0000000000000001e-07,21.42,1e-07
2022-01-05 21:00:00,1e-07,1e-07,1e-07,21.95,1e-07,1e-07,1e-07,1e-07,1e-07,1.0000000000000001e-07,21.95,1e-07
2022-01-05 22:00:00,1e-07,1e-07,1e-07,15.76,1e-07,1e-07,1e-07,1e-07,1e-07,1.0000000000000001e-07,15.76,1e-07
2022-01-05 23:00:00,1e-07,1e-07,1e-07,18.19,1e-07,1e-07,1e-07,1e-07,1e-07,1.0000000000000001e-07,18.19,1e-07
2022-01-06 00:00:00,1e-07,1e-07,1e-07,22.31,1e-07,1e-07,1e-07,1e-07,1e-07,1.0000000000000001e-07,22.31,1e-07
2022-01-06 01:00:00,1e-07,1e-07,1e-07,27.04,1e-07,1e-07,1e-07,1e-07,1e-07,1.0000000000000001e-07,27.04,1e-07
2022-01-06 02:00:00,1e-07,1e-07,1e-07,31.43,1e-07,1e-07,1e-07,1e-07,1e-07,1.0000000000000001e-07,31.43,1e-07
2022-01-06 03:00:00,1e-07,1e-07,1e-07,35.72,1e-07,1e-07,1e-07,1e-07,1e-07,1.0000000000000001e-07,35.72,1e-07
2022-01-06 04:00:00,1e-07,1e-07,1e-07,38.11,1e-07,1e-07,1e-07,1e-07,1e-07,1.0000000000000001e-07,38.11,1e-07
2022-01-06 05:00:00,1e-07,1e-07,1e-07,41.61,1e-07,1e-07,1e-07,1e-07,1e-07,1.0000000000000001e-07,41.61,1e-07
2022-01-06 06:00:00,1e-07,1e-07,1e-07,40.73,1e-07,1e-07,1e-07,1e-07,1e-07,1.0000000000000001e-07,40.73,1e-07
2022-01-06 07:00:00,1e-07,1e-07,1e-07,40.71,1e-07,1e-07,1e-07,1e-07,1e-07,1.0000000000000001e-07,40.71,1e-07
2022-01-06 08:00:00,1e-07,0.44,1e-07,41.63,1e-07,0.44,1e-07,1e-07,6625.04,6625.04,41.63,1e-07
2022-01-06 09:00:00,1e-07,8.64,1e-07,84.25,1e-07,8.64,1e-07,1e-07,131662.7,131662.7,84.25,1e-07
2022-01-06 10:00:00,1e-07,20.42,1e-07,179.05,1e-07,20.42,1e-07,1e-07,322381.53,322381.52999999997,179.05,1e-07
2022-01-06 11:00:00,1e-07,29.96,1e-07,207.99,1e-07,29.96,1e-07,1e-07,487216.83,487216.83,207.99,1e-07
2022-01-06 12:00:00,1e-07,36.14,1e-07,207.99,1e-07,36.14,1e-07,1e-07,600490.7,600490.7,207.99,1e-07
2022-01-06 13:00:00,1e-07,38.67,1e-07,207.99,1e-07,38.67,1e-07,1e-07,648526.2,648526.2000000001,207.99,1e-07
2022-01-06 14:00:00,1e-07,37.56,1e-07,207.99,1e-07,37.56,1e-07,1e-07,629346.8,629346.8,207.99,1e-07
2022-01-06 15:00:00,1e-07,32.78,1e-07,207.99,1e-07,32.78,1e-07,1e-07,543363.6,543363.6,207.99,1e-07
2022-01-06 16:00:00,1e-07,24.62,1e-07,206.08,1e-07,24.62,1e-07,1e-07,399747.4,399747.4,206.08,1e-07
2022-01-06 17:00:00,1e-07,13.71,1e-07,140.16,1e-07,13.71,1e-07,1e-07,216776.21,216776.21,140.16,1e-07
2022-01-06 18:00:00,1e-07,2.8,1e-07,61.05,1e-07,2.8,1e-07,1e-07,43133.89,43133.89,61.05,1e-07
2022-01-06 19:00:00,1e-07,1e-07,1e-07,32.36,1e-07,1e-07,1e-07,1e-07,1e-07,1.0000000000000001e-07,32.36,1e-07
2022-01-06 20:00:00,1e-07,1e-07,1e-07,17.91,1e-07,1e-07,1e-07,1e-07,1e-07,1.0000000000000001e-07,17.91,1e-07
2022-01-06 21:00:00,1e-07,1e-07,1e-07,20.89,1e-07,1e-07,1e-07,1e-07,1e-07,1.0000000000000001e-07,20.89,1e-07
2022-01-06 22:00:00,1e-07,1e-07,1e-07,21.43,1e-07,1e-07,1e-07,1e-07,1e-07,1.0000000000000001e-07,21.43,1e-07
2022-01-06 23:00:00,1e-07,1e-07,1e-07,20.6,1e-07,1e-07,1e-07,1e-07,1e-07,1.0000000000000001e-07,20.6,1e-07
2022-01-07 00:00:00,1e-07,1e-07,1e-07,21.94,1e-07,1e-07,1e-07,1e-07,1e-07,1.0000000000000001e-07,21.94,1e-07
2022-01-07 01:00:00,1e-07,1e-07,1e-07,22.58,1e-07,1e-07,1e-07,1e-07,1e-07,1.0000000000000001e-07,22.58,1e-07
2022-01-07 02:00:00,1e-07,1e-07,1e-07,24.67,1e-07,1e-07,1e-07,1e-07,1e-07,1.0000000000000001e-07,24.67,1e-07
2022-01-07 03:00:00,1e-07,1e-07,1e-07,28.34,1e-07,1e-07,1e-07,1e-07,1e-07,1.0000000000000001e-07,28.34,1e-07
2022-01-07 04:00:00,1e-07,1e-07,1e-07,28.97,1e-07,1e-07,1e-07,1e-07,1e-07,1.0000000000000001e-07,28.97,1e-07
2022-01-07 05:00:00,1e-07,1e-07,1e-07,30.06,1e-07,1e-07,1e-07,1e-07,1e-07,1.0000000000000001e-07,30.06,1e-07
2022-01-07 06:00:00,1e-07,1e-07,1e-07,32.29,1e-07,1e-07,1e-07,1e-07,1e-07,1.0000000000000001e-07,32.29,1e-07
2022-01-07 07:00:00,1e-07,1e-07,1e-07,32.65,1e-07,1e-07,1e-07,1e-07,1e-07,1.0000000000000001e-07,32.65,1e-07
2022-01-07 08:00:00,1e-07,0.44,1e-07,35.01,1e-07,0.44,1e-07,1e-07,6545.97,6545.969999999999,35.01,1e-07
2022-01-07 09:00:00,1e-07,8.6,1e-07,77.43,1e-07,8.6,1e-07,1e-07,130793.06,130793.06,77.43,1e-07
2022-01-07 10:00:00,1e-07,20.31,1e-07,178.74,1e-07,20.31,1e-07,1e-07,320294.37,320294.37,178.74,1e-07
2022-01-07 11:00:00,1e-07,29.85,1e-07,207.99,1e-07,29.85,1e-07,1e-07,484734.44,484734.44,207.99,1e-07
2022-01-07 12:00:00,1e-07,36.11,1e-07,207.99,1e-07,36.11,1e-07,1e-07,598008.36,598008.36,207.99,1e-07
2022-01-07 13:00:00,1e-07,38.71,1e-07,207.99,1e-07,38.71,1e-07,1e-07,647292.9,647292.9,207.99,1e-07
2022-01-07 14:00:00,1e-07,37.61,1e-07,207.99,1e-07,37.61,1e-07,1e-07,627433.6,627433.6,207.99,1e-07
2022-01-07 15:00:00,1e-07,32.79,1e-07,207.99,1e-07,32.79,1e-07,1e-07,541023.5,541023.5,207.99,1e-07
2022-01-07 16:00:00,1e-07,24.68,1e-07,203.15,1e-07,24.68,1e-07,1e-07,399636.7,399636.7,203.15,1e-07
2022-01-07 17:00:00,1e-07,13.82,1e-07,143.62,1e-07,13.82,1e-07,1e-07,218562.96,218562.96,143.62,1e-07
2022-01-07 18:00:00,1e-07,2.91,1e-07,58.7,1e-07,2.91,1e-07,1e-07,44794.1,44794.1,58.7,1e-07
2022-01-07 19:00:00,1e-07,1e-07,1e-07,40.93,1e-07,1e-07,1e-07,1e-07,1e-07,1.0000000000000001e-07,40.93,1e-07
2022-01-07 20:00:00,1e-07,1e-07,1e-07,28.78,1e-07,1e-07,1e-07,1e-07,1e-07,1.0000000000000001e-07,28.78,1e-07
2022-01-07 21:00:00,1e-07,1e-07,1e-07,15.0,1e-07,1e-07,1e-07,1e-07,1e-07,1.0000000000000001e-07,15.0,1e-07
2022-01-07 22:00:00,1e-07,1e-07,1e-07,18.57,1e-07,1e-07,1e-07,1e-07,1e-07,1.0000000000000001e-07,18.57,1e-07
2022-01-07 23:00:00,1e-07,1e-07,1e-07,18.16,1e-07,1e-07,1e-07,1e-07,1e-07,1.0000000000000001e-07,18.16,1e-07
2022-01-08 00:00:00,,,,,,,,,,,,
