source,ac-elec-bus,ac-elec-bus,ac-elec-bus,ac-elec-bus,ac-elec-bus,battery-storage,battery-storage,bottled-water,brine-bus,condensed-water,dc-elec-bus,dc-elec-bus,diesel,diesel-bus,diesel-generator,drinking-water-bus,drinking-water-bus,drinking-water-bus,drinking-water-storage,drinking-water-storage,electricity-grid,groundwater,groundwater-bus,inverter,photovoltaics,precipitation,rainwater-harvesting,seawater-bus,seawater-reverse-osmosis,seawater-reverse-osmosis,seawater-source,service-water-bus,service-water-bus,service-water-bus,service-water-bus,service-water-storage,service-water-storage,solar-resource,water pump,water-filtration-system,water-truck,wind-resource,wind-turbine
target,elec-demand,electricity-excess,seawater-reverse-osmosis,water pump,water-filtration-system,nan,dc-elec-bus,drinking-water-bus,brine-excess,service-water-bus,battery-storage,inverter,diesel-bus,diesel-generator,ac-elec-bus,drinking-water-demand,drinking-water-storage,excess-drinking-water,nan,drinking-water-bus,ac-elec-bus,groundwater-bus,water pump,ac-elec-bus,dc-elec-bus,precipitation-bus,service-water-bus,seawater-reverse-osmosis,brine-bus,drinking-water-bus,seawater-bus,excess-service-water,service-water-demand,service-water-storage,water-filtration-system,nan,service-water-bus,solar-bus,service-water-bus,drinking-water-bus,service-water-bus,wind-bus,dc-elec-bus
var_name,flow,flow,flow,flow,flow,storage_content,flow,flow,flow,flow,flow,flow,flow,flow,flow,flow,flow,flow,storage_content,flow,flow,flow,flow,flow,flow,flow,flow,flow,flow,flow,flow,flow,flow,flow,flow,storage_content,flow,flow,flow,flow,flow,flow,flow
2022-02-27 14:00:00,64.07284935,15.529458,0.0,4.0381282,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,88.979186,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8792127,9.8792127,83.640435,88.979186,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,9.482512667,0.4,0.0,1.5961916,0.0,0.0,9.8792127,0.0,0.0,0.0,0.0
2022-02-27 15:00:00,71.45198362,19.57159,0.0,3.9737893,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,101.06102,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7218087,9.7218087,94.997363,101.06102,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,9.325108667,0.4,0.0,1.9881916,0.0,0.0,9.7218087,0.0,0.0,0.0,0.0
2022-02-27 16:00:00,58.81523597,38.078067,0.0,4.3086568,0.075117,0.0,0.0,0.0,-0.0,0.0033,0.0,107.74157,0.0,0.0,-0.0,0.075117,0.0,0.0,0.0,0.0,0.0,10.541056,10.541056,101.27708,107.74157,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,10.06923933,0.4,0.075117,2.3801916,0.0,0.0,10.541056,0.075117,0.0,0.0,0.0
2022-02-27 17:00:00,56.9793961,39.60561,0.0,4.0238955,0.00012,0.0,0.0,0.0,-0.0,0.0033,0.0,107.03087,0.0,0.0,-0.0,0.00012,0.0,0.0,0.0,0.0,0.0,9.8443927,9.8443927,100.60902,107.03087,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,9.447572667,0.4,0.00012,2.7721916,0.0,0.0,9.8443927,0.00012,0.0,0.0,0.0
2022-02-27 18:00:00,57.36140468,34.575058,0.0,0.16730138,0.0126,0.073571054,0.0,0.0,-0.0,0.0033,0.079968536,97.996132,0.0,0.0,-0.0,0.0126,0.0,0.0,0.0,0.0,0.0,0.4093,0.4093,92.116364,98.0761,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.4,0.0126,3.1641916,0.0,0.0,0.4093,0.0126,0.0,0.0,0.0
2022-02-27 19:00:00,61.87569555,15.10872,0.0,0.16730138,0.0126,0.91963817,0.0,0.0,-0.0,0.0033,0.91963817,82.089699,0.0,0.0,-0.0,0.0126,0.0,0.0,0.0,0.0,0.0,0.4093,0.4093,77.164317,83.009337,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.4,0.0126,3.5561916,0.0,0.0,0.4093,0.0126,0.0,0.0,0.0
2022-02-27 20:00:00,69.80984305,0.0,0.0,0.0,0.0126,0.0,0.84606712,0.0,-0.0,0.0033,0.0,60.970981,0.0,0.0,-0.0,0.0126,0.0,0.0,0.0,0.0,12.509721,0.0,-0.0,57.312722,60.124914,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0126,3.5467018,0.0093,0.0,0.0,0.0126,0.0,0.0,0.0
2022-02-27 21:00:00,66.80181552,0.0,0.0,0.0,0.0126,0.0,0.0,0.0,-0.0,0.0033,0.0,31.128501,0.0,0.0,-0.0,0.0126,0.0,0.0,0.0,0.0,37.553624,0.0,-0.0,29.260791,31.128501,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0126,3.537212,0.0093,0.0,0.0,0.0126,0.0,0.0,0.0
2022-02-27 22:00:00,55.32266142,0.0,0.0,0.0,0.0126,0.0,0.0,0.0,-0.0,0.0033,0.0,3.8377604,0.0,0.0,-0.0,0.0126,0.0,0.0,0.0,0.0,51.727767,0.0,-0.0,3.6074948,3.8377604,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0126,3.5277222,0.0093,0.0,0.0,0.0126,0.0,0.0,0.0
2022-02-27 23:00:00,19.74984178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,19.749842,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0033,0.0,3.5309562,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-28 00:00:00,8.6927587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,8.6927587,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0033,0.0,3.5341902,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-28 01:00:00,18.08945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,18.08945,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0033,0.0,3.5374242,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-28 02:00:00,29.31028575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,29.310286,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0033,0.0,3.5406582,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-28 03:00:00,40.20943172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,40.209432,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0033,0.0,3.5438922,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-28 04:00:00,48.80102197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,48.801022,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0033,0.0,3.5471262,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-28 05:00:00,53.68312785,0.0,0.0,1.4412054,3.9291847,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,3.929184667,0.0,0.0,0.0,0.0,59.053518,3.5258847,3.5258847,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,3.9291847,3.1389629,0.4,0.0,3.5258847,3.9291847,0.0,0.0,0.0
2022-02-28 06:00:00,57.13470382,0.0,0.0,1.2845174,3.5458503,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,3.545850333,0.0,0.0,0.0,0.0,61.965072,3.1425503,3.1425503,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,3.5458503,2.7307997,0.4,0.0,3.1425503,3.5458503,0.0,0.0,0.0
2022-02-28 07:00:00,58.18344143,0.0,0.0,4.8391096,4.2458463,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,4.245846333,0.0,0.0,0.0,0.0,67.268397,11.8388,11.8388,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,7.996254,0.0,4.2458463,2.3226364,0.4,0.0,11.8388,4.2458463,0.0,0.0,0.0
2022-02-28 08:00:00,60.92940522,0.0,0.0,6.2463195,3.9458463,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,3.945846333,0.0,0.0,0.0,0.0,71.121571,15.281516,15.281516,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,11.73896933,0.0,3.9458463,1.9144731,0.4,0.0,15.281516,3.9458463,0.0,0.0,0.0
2022-02-28 09:00:00,57.2885711,0.0,0.0,3.6747814,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,60.963353,8.990291,8.990291,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,9.393591,0.0,0.0,1.5063099,0.4,0.0,8.990291,0.0,0.0,0.0,0.0
2022-02-28 10:00:00,54.8460657,0.0,0.0,1.4855316,4.037628,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,4.037628,0.0,0.0,0.0,0.0,60.369225,3.634328,3.634328,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,4.037628,1.0981466,0.4,0.0,3.634328,4.037628,0.0,0.0,0.0
2022-02-28 11:00:00,51.1960691,0.0,0.0,1.4446574,3.93763,0.0,0.0,0.0,-0.0,0.0033,0.0,7.1069638,0.0,0.0,-0.0,3.93763,0.0,0.0,0.0,0.0,49.897811,3.53433,3.53433,6.6805459,7.1069638,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,3.93763,0.68998335,0.4,0.0,3.53433,3.93763,0.0,0.0,0.0
2022-02-28 12:00:00,54.74774573,0.0,0.0,1.8771935,4.9958223,0.0,0.0,0.0,-0.0,0.0033,0.0,33.26059,0.0,0.0,-0.0,4.995822333,0.0,0.0,0.0,0.0,30.355807,4.5925223,4.5925223,31.264955,33.26059,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,4.9958223,0.28182008,0.4,0.0,4.5925223,4.9958223,0.0,0.0,0.0
2022-02-28 13:00:00,58.54357578,0.88474294,0.0,0.16215113,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,63.394117,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3967,0.3967,59.59047,63.394117,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.4,0.0,0.67382008,0.0,0.0,0.3967,0.0,0.0,0.0,0.0
2022-02-28 14:00:00,66.47283893,8.6131069,0.0,3.4772745,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,83.577894,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5070937,8.5070937,78.56322,83.577894,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,8.110393667,0.4,0.0,1.0658201,0.0,0.0,8.5070937,0.0,0.0,0.0,0.0
2022-02-28 15:00:00,70.75696763,14.540312,0.0,4.2220358,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,95.233315,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.32914,10.32914,89.519316,95.233315,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,9.932439667,0.4,0.0,1.4578201,0.0,0.0,10.32914,0.0,0.0,0.0,0.0
2022-02-28 16:00:00,52.47191182,38.374083,0.0,4.5020835,0.050118,0.0,0.0,0.0,-0.0,0.0033,0.0,101.48744,0.0,0.0,-0.0,0.050118,0.0,0.0,0.0,0.0,0.0,11.014272,11.014272,95.398196,101.48744,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,10.56745367,0.4,0.050118,1.8498201,0.0,0.0,11.014272,0.050118,0.0,0.0,0.0
2022-02-28 17:00:00,54.84857372,37.73976,0.0,3.3441858,0.00012,0.0,0.0,0.0,-0.0,0.0033,0.0,102.056,0.0,0.0,-0.0,0.00012,0.0,0.0,0.0,0.0,0.0,8.1814943,8.1814943,95.93264,102.056,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,7.784674333,0.4,0.00012,2.2418201,0.0,0.0,8.1814943,0.00012,0.0,0.0,0.0
2022-02-28 18:00:00,57.0506538,29.674983,0.0,0.16730138,0.0126,0.073571054,0.0,0.0,-0.0,0.0033,0.079968536,92.4527,0.0,0.0,-0.0,0.0126,0.0,0.0,0.0,0.0,0.0,0.4093,0.4093,86.905538,92.532668,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.4,0.0126,2.6338201,0.0,0.0,0.4093,0.0126,0.0,0.0,0.0
2022-02-28 19:00:00,69.41983747,1.0176429,0.0,0.16730138,0.0126,0.91963817,0.0,0.0,-0.0,0.0033,0.91963817,75.124874,0.0,0.0,-0.0,0.0126,0.0,0.0,0.0,0.0,0.0,0.4093,0.4093,70.617382,76.044512,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.4,0.0126,3.0258201,0.0,0.0,0.4093,0.0126,0.0,0.0,0.0
2022-02-28 20:00:00,75.46007332,0.0,0.0,0.0,0.0126,0.0,0.84606712,0.0,-0.0,0.0033,0.0,54.148295,0.0,0.0,-0.0,0.0126,0.0,0.0,0.0,0.0,24.573276,0.0,-0.0,50.899398,53.302228,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0126,3.0163303,0.0093,0.0,0.0,0.0126,0.0,0.0,0.0
2022-02-28 21:00:00,67.18250425,0.0,0.0,0.0,0.0126,0.0,0.0,0.0,-0.0,0.0033,0.0,26.011487,0.0,0.0,-0.0,0.0126,0.0,0.0,0.0,0.0,42.744306,0.0,-0.0,24.450798,26.011487,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0126,3.0068405,0.0093,0.0,0.0,0.0126,0.0,0.0,0.0
2022-02-28 22:00:00,56.01693683,0.0,0.0,0.0,0.0126,0.0,0.0,0.0,-0.0,0.0033,0.0,2.7006462,0.0,0.0,-0.0,0.0126,0.0,0.0,0.0,0.0,53.490929,0.0,-0.0,2.5386075,2.7006462,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0126,2.9973507,0.0093,0.0,0.0,0.0126,0.0,0.0,0.0
2022-02-28 23:00:00,25.57549932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,25.575499,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0033,0.0,3.0005847,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01 00:00:00,8.956927433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,8.9569274,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0033,0.0,3.0038187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01 01:00:00,27.66693352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,27.666934,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0033,0.0,3.0070527,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01 02:00:00,37.625272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,37.625272,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0033,0.0,3.0102867,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01 03:00:00,45.25358202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,45.253582,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0033,0.0,3.0135207,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01 04:00:00,50.05002502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,50.050025,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0033,0.0,3.0167547,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01 05:00:00,55.12830508,0.0,0.0,1.3458304,3.6958513,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,3.695851333,0.0,0.0,0.0,0.0,60.169987,3.2925513,3.2925513,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,3.6958513,2.6085914,0.4,0.0,3.2925513,3.6958513,0.0,0.0,0.0
2022-03-01 06:00:00,58.89636048,0.0,0.0,1.5297621,4.1458373,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,4.145837333,0.0,0.0,0.0,0.0,64.57196,3.7425373,3.7425373,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,4.1458373,2.2004282,0.4,0.0,3.7425373,4.1458373,0.0,0.0,0.0
2022-03-01 07:00:00,58.15309715,0.0,0.0,5.1153618,4.4791757,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,4.479175667,0.0,0.0,0.0,0.0,67.747635,12.514647,12.514647,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,8.438771,0.0,4.4791757,1.7922649,0.4,0.0,12.514647,4.4791757,0.0,0.0,0.0
2022-03-01 08:00:00,53.88107945,0.0,0.0,5.6414566,3.9791727,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,3.979172667,0.0,0.0,0.0,0.0,63.501709,13.801729,13.801729,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,10.225856,0.0,3.9791727,1.3841016,0.4,0.0,13.801729,3.9791727,0.0,0.0,0.0
2022-03-01 09:00:00,55.26274055,0.0,0.0,3.5828303,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,58.845571,8.765334,8.765334,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,9.168634,0.0,0.0,0.97593837,0.4,0.0,8.765334,0.0,0.0,0.0,0.0
2022-03-01 10:00:00,61.6010613,0.0,0.0,1.4514703,3.9542977,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,3.954297667,0.0,0.0,0.0,0.0,67.006829,3.5509977,3.5509977,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,3.9542977,0.5677751,0.4,0.0,3.5509977,3.9542977,0.0,0.0,0.0
2022-03-01 11:00:00,59.52940038,0.0,0.0,1.2709444,3.512644,0.0,0.0,0.0,-0.0,0.0033,0.0,3.2692033,0.0,0.0,-0.0,3.512644,0.0,0.0,0.0,0.0,61.239938,3.109344,3.109344,3.0730511,3.2692033,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,3.512644,0.15961184,0.4,0.0,3.109344,3.512644,0.0,0.0,0.0
2022-03-01 12:00:00,59.07189678,0.0,0.0,1.9154478,4.8458303,0.0,0.0,0.0,-0.0,0.0033,0.0,17.483131,0.0,0.0,-0.0,4.845830333,0.0,0.0,0.0,0.0,49.399032,4.6861107,4.6861107,16.434143,17.483131,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,4.8458303,0.0,0.1564196,0.0,4.6861107,4.8458303,0.0,0.0,0.0
2022-03-01 13:00:00,54.31608155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,36.245515,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,20.245297,0.0,-0.0,34.070784,36.245515,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0033,0.0,0.003234,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01 14:00:00,61.05700777,0.0,0.0,3.4115997,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,55.150039,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,12.627571,8.3464213,8.3464213,51.841037,55.150039,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,8.352890667,0.0,0.0,0.0,0.00316932,0.0,8.3464213,0.0,0.0,0.0,0.0
2022-03-01 15:00:00,58.518676,3.2553185,0.0,4.3634103,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,70.358941,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.67501,10.67501,66.137405,70.358941,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,10.27831,0.4,0.0,0.392,0.0,0.0,10.67501,0.0,0.0,0.0,0.0
2022-03-01 16:00:00,45.90609083,24.267298,0.0,4.3313859,0.050118,0.0,0.0,0.0,-0.0,0.0033,0.0,79.313716,0.0,0.0,-0.0,0.050118,0.0,0.0,0.0,0.0,0.0,10.596663,10.596663,74.554893,79.313716,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,10.14984467,0.4,0.050118,0.784,0.0,0.0,10.596663,0.050118,0.0,0.0,0.0
2022-03-01 17:00:00,46.1935786,24.923051,0.0,3.337974,0.025119,0.073571054,0.0,0.0,-0.0,0.0033,0.079968536,79.233747,0.0,0.0,-0.0,0.025119,0.0,0.0,0.0,0.0,0.0,8.1662973,8.1662973,74.479722,79.313716,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,7.744478333,0.4,0.025119,1.176,0.0,0.0,8.1662973,0.025119,0.0,0.0,0.0
2022-03-01 18:00:00,51.00066205,15.428491,0.0,0.16730138,0.0126,0.91963817,0.0,0.0,-0.0,0.0033,0.91963817,70.860696,0.0,0.0,-0.0,0.0126,0.0,0.0,0.0,0.0,0.0,0.4093,0.4093,66.609054,71.780334,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.4,0.0126,1.568,0.0,0.0,0.4093,0.0126,0.0,0.0,0.0
2022-03-01 19:00:00,64.54951887,0.0,0.0,0.0,0.0126,0.0,0.84606712,0.0,-0.0,0.0033,0.0,59.549588,0.0,0.0,-0.0,0.0126,0.0,0.0,0.0,0.0,8.5855063,0.0,-0.0,55.976613,58.703521,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0126,1.5585102,0.0093,0.0,0.0,0.0126,0.0,0.0,0.0
2022-03-01 20:00:00,71.54999582,0.0,0.0,0.0,0.0126,0.0,0.0,0.0,-0.0,0.0033,0.0,39.23044,0.0,0.0,-0.0,0.0126,0.0,0.0,0.0,0.0,34.685982,0.0,-0.0,36.876614,39.23044,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0126,1.5490204,0.0093,0.0,0.0,0.0126,0.0,0.0,0.0
2022-03-01 21:00:00,70.94242188,0.0,0.0,0.0,0.0126,0.0,0.0,0.0,-0.0,0.0033,0.0,17.056713,0.0,0.0,-0.0,0.0126,0.0,0.0,0.0,0.0,54.921712,0.0,-0.0,16.03331,17.056713,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0126,1.5395306,0.0093,0.0,0.0,0.0126,0.0,0.0,0.0
2022-03-01 22:00:00,59.2478423,0.0,0.0,0.0,0.0126,0.0,0.0,0.0,-0.0,0.0033,0.0,1.2792535,0.0,0.0,-0.0,0.0126,0.0,0.0,0.0,0.0,58.057944,0.0,-0.0,1.2024983,1.2792535,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0126,1.5300408,0.0093,0.0,0.0,0.0126,0.0,0.0,0.0
2022-03-01 23:00:00,24.05149837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,24.051498,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0033,0.0,1.5332748,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-02 00:00:00,8.591927133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,8.5919271,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0033,0.0,1.5365088,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-02 01:00:00,24.22359742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,24.223597,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0033,0.0,1.5397428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-02 02:00:00,31.08527987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,31.08528,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0033,0.0,1.5429768,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-02 03:00:00,40.49526203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,40.495262,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0033,0.0,1.5462108,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-02 04:00:00,41.2893679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,41.289368,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0033,0.0,1.5494448,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-02 05:00:00,48.53838295,0.0,0.0,1.6319533,4.3958463,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,4.395846333,0.0,0.0,0.0,0.0,54.566183,3.9925463,3.9925463,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,4.3958463,1.1412816,0.4,0.0,3.9925463,4.3958463,0.0,0.0,0.0
